Parameter,Frequency,50,150,250,350,450,550,650,750,850,950,1050,1150,1250,1350,1450,1550,1650,1750,1850,1950,2050,2150,2250,2350,2450,2550
Y_N_c,1050,(-0.008989618767009927-0.010661762088176057j),(-0.05997503375453727+0.0068437732429090185j),(0.12015826107762709+0.024198946052398845j),(-0.06252915167110785+0.025277333793208255j),(-0.04261435689707421+0.09563399460076456j),(0.022688173826453165-0.09764222055517909j),(0.05326582592148226+0.11580991828302592j),(0.03607282425451456+0.05184000365723547j),(-0.30519051170593586-0.07496028284109389j),(0.5791298973389168+0.02343375682346132j),(-0.5975099305540265+0.28740795491880716j),(0.3428605268318637-0.3889063923828767j),(-0.06744212215711577+0.3228541798924674j),(-0.0018924488187424368-0.022664097716788647j),(-0.04782345846931499-0.07649922242185683j),(0.0822179932932994+0.09639231259246975j),(-0.016841825217641205+0.03354330437441409j),(-0.04369795854624031+0.011882834856841145j),(0.0550033812714402-0.025912107940199307j),(0.0018387709621995288+0.0689442268434526j),(-0.00715031632123229+0.041790592379805494j),(-0.002893076367314786-0.03143828037195355j),(0.016508339522875587+0.03601828679593456j),(0.022838688675586628+0.04461660974063562j),(-0.020617891379367367+0.007508552086128203j),(0.015233245001313511+0.004455671210847158j)
Y_N_c,1150,(-0.010421891610846425+0.0007105216119287145j),(0.0503326705944273+0.03315925795791691j),(-0.06732799038527432-0.07278968946245314j),(0.0987704258619186-0.02365408164898301j),(-0.022249094029722017+0.01947541483449434j),(0.02240085636458915-0.005818583329211416j),(0.003434881499366823-0.1159788878432223j),(0.04766570018155946+0.0977922872448312j),(0.07756308081193754+0.01590803559092034j),(-0.28862220259748306-0.12694414584831293j),(0.555242519302122-0.0751643042326541j),(-0.536329763685981+0.3165564878968326j),(0.3476820065163099-0.44271618301137555j),(-0.050035478840121154+0.2672012843269165j),(-0.012647982900965197-0.03853326474958656j),(-0.02118172433430883-0.10544768213857j),(0.11263670858889095+0.04474760515630091j),(-0.020596624138958335-0.008470714484090319j),(-0.03683753943201399+0.01612175040236652j),(0.08011458501388075-0.05421896259009451j),(0.010183677025715182+0.009830490927632624j),(-0.004007054560992058+0.02579867568749824j),(0.01017643816309258-0.046335940082238215j),(0.045065645525854604+0.008782308573120352j),(0.015562590667807125+0.0055895604542497j),(-0.01633646156143016-0.006649772726638914j)
Y_N_c,1250,(0.004272208147524697+0.010135631361195345j),(0.004816371923915909-0.01714538746752733j),(-0.01771198993160781+0.01959976474464723j),(-0.04377866043214281+0.011949047910264651j),(0.09987142437479023-0.03920748109780187j),(-0.07527229397404107+0.04292477352131963j),(-0.016790146180829076+0.01892296673224213j),(-0.0035471103580958516-0.12743343379247168j),(0.04198214874528956+0.08442712214585994j),(0.032883040096243425+0.021237077779775848j),(-0.2935052795155561-0.04709266267128226j),(0.5247196064294649-0.10200889228994518j),(-0.5379544168033024+0.3105357784976274j),(0.26946037603165485-0.42435246260872705j),(-0.03447761772228405+0.26197339094272754j),(-0.025219777198593436-0.034140018666898676j),(-0.07121035537547005-0.10462027484649068j),(0.08228405966092582+0.05522895930002991j),(-0.026129613672773822-0.012272492676472931j),(-0.061291790895284415-0.017129333639706593j),(0.03576887556553354-0.03885922587908053j),(-0.00601293241837472+0.014259538686848667j),(-0.01651074957730175+0.014790347658877266j),(-0.031092760823877953-0.06928059062405426j),(0.01093887169322913+0.006810416994564152j),(0.00677513727055778+0.007358788195233861j)
Y_N_c,1350,(0.003446592622127222-0.003564896536382543j),(-0.02272820080694433-0.032765090428387565j),(0.026781038396217375+0.06601258876405594j),(-0.027462868181943368-0.03187250706502368j),(-0.08269284175384096+0.002203876972156404j),(0.06017265528307651-0.021231938038948416j),(-0.02951557697124805+0.047660686216258824j),(-0.017972764967342708+0.04145287682137707j),(-0.04740030015081266-0.11704728075948573j),(0.038940471199331146+0.12088056839526255j),(0.026997746539208205+0.0010325131705830833j),(-0.2927843278204838-0.049728761436176314j),(0.47595366466640593-0.08865010848764554j),(-0.47876282531262243+0.34959574974343477j),(0.23551243242311307-0.4124664343225696j),(-0.048675138396257527+0.2559078759638634j),(-0.027414944544376985-0.005801932705942145j),(-0.05887526772820081-0.08041540794297546j),(0.08480068589481826+0.0466572478183228j),(-0.04550666703833219+0.027428301460702905j),(-0.05156782719656823+0.012140886969418901j),(0.04115768355875298-0.03556888096445677j),(-0.01336124378863652+0.024667934381192223j),(-0.017784268958181745+0.04690268767522041j),(-0.014649420819403054-0.030789916342745645j),(0.009677278689486854+0.008465918685053045j)
Y_N_c,1450,(-6.83616522197201e-05-0.002212344954857435j),(-0.0015115523270384902+0.04394486267662985j),(0.01783435154525632-0.07708281357871695j),(0.0479734235561206+0.04772383759674466j),(-0.0005064751396078301-0.006216613910033423j),(0.007712655486990039+0.010167208513821933j),(0.056964003862962055-0.03674052651284036j),(-0.02730867746872313+0.033843200054844404j),(0.021830237370998682+0.05375038399547753j),(0.0014408912594068215-0.1365730338735629j),(0.08044589010555642+0.09667467984257792j),(0.0316365157716946+0.01958862770488318j),(-0.23908645956485858-0.024250792022778758j),(0.47552729999062926-0.13279843642363562j),(-0.4392370407370476+0.34538150089913516j),(0.2426752678148511-0.3990092596211832j),(0.001233711441229472+0.2495403456355465j),(-0.007939697112949073-0.023798564687001193j),(-0.06597757061522246-0.06978234057645806j),(0.11075551300904554+0.046065241106290726j),(-0.008203818126991261+0.0074483036117168515j),(-0.04417716594840475+0.010500665180269425j),(0.05067542988953911-0.03161279584563107j),(0.010381340214970326+0.02989467828060226j),(-0.0016792807284371249+0.02107012946224412j),(-0.00887843620046391-0.031254907559581956j)
Y_N_c,1550,(-0.001689168700304997+0.00011869426139303021j),(0.01092285302803439-0.00611319098098224j),(-0.02503740386919203+0.014671981547984915j),(-0.029459067069135245-0.020844055003696696j),(0.04626343312190063+0.05163009538769288j),(-0.05126448743165421-0.02704589442617018j),(-0.023265460873892904+0.0028948535382817405j),(0.06305990722467075-0.03199091546456155j),(-0.027833207163267346+0.032436416903906924j),(-0.009759378414752343+0.0427728777730125j),(-0.05401760120537067-0.10503125573993001j),(0.07373322635647045+0.09269073189858427j),(0.026108541698948926-0.012159978410480362j),(-0.26281835569799367-0.019178768408626513j),(0.44839312832912454-0.13527703200912497j),(-0.41994827707607096+0.3525274872557203j),(0.19566497126614885-0.41708371354818374j),(-0.01521886631131736+0.2384172153654925j),(-0.005786367248145727-0.019806832225356945j),(-0.056355189993257664-0.08585153253023013j),(0.07613492168527322+0.032840285665850746j),(-0.018851575641731042+0.008178001064798206j),(-0.04302763075434463+0.006837469743401997j),(0.04740905209808973-0.05960313862671037j),(-0.0038990371582119532+0.019928016527034156j),(-0.006875853493463911+0.02565768314438535j)
Y_N_c,1650,(-0.0003893078529870881+0.00026515240617507095j),(0.013439473262307959-0.024640675541505615j),(-0.023909246580127504+0.03222289680622633j),(0.01518673944463332-0.027077692607330176j),(-0.027501852204470892-0.060826744563929974j),(0.03743126284948676+0.028751834840693134j),(-0.02857509764176404-0.0013509583993971319j),(-0.033991535254481314+0.002576201112860066j),(0.04531308265324186-0.06235997955502755j),(-0.044631142554833+0.03413187762453996j),(0.016047920591054764+0.019236080469803206j),(-0.036831763256999855-0.1188873646745008j),(0.049405203132220916+0.08160239474342934j),(0.025526607568498384+0.00647259477665737j),(-0.25527810485843716-0.01621920911946177j),(0.4219307006599184-0.17429015080034937j),(-0.39862830951572836+0.3595892266619575j),(0.17704273981820062-0.39847348176335573j),(0.0017138913903745842+0.22501427280818787j),(-0.03621919006096195-0.023101491690822182j),(-0.06162303441794034-0.07114350144498892j),(0.08306568551268083+0.028487337925506548j),(-0.021330848481175547+0.0014911616227525682j),(-0.05931717475149086+0.015867823878407326j),(0.0339640144733419-0.038733948954972966j),(0.0015113857567563135+0.011740038813532343j)
Y_N_c,1750,(-0.000610206407259237+0.0004502791506802489j),(-0.029947265381371647+0.015891663287309402j),(0.05877244418835154-0.018444776256703693j),(-0.012561387754179264+0.047499308073763465j),(0.006908006035438408+0.009680013920747169j),(-0.005643273507058152+0.006470057597255239j),(0.04109186117859285+0.019452691757652147j),(-0.019459729544861075-0.006197726668110534j),(-0.026217261782289353+0.036344349058336174j),(0.07995595941904185-0.03347341611238823j),(-0.023082296422098462+0.059025429963790677j),(-0.0006746856750759826+0.03315819528711679j),(-0.031733824432195856-0.07830043872598916j),(0.07460838312102089+0.07872267379537824j),(0.03480982932715844+0.0056392848018110946j),(-0.24096547045249905+0.025527453505445948j),(0.41046271651477617-0.1569463008374976j),(-0.3552296558082535+0.3647462907670814j),(0.14799935152628996-0.3929891628154573j),(0.018322222471014036+0.2376839503297404j),(-0.009956887166817257-0.006267346844388951j),(-0.061640761509672445-0.06353987422570805j),(0.07991158781486746+0.0353344233164666j),(-0.016210270651572645+0.017467267191940365j),(-0.03453809598121496+0.013738186113668895j),(0.03229458429166315-0.034155837751737805j)
Y_N_c,1850,(0.001357644383653627+0.0020209256510930595j),(0.009490776880617027+0.003027711015496356j),(-0.031078859056577677-0.009240395944044437j),(-2.3448854960864305e-05-0.029577385284585044j),(-0.022997646488379698+0.04014864548851824j),(-0.002466409323609605-0.04193657685590085j),(-0.015547838542939493-0.01533769871421474j),(0.03466421533266818+0.02861065778013915j),(-0.024257538917822966-0.008731281277198308j),(-0.042947582540730736+0.007582708746118361j),(0.03384314848372784-0.06289113126631146j),(-0.02782303195034717+0.05031030371288122j),(0.015698870064999485+0.014023150922294909j),(-0.047449442298436645-0.09614200199670271j),(0.057466192562920015+0.07765100858111218j),(0.022835535388241384-0.006979489300309146j),(-0.22875013125896962+0.006665968227733236j),(0.376562942510653-0.18402604566563135j),(-0.33394032522912526+0.3690249513470072j),(0.1426972706238626-0.38458115157871414j),(0.010448590403926988+0.20275946898051847j),(-0.018407388662837722-0.012645250708131684j),(-0.061751265355933-0.06212092791039404j),(0.09325565271353306+0.022204281016216017j),(-0.02216068697007565+0.0062665349757351566j),(-0.043084694982611076+0.013424792840190236j)
Y_N_c,1950,(0.0011058417118389743-0.002339644578404257j),(0.020600416480512928+0.0011421398735080056j),(-0.020358738138236777-0.0019959307860573984j),(0.024737310753890112+0.0030039938323553612j),(0.03811721336252831-0.03871869954633285j),(-0.0033098528055528096+0.03725115471721607j),(-0.0053897478758144005-0.01396680280497708j),(-0.01330961510183928-0.023203381680853022j),(0.053717381465468374+0.00547123454374919j),(-0.020903352467696742-0.01640559373422991j),(-0.005231935764417101+0.022220847226229305j),(0.05862776593138547-0.05155957996504246j),(-0.028062468376708616+0.03506861946864159j),(0.007986152157815276+0.023179393188493696j),(-0.03503528696977977-0.09614312904698488j),(0.08204022941979826+0.06308966489451372j),(0.022180997510338002-0.0065460256826781376j),(-0.21934026287775985+0.025470443687800343j),(0.36812057363605677-0.18590214389581292j),(-0.3147853720919027+0.3432126121859348j),(0.12521723506375673-0.37029974809968674j),(0.026391640759213575+0.20312609584822006j),(-0.009538666312509443-0.014214446112498596j),(-0.07103597188029157-0.06656796092824321j),(0.07839429784911281+0.021376931884303334j),(-0.0075651345809717285+0.00802505774927845j)
Y_N_c,2050,(-0.0006627391637725417-0.0010972963716976746j),(-0.02270192116533529-0.014877710044787572j),(0.033640419917351484+0.03307299673466444j),(-0.036491713483531855+0.00933067174144856j),(-0.012180781972630332+0.01219923833666022j),(-0.006300683259504136-0.0038184691409565126j),(0.0022296083598690453+0.03244673809778391j),(0.00011641958105322573-0.00993451530542723j),(-0.03562569487183804-0.002988025992137496j),(0.04297391360505407+0.04251653720731689j),(-0.039339592449834204+0.0035885174799451277j),(-0.027331653548874048+0.012745388626292412j),(0.03173873125032224-0.034975884469145055j),(-0.017496714994057763+0.0504821435514386j),(0.008343351635273468+0.0301750117125084j),(-0.06205505167774573-0.07578814274295359j),(0.06346805739685081+0.07381057246716909j),(0.02178557982787421+0.0017847961094435815j),(-0.21303493251014838+0.02221508247436994j),(0.3373917569876775-0.17357181941772876j),(-0.2964796335476241+0.36202143903385275j),(0.10490353767061593-0.3618258703109794j),(0.020706267565111795+0.19668744649386205j),(-0.018265362596739238-0.005282959111263515j),(-0.05878555300579289-0.04892132094878113j),(0.07056033956056368+0.019318820837406988j)
Y_N_c,2150,(-0.00301578913548475+0.0013089346584676134j),(0.003241901856883558+0.008009511639236295j),(-0.009452697880234381-0.031342949119010866j),(0.020682647939364137-0.013422695809177019j),(-0.030246662085777115-0.007198082356882921j),(0.026701382472670922-0.017523846652647935j),(0.004104995788049649-0.01963589209054004j),(-0.009044954768827898+0.029417588145552426j),(-0.0003939447861827383-0.018121331033408697j),(-0.02233263529743125-0.0343144876170138j),(0.04974080654264694-0.0038946287874243313j),(-0.032271905471406626-0.005436724356434566j),(-0.005335190454881142+0.015279285168139563j),(0.03633687058052612-0.0556326822804081j),(-0.027017148045808532+0.034906896157858094j),(0.014929493378379316+0.012618253500151224j),(-0.04092553504746391-0.08331173889265252j),(0.07171706615815349+0.051002928108574506j),(0.013343357947453177+0.0005981190321726682j),(-0.2004315981398047+0.032045506744235425j),(0.33284100186444554-0.20117417199768411j),(-0.27526989873386165+0.34681019479090575j),(0.09432595509184817-0.35493934464329024j),(0.03603103784753298+0.19511433355285174j),(-0.01595542976959512-0.017263076636790678j),(-0.06218726361590815-0.05515931179246846j)
Y_N_c,2250,(0.002687118949948929+0.0015614534060668858j),(0.005692435628643038+0.014594306974514958j),(-0.0039560840874256695-0.006758548975638091j),(0.0062136522780155915+0.01984204758140123j),(0.04030453113078249+0.018421898573459095j),(-0.027574974355381476+0.01376823557619944j),(0.006055133967719999-0.004413718080558114j),(0.012724332714435677-0.017485947595080185j),(0.016148361528524308+0.03716482021122376j),(0.007537763759191786-0.00933973120549371j),(-0.019327386080629103+0.007309572050303775j),(0.049653404725586894+0.024532887627797872j),(-0.025247985571220988-0.008518476602273917j),(-0.014028763877258285+0.017331449510296863j),(0.04601951824517083-0.04116384619391742j),(-0.009066811153478469+0.05400260104650833j),(0.012363861079502153+0.018557366882086805j),(-0.05128923092724603-0.06897170815665912j),(0.07426368134767102+0.05860009752422853j),(0.029267779069317983-0.008138626682260189j),(-0.19684732534455074+0.04349854550133761j),(0.3155555269449208-0.18704478772980915j),(-0.2532156896041465+0.350632244047382j),(0.08523943914086635-0.3535912821452308j),(0.03420669926793879+0.1842565717932985j),(-0.01011989688552414-0.0015778331204444407j)
Y_N_c,2350,(0.0007894114421403091-0.0006709946734165405j),(0.002055813562983873-0.022239474528306193j),(-0.01107846575890164+0.03373460436319564j),(-0.020420516182825733-0.02187491040193037j),(-0.017105352747067037-0.009536912872335034j),(0.0019878329588739383-0.006971054866954867j),(-0.020616546308026115+0.012385146858155604j),(0.00459386284732248-0.0006491353412612978j),(-0.01251398155648904-0.026295367810144698j),(-0.017081801696002315+0.039924398070851644j),(-0.013871143754214249-0.02380087506291002j),(-0.0206098348867571-0.018208684070783385j),(0.0296453788826545+0.009415794509542101j),(-0.031643525055861+0.004100346076114137j),(-0.021705083025726744+0.017102546114472483j),(0.02046054400867358-0.05751030978353737j),(-0.02472045925736709+0.04160488871171381j),(0.008527629057639945+0.01755642518361732j),(-0.045653325169385514-0.07175913686993592j),(0.05448022469083854+0.05154459055695983j),(0.011502940746938485-0.004533171773738481j),(-0.19082138694458764+0.03781282236827717j),(0.29653150842231946-0.19779387687952438j),(-0.2459136332392035+0.34143987953092597j),(0.06951577133094086-0.33091531043658745j),(0.033861644121934646+0.17046364758209867j)
Y_N_c,2450,(-0.0007197845330571136-0.002564461841592341j),(-0.0041293064353132266+0.006691383949980662j),(0.021554566671352336-0.02238766831651831j),(0.01874027932019493+0.00895849057088757j),(-0.0002922728774544022-0.020672952076480688j),(0.02216401866793932+0.011726886225275785j),(0.017330221062130852-0.00554565108219408j),(-0.02202333813660299+0.00176003939492854j),(0.01272802255672572-0.005557901920646212j),(0.020935532409150474-0.03073575221267327j),(0.022003133959873966+0.030484842895970754j),(-0.0023349020586958015-0.01932407828304436j),(-0.012914606991193922+0.0006514624505574748j),(0.04701305010018139+0.0023903257479416153j),(-0.022029949566567023-0.010819785800647056j),(-0.0024990099926772954+0.016378935365386364j),(0.03815177089672329-0.04423384050025585j),(-0.005826412395769828+0.04069563497336186j),(0.005525558700115672+0.009951329765673965j),(-0.04494570972379473-0.06468460437980733j),(0.07896280155257793+0.046426436227907215j),(0.020456164926894164-0.006597625619974424j),(-0.17981072899160994+0.04206966503870577j),(0.2833028523764534-0.1885736959788323j),(-0.2198329270313453+0.32912639027556595j),(0.06671870047637235-0.32864896810289723j)
