Parameter,Frequency,50,150,250,350,450,550,650,750,850,950,1050,1150,1250,1350,1450,1550,1650,1750,1850,1950,2050,2150,2250,2350,2450,2550,2650,2750,2850,2950,3050,3150,3250,3350,3450,3550,3650,3750,3850,3950,4050,4150,4250,4350,4450,4550,4650,4750,4850,4950,5050
Y_N_c,1150,(-0.014069314420389284-0.0014104956527747556j),(0.0007154951548367511+0.09158618108615796j),(0.10653224975268474-0.23312139705552637j),(-0.05923401637404618+0.37149503193708155j),(0.08702121063963592-0.36416658370228333j),(0.12104608473453234+0.27093531694219214j),(0.07813933460619028-0.01923476306245754j),(-0.15768618787775607-0.10257023615044497j),(0.5630435267610272+0.1529185205653143j),(-0.8419366755323162+0.041621533263879296j),(1.1311694419524818-0.3057015699182545j),(-1.0704687354469187+0.5999897881962443j),(0.9390496332518367-0.7218748482994235j),(-0.4275176821315937+0.7037340165690714j),(0.1797736397073763-0.4558778313824713j),(0.08951926660921894+0.20111892171983353j),(0.00769071085186015+0.06874018251195685j),(-0.09775891345121365-0.17719465027625317j),(0.21043103404517366+0.1761750263622247j),(-0.1204356158659804-0.07274968310654878j),(0.08674650669906434+0.008008396482816104j),(0.10588257628204747+0.04844160393048705j),(-0.12206160728020517-0.009443531659617754j),(0.1654644913302227-0.003308415738694434j),(-0.048984999259497036+0.03405889018493035j),(-0.003207411109775411-0.0058761179189983845j),(0.10952211447974117-0.008590266078412408j),(-0.014182283222114137+0.057060238283628446j),(0.014501388276978607-0.03937192730233075j),(0.08136399873873049+0.03563593959683511j),(0.005803723757102799+0.023811566160979597j),(-0.024296053739776117-0.036276499796475035j),(0.09410838982268499+0.04764656464705819j),(-0.025770705891551293-0.0053153655739386916j),(0.026130662563450216-0.004463645526299487j),(0.06244309371195135+0.02894930858637645j),(-0.04289904658229141-0.0021785778896050868j),(0.06353339197644993-0.0002945932282147623j),(0.005510872477188458+0.0190747178368695j),(-0.004695091585635894+0.0010727804845651868j),(0.060400689554519375-0.001012474494654806j),(0.004189877075325863+0.025785030229758116j),(0.006360315872560335-0.009494551672505819j),(0.05264208268780656+0.012674203184761913j),(0.01027745377409354+0.017624937016412108j),(-0.006571240387940374-0.014019013760596263j),(0.06828296735893802+0.02769595542624334j),(-0.0029185828661776195+0.0050213268475160135j),(0.01060472175382748-0.0038692006910956878j),(0.05112110864803086+0.022438000019663208j),(-0.020781133312127262+0.0008494559220460158j)
Y_N_c,1250,(-0.0027442832492118267+0.019836650816590987j),(0.01956419154042932-0.09505176692767253j),(-0.10504010890217082+0.09574126386168745j),(0.1180544767205812-0.2060683464942382j),(-0.11663847884317152+0.254993990323341j),(-0.1274548600117852-0.3057626494473431j),(0.10389450711596789+0.16907453898429298j),(-0.138717504531702-0.09048126882528193j),(-0.1472018190504255-0.07970779466677186j),(0.5158194950517431+0.005715470233277675j),(-0.883169581823175+0.03287776776528145j),(1.0865538683239246-0.34687519970474745j),(-1.0846561406758635+0.5375451430631143j),(0.7317064017683667-0.7727265272074664j),(-0.4283836026611158+0.6936490844862984j),(0.10558322510376147-0.5679755506645248j),(-0.010182597678842872+0.17257488538089405j),(0.061446049052514384+0.035927236611487154j),(-0.11718811487665212-0.2324397519543087j),(0.1417472763862347+0.1481402699396218j),(-0.12488436729895831-0.10656382472439926j),(0.005483668566936811-0.05288854282758138j),(0.08826380203645846+0.01992270550096637j),(-0.1350891869322894-0.06647894882749565j),(0.1285725904526222-0.06525728049840723j),(-0.03583855881558397+0.02720072649031378j),(-0.03276403196636704-0.08601009298908491j),(0.0410663013037823-0.050074014161595695j),(-0.02375269222039552+0.03773920759231749j),(-0.005299662946458679-0.13600550839415768j),(0.011848167507095352-0.000692968923027375j),(0.030426597588594867-0.0054018853714072465j),(-0.03374933360649025-0.10143029431949348j),(0.04405071536642423+0.011797709268488808j),(-0.019269511414059505-0.037887449223460545j),(-0.004709083928960975-0.060993509445768916j),(0.0506808350763246-0.006483823089053268j),(-0.040259281698036775-0.04307664583528905j),(0.04513001923929137-0.051860094583940655j),(0.00567505138253498-0.004506859657939438j),(-0.01802300774756411-0.05599214544937156j),(0.028254544106121472-0.04314928801847714j),(0.0008139135177502129-0.0009354160617557146j),(0.00026275186312866086-0.08264331553187118j),(0.01420963659545964-0.0239151331783801j),(0.02057401887202002-0.013168752662813874j),(-0.015570979101776534-0.08163264065503703j),(0.025733376064037704-0.01416912112377497j),(0.004262250746344435-0.028200713555327495j),(-0.0032438966801687542-0.06037782195554685j),(0.04031538800891989-0.018396138390530014j)
Y_N_c,1350,(0.016174525451473673-0.01418032592265017j),(-0.02070691211082789+0.05634843528929311j),(0.029508077513039396+0.029775101266515995j),(-0.05478864295449631-0.006257551481796755j),(0.06019090341602688-0.09187400707222078j),(0.0957112914487806+0.21001640667542534j),(-0.15280968473119994-0.26469738205177895j),(0.23626695769570635+0.2406029212682818j),(-0.10782107256204987-0.08109270726729936j),(-0.21378600811611867+0.015564136391017155j),(0.5234069739397266+0.10413743309546597j),(-0.8907514648807147+0.0931572761195272j),(1.0263031775356999-0.3219430272280278j),(-0.9503652180416634+0.6593396214732068j),(0.7147501687673493-0.7964610213736834j),(-0.41479226990029383+0.8023163339210491j),(0.12344170561313819-0.46906914696423563j),(-0.045607764920521446+0.19761658468021545j),(-0.011265727551090461+0.12102059566004039j),(-0.08444375761182692-0.17001935007253227j),(0.11038376508772199+0.17350572531467373j),(-0.1105819601073824-0.024025834418764096j),(0.0028564805856125582-0.0021948359852802662j),(0.04313708173185106+0.07883099095845163j),(-0.15217822500388814+0.042896021225208025j),(0.08194157665094419-0.03124561659730128j),(-0.07275159308668977+0.10765553235409157j),(-0.02982807958387388+0.008253431227326526j),(0.030019310717536215-0.02416355689589071j),(-0.08079287132084272+0.14464147133416955j),(-0.004264372362072111-0.03639972993686289j),(-0.02787633330774624+0.04121448353076596j),(-0.03492475146690481+0.07969731793319729j),(-0.032742894849993466-0.022777324966917287j),(0.0059434111620792+0.0556489462311654j),(-0.04790287951353802+0.03781136280596542j),(-0.028940493445863892+0.008568482622557489j),(0.0021884123617023545+0.050269367557932085j),(-0.07223439889178378+0.040940286931832263j),(0.006713393304762364+0.0007964748913171752j),(-0.033761448600923755+0.06567612594579929j),(-0.038868866462039436+0.02643183762948204j),(-7.28553222236484e-05+0.0027538229632271386j),(-0.05596862286079668+0.09141779650803128j),(-0.020943499010205438+0.005928078391877055j),(-0.023549762073599035+0.025798235740729272j),(-0.04026454155909438+0.07334898668849921j),(-0.028732217933617004+0.004910734088745482j),(-0.014178341048547014+0.03774299351682335j),(-0.040300972110371515+0.04792434852887116j),(-0.03672311587105706+0.018455864300124334j)
Y_N_c,1450,(-0.014013608753706724+0.001643465737377921j),(-0.0021461339970020163-0.007362121786020876j),(0.07228558869130795-0.09025464872276726j),(-0.07837365600579746+0.1398439188986017j),(0.05548788260974599-0.035836156983889346j),(-0.07513880390586831-0.05139326558561429j),(0.11592108153262698+0.2548544838305806j),(-0.18452599268518036-0.2698241636182505j),(0.17907161511044808+0.20973146004361656j),(-0.0048559696217065846-0.07316808882049626j),(-0.17689447894208585-0.09095944864534997j),(0.5564293512523324+0.05224289977067148j),(-0.8008169007071132+0.1505582239048289j),(0.9908374428292781-0.43077707902884477j),(-0.9274570987263813+0.7187948258458815j),(0.7205254590293559-0.8365018164531128j),(-0.3408373201687136+0.7098343139059192j),(0.10827640505042388-0.48084691149531167j),(0.07150680149978574+0.1433064656915105j),(-0.004692592436655645+0.07263564022848686j),(-0.05021914220728962-0.16513123059565732j),(0.14671983621088883+0.12926735884618668j),(-0.09886992432622183-0.06240051032549745j),(0.06429516008246777-0.022420864082544657j),(0.09609087202925493-0.010848009103475295j),(-0.09920507765507262+0.009315311319988438j),(0.14447749930325787-0.05924722694843467j),(-0.018946990190414528+0.02915391910906632j),(-0.017017116428913147-0.003958442703973557j),(0.11518312601223034-0.07484565406246763j),(-0.02033766111051477+0.053957004321482954j),(0.023070440509261044-0.06893907804880256j),(0.06505604063671776-0.006258618486199071j),(0.003966470610561885+0.013859021821783765j),(0.007083999049823287-0.04940221555644647j),(0.06283970024015513+0.012667765153642749j),(-0.007039701546599875-0.0212016683212632j),(0.02986851462996332-0.02658601723216689j),(0.05776103300849907-0.01315459583649875j),(-0.02115418490929711-0.003895995290756438j),(0.06421912770502687-0.0369461546819347j),(0.020098416879221283-0.0015725242589663896j),(-0.002880674951786185-0.007114082275818335j),(0.07728905219009226-0.051919842939351674j),(0.007648809152034007+0.0121103168626084j),(0.017132940856041452-0.03240777824347881j),(0.06223142119587351-0.022564816287417896j),(0.013054078679221535+0.0017304964155091095j),(0.014914007604150101-0.03305160452790547j),(0.05219589284281663-0.007433326184720729j),(0.014025582448006337-0.01863433020717252j)
Y_N_c,1550,(0.00405468020881892+0.0030719482967487576j),(0.03371671077397008-0.02500738190441781j),(-0.14113907278780488+0.07923590789955716j),(0.1808722618518586-0.14919466657669225j),(-0.16382858532793967+0.08338372496052215j),(0.0755172821212824-0.09051084215825383j),(-0.0646565393924492-0.14739721974151168j),(0.07812350038260107+0.17138477649336345j),(-0.13029749289630407-0.22876326504617656j),(0.11696687513127794+0.12409565759031464j),(-0.05880630637674073-0.0170981562893272j),(-0.2099432436613594-0.052792692393721655j),(0.4894720727214669-0.06714159828279642j),(-0.8380655681877148+0.18913101465037063j),(0.9625840810541244-0.5049182316084762j),(-0.9041320159556554+0.6880000302439271j),(0.591813691713453-0.804848755950548j),(-0.2729926796432775+0.7239419103975508j),(0.006777899725079473-0.46783079077758016j),(0.04452043284314888+0.15021526110090705j),(-0.020257684090625526+0.05148825827653179j),(-0.09900397921214553-0.17838704050151616j),(0.1390749723337375+0.1433193106589287j),(-0.13564608274415296-0.0772351552666269j),(0.014125849532593604+0.014317816599735978j),(0.0608832212486241+0.017192776872189904j),(-0.14011348689869613-0.01627408496534226j),(0.07306547415724148-0.0337933643998531j),(-0.02208951412530994+0.03052829034622445j),(-0.07097620424896059-0.01821492190076948j),(0.03499473400488201-0.0370166449277802j),(-0.02103139773615911+0.0784322344887451j),(-0.04150996763520135-0.06725766812589931j),(0.01619495287677259+0.018148607451134068j),(-0.014854866221931155+0.02393044520820885j),(-0.037333813800839014-0.04966536568425943j),(0.031665572672143+0.04287124273266863j),(-0.04247859322683169-0.01066381107135526j),(-0.012705547132899404-0.0019845999225582087j),(0.021539603996349792+0.013312454531528871j),(-0.05867764953407417-0.004086177824187912j),(0.01268601056349689-0.00904651078288269j),(-0.0015971736498885886+0.014450295550093887j),(-0.05156634163385645-0.0006515070411150584j),(0.010497071648191088-0.01390144082609604j),(-0.009333922260115144+0.035019750302343534j),(-0.04038984718000341-0.030889362608185526j),(0.0052855767315910475+0.004961817115108361j),(-0.009719947522701094+0.02145578571856494j),(-0.030311779956013658-0.027602168212659966j),(0.010203887731117262+0.026043289684777687j)
Y_N_c,1650,(0.0015511296808580202-0.00043415159627565214j),(-0.052324292876794375+0.0322490558010547j),(0.141304514191154-0.030386441634932544j),(-0.1802142879785403+0.07646131445706712j),(0.20419002219880528-0.06331148887546002j),(-0.07694382619773689+0.16343530034870518j),(0.04864149088930951+0.0006231934031653338j),(-0.0004650838905404613-0.005570843771509251j),(0.055560953150745176+0.13841995215968775j),(-0.13679261805206458-0.13484729010231492j),(0.14960457112414513+0.13261510879558414j),(-0.037249232694516646-0.046524666588612436j),(-0.187000663269531+0.06712435742190433j),(0.549144246341701-0.028681695551140057j),(-0.7935975033737416+0.2548891121842463j),(0.8945800228714366-0.44663285555590143j),(-0.77692005978959+0.7268414684753677j),(0.49935532549138606-0.832109186233023j),(-0.21954540971056513+0.726364278165361j),(0.028888912352269924-0.4336845202678325j),(0.04649879598770615+0.16145718460902472j),(0.010711529375512242+0.10376328276353161j),(-0.09923458430315792-0.1730896729384955j),(0.13850060308332304+0.16483464183258822j),(-0.11901312634295633-0.06540036134804084j),(0.024527511308218307-0.013734953994550422j),(0.06023929646193464+0.06212539966179049j),(-0.09146043845291131+0.007982889417243247j),(0.07095524150321393-0.034713345520992714j),(-0.02767909898593783+0.0741031548953052j),(-0.017257157491470755-0.0013640779307212544j),(0.016516594525967963-0.060561224210194234j),(-0.012267351596383425+0.09481107787069691j),(-0.010720563402559205-0.053054349236837335j),(0.012756760458042134+0.011496822064371172j),(-0.004088985205687833+0.04668779271321397j),(-0.03055992138275047-0.05526260250570112j),(0.03322020518364458+0.04065875251971937j),(-0.033671026344771086-0.007208402797672301j),(-0.0031162604007679584-0.01686764817814527j),(0.02354944579784947+0.030172722523981194j),(-0.03526318957177448+0.001169351198092746j),(0.014909437426560807-0.016635722923557934j),(-0.004511713786803933+0.03210151458864269j),(-0.015822590011653467+0.0008981566482155886j),(0.004384658956534565-0.029696185645263547j),(-0.005692556087036067+0.05335832935870198j),(-0.011022023286368705-0.019204180997906266j),(0.0026152654288461065-0.0066644620922221166j),(-0.005404279632999744+0.03459461809883297j),(-0.020866334971560475-0.0335510561337668j)
Y_N_c,1750,(-0.000450141199092674-0.001387960341887408j),(0.04557131699664444-0.02326531561772229j),(-0.07820793375798037-0.01001798492234789j),(0.07865180346905154-0.0022935592886388747j),(-0.15800270049865364+0.023581313878094697j),(0.05525840098573159-0.15910197710159787j),(-0.07108780442999935+0.11485502983170622j),(-0.015184217495688568-0.13981083002569528j),(-0.020085387676658798-0.0010071285157662844j),(0.10253362105362612+0.09610807812218719j),(-0.1265985060247469-0.1836849113888015j),(0.1396378411392964+0.15620896071115611j),(-0.034987052136181494-0.10949458475446142j),(-0.22786035341012922-0.010795708307385313j),(0.4795346044312001-0.07497481855481157j),(-0.7074095272004645+0.21716136993719237j),(0.8120219967681536-0.5248189005843691j),(-0.6958319576096792+0.7588633000515153j),(0.4875196275875757-0.8209731171590691j),(-0.21909676555164262+0.672674727261646j),(0.018403115292137173-0.42137460759526j),(0.041340289406827546+0.10394912389684306j),(0.012992668241497161+0.09002135313197698j),(-0.07748388758175914-0.17768083031307605j),(0.1617247293621025+0.13041770357604268j),(-0.11219283649116096-0.035321374185507966j),(0.05238490237733496-0.0416207214694638j),(0.05340105450647924+0.01867798310199495j),(-0.09615300597104216+0.012008474916359979j),(0.12074538345337853-0.06439727069567652j),(-0.030870160819736994+0.03209083254720502j),(0.002075965791650906+0.019627488858219168j),(0.05241822896015079-0.0634677104948233j),(-0.013862719886502454+0.06416947666510012j),(0.0007936246217345906-0.04252724722832829j),(0.029302595415583155-0.0069819209637214654j),(0.011207870003074969+0.040526030431586466j),(-0.010351066449823042-0.047502497129034114j),(0.054879614531909586+0.029252328462648552j),(-0.022161957812633873+0.004701101168626254j),(0.019600579824214134-0.02717368894073324j),(0.032768980963813116+0.01225537043079313j),(-0.02718654179525752+0.007835892410679618j),(0.05720934550584385-0.02851025373102712j),(0.0027765561341163295+0.012809604046687715j),(0.0007396401689084061+0.014311373934623825j),(0.04274868748319592-0.036362818273652904j),(0.0020393259280574727+0.02673645656462188j),(0.0051280100708487614-0.00836860595237967j),(0.029154184091044012-0.013626751837301887j),(0.016425174092881436+0.02914159873946493j)
Y_N_c,1850,(-0.0014843916976484475-0.0007507640538393709j),(-0.01757634416311596+0.013073764622516828j),(-0.009334392920391933+0.013206150000591225j),(0.05656980697409877-0.01758217801304083j),(0.055367808843713985-0.009353611860439925j),(-0.004098869671456132+0.1042111617740985j),(0.09803680115081538-0.15695707290430194j),(-0.011022426956190129+0.19914993771679446j),(0.0327347879514868-0.10721324772295174j),(-0.055516459507088084-0.02472313798975484j),(0.057104313895454985+0.14671642560908565j),(-0.12605760552654696-0.1990764326492676j),(0.14834865389588506+0.1426678095883071j),(-0.025553863981726266-0.04595544744934971j),(-0.1395157161407286+0.015888863056154383j),(0.42029312809757235-0.0775975211975456j),(-0.6807053738922347+0.2867786366796804j),(0.7618832449714351-0.540817285697309j),(-0.6974693462492592+0.7271662326309454j),(0.4611586724767801-0.7762087272117602j),(-0.18263450350394242+0.6435916080879892j),(0.007332887138430014-0.3848758285666318j),(0.04570279072571377+0.1168829942514044j),(-0.004752717274784952+0.07583430180442104j),(-0.1236897100529053-0.1472966772810298j),(0.14832713966537775+0.10471438918236034j),(-0.13676556349271887-0.03830214842185571j),(0.025343761871632484-0.012919141705604664j),(0.07075690260389524+0.016787865976072822j),(-0.14949676890994884+0.008275252807085916j),(0.08105497736319874-0.03350555167009345j),(-0.03891083571474765+0.024056620795293734j),(-0.0455375773695577-0.0013386725484260727j),(0.032387846521369945-0.04022241439137969j),(-0.019827289988305026+0.053907220188629916j),(-0.021581894073982973-0.04122468662620621j),(0.004816492494542657+0.001141559197064992j),(-0.011419382601813723+0.026916231878207766j),(-0.04399610930902083-0.040870133725291746j),(0.03511184377533602+0.018849588814254824j),(-0.04702086262233275+0.00013010411695033204j),(-0.009258241147439755-0.014353750860319198j),(0.025698483638852635+0.007233278457710505j),(-0.07685552739658637+0.0012720898533409158j),(0.018366590397852024-0.014259245746678199j),(-0.011049165819473019+0.005638792730340158j),(-0.04656816385768929-0.0020468013225987437j),(0.010337961257972147-0.018571385334047598j),(-0.013245736427571268+0.01886167203804888j),(-0.026956590548230804-0.016546216012075423j),(-0.007479023645316432-0.008702345718450454j)
Y_N_c,1950,(0.0004149029684830368+0.0027750539826095384j),(-0.015484008107062719-0.010724873588486552j),(0.07509738664516313+0.017347372301818993j),(-0.14491679055860907-0.014578162050317367j),(0.047978955986558366+0.03391751483288248j),(-0.05944832291714315-0.036867776000745256j),(-0.09063540502206546+0.1301726708569924j),(0.03358230268707074-0.16031218455009746j),(-0.05930575442709763+0.14228443031100876j),(0.02245004952003679-0.047389248127719136j),(-0.003850665998789594-0.04965517131681915j),(0.0669740015911187+0.15126299958656333j),(-0.16732252262706043-0.13131613062608433j),(0.1563208602854856+0.13189275370006012j),(-0.1103982256389918-0.05377657843868354j),(-0.1370290671955211+0.044963369515761915j),(0.4299914298763319-0.10244637413601237j),(-0.6573103774587875+0.27273519240454447j),(0.753713911965752-0.5051763422480116j),(-0.6547532608390969+0.712577068476344j),(0.4008735343912343-0.7474404818664693j),(-0.16819753741972998+0.6365246142504843j),(-0.008731491242182476-0.39112375107180775j),(0.04682170355372463+0.13393650113836786j),(0.03785771677592323+0.06324443058162596j),(-0.10826963595180684-0.13537320463978625j),(0.148268985009592+0.1273769592521106j),(-0.10039125962245014-0.03446014767173268j),(0.0020833384116185506-0.018759343855963437j),(0.09307825176328943+0.04275340269385894j),(-0.0966509301933228+0.008858635178662033j),(0.07998043437674938-0.046367608774428054j),(-0.007909891296294574+0.0551228877092952j),(-0.02132736736082245-0.00466463129280534j),(0.03069045363299532-0.03832012928567614j),(-0.009358858550457174+0.06531548985567968j),(-0.0009260732579019354-0.048186740964727255j),(0.01849595478879956+0.011257982107701266j),(0.015732962566842132+0.02581960185393605j),(-0.02534107373699703-0.03621757829128256j),(0.04592669047007336+0.031213684027070625j),(-0.016969183706358085-0.0010138588434787576j),(-0.006885417645689045-0.015626159974386593j),(0.05502737087306529+0.023629883141667744j),(-0.030300534076958447+0.0026105447288814346j),(0.025721002123739806-0.019375663578270995j),(0.016980421991913647+0.03255287308472794j),(-0.011978255048978141-0.0009835295802059951j),(0.019136800324414942-0.019841564287320708j),(0.004476419055798328+0.03367160051594135j),(0.005727723353678115-0.01871490132011746j)
Y_N_c,2050,(0.0010994653815046165-0.0009665165080909745j),(0.03677787424007767+0.014464634482674403j),(-0.09231760136581457-0.05337089766204809j),(0.14584415871596662+0.05277015960463421j),(-0.10564034063261535-0.07521137087676796j),(0.10625478401183583-0.01531671495382608j),(0.03595742973939332-0.07282993764540943j),(-0.019183555004995568+0.06234860496281674j),(0.059450017188544674-0.10996978409803718j),(-0.008764307848301293+0.09076497160443314j),(-0.0049373097991861885-0.05197894995802366j),(-0.026052222977633075-0.04587661634792078j),(0.13053647441621838+0.07114896801479223j),(-0.16999843618309085-0.17824333172807866j),(0.21235057086078185+0.11584691832578686j),(-0.06148265397350082-0.08099631048633381j),(-0.15115823979958415+0.01800740385634595j),(0.4165080490934154-0.06444105690671638j),(-0.6367413894460585+0.25617557399744806j),(0.7097561599068518-0.5261175725444547j),(-0.5906027386628733+0.6956576436375503j),(0.3880790501671367-0.7638801544869461j),(-0.14085827533956777+0.6324516636148247j),(-0.0006881687294181538-0.39418775752288504j),(0.028937854379617132+0.1294783052699051j),(0.018441236724679667+0.06919741716305357j),(-0.08496481023483596-0.15716671295563j),(0.12630940913259192+0.09568027131101439j),(-0.08502534627003719-0.023498432512303415j),(0.018018847085919755-0.0411566311225775j),(0.05848397753228185+0.01516094866194248j),(-0.09725564568830775+0.037956418583651445j),(0.0729169237824341-0.06508020587933876j),(-0.02100271884996137+0.04057012370183546j),(-0.019805134890349293+0.0034623124773281674j),(0.03524288250307824-0.050517292547225326j),(-0.019712489714027566+0.071750654387194j),(-0.006577831597836653-0.047077756407804976j),(0.0063167919873711904+0.01226363586712809j),(0.00038691288487178316+0.030100436362763137j),(-0.021014849248497284-0.04477091342253831j),(0.027700224171590973+0.024004173273938324j),(-0.01882397580501412+0.007299261149112701j),(-0.007972295489240833-0.024428522242778437j),(0.022437088362882066+0.010692877614790527j),(-0.03595452033209698+0.019421138513591216j),(0.023846239655258596-0.035284743369275236j),(-0.0017539222085042674+0.01786044673619209j),(-0.017789882019039353+0.010605759606439877j),(0.018985578584658575-0.02737959028866195j),(-0.013267697317391547+0.037079214482149486j)
Y_N_c,2150,(0.0006912254067435078-0.0026453633719320394j),(-0.03878003766553336-0.015822443297650837j),(0.06547668545704723+0.0640082447088797j),(-0.07794383058911088-0.050730689129021664j),(0.10480901539114892+0.0963141022777009j),(-0.11374898998125794+0.04416766218541286j),(0.04409615642911977+0.026316391813815843j),(-0.030705754321240383+0.034485754119511276j),(-0.0188738096330648+0.049838037564389176j),(0.004362063944502008-0.09266699024674124j),(-0.019337223056050394+0.10958796664807831j),(0.026786641385906657-0.05687481621313578j),(-0.07777059725099383+0.01386042684817384j),(0.11643084986261859+0.15033572519742705j),(-0.18427243750147762-0.13150154758411325j),(0.14655252344193162+0.12364241806083792j),(-0.06557868836367041-0.023089966205010977j),(-0.13633091636497796-0.021226786243518647j),(0.39737564018587224-0.07690886644868386j),(-0.6039065237104568+0.30173902870677977j),(0.6646148686466234-0.5191219984578509j),(-0.5754259475062776+0.7248210713917062j),(0.3532705847254006-0.7478648284313805j),(-0.1396524845769005+0.6179811623465785j),(-0.014744110714093706-0.38136599949156885j),(0.05484544848236076+0.11008850951567535j),(-0.009322353591868844+0.07844950348096737j),(-0.08679030387510157-0.11771271972923095j),(0.12808699506680626+0.09041729180678622j),(-0.12004622318470898-0.022188104445029527j),(0.01939481484265883-0.008469403916153723j),(0.06772501017559583-0.013737618443817332j),(-0.10265834869280997+0.03192522920659941j),(0.06983280398506067-0.043980208312811485j),(-0.01457611138301673+0.03010796004999193j),(-0.030303189760024645+0.009034001374551409j),(0.03571614018593214-0.05662958417285861j),(-0.01533252515988797+0.060701487967711416j),(-0.007537112592961843-0.05169718338744031j),(0.019777560951574603+0.0013711088808183239j),(-0.009192970576278098+0.029614724868636692j),(-0.017947518165670938-0.0362768017986826j),(0.03409339635812447+0.014653677430621573j),(-0.03502127258918919-0.0016688671443687228j),(0.0009554870454692027-0.011924213790547847j),(0.03129663902323441-0.008538623168714614j),(-0.047580897345528506+0.012203841088491773j),(0.02182049830227266-0.019797389204938336j),(0.006062405836507353+0.0029200593029064764j),(-0.02511761932352648+0.004782187068150435j),(0.020953355488863894-0.0355854550077242j)
Y_N_c,2250,(-0.004756622412792633+0.0035129626538548584j),(0.025741537821808637+0.00801065565900117j),(-0.021937410859145665-0.03708489968437396j),(-0.0036416223563938573-0.0008822038884730212j),(-0.0666829256886046-0.07343078920737718j),(0.07906953897522281-0.05589515533264364j),(-0.10915576663532647-0.008824393261243332j),(0.08411870743701606-0.08525507984813141j),(-0.04306087456494113-0.0028318061224761287j),(0.0037330650252940254+0.06093201254720197j),(0.04369945545143183-0.10627874399417686j),(-0.050905306460890754+0.10971689805308095j),(0.03344262325116268-0.08782659628895378j),(-0.055366863816846155-0.06050001814393828j),(0.09454481831573146+0.07502280449723632j),(-0.14094605960593748-0.12477419644999671j),(0.16982818049168708+0.06721502300096886j),(-0.07819615606809964-0.005252942986179619j),(-0.13278885808469124+0.010655068368508658j),(0.37931099571602306-0.1265299904214725j),(-0.5889620567573943+0.29438566026625446j),(0.6403299828394963-0.552066137191612j),(-0.5377977810722823+0.6987747102274824j),(0.3295190392528252-0.7269654078380967j),(-0.0999926575505791+0.6053931597572195j),(-0.04472924805541158-0.35753778379965545j),(0.06784488206579287+0.10919291998479363j),(0.008205948040721979+0.05295030684834346j),(-0.10303349133839884-0.12860235044077814j),(0.15485198097947417+0.10742865370647744j),(-0.09554873741276211-0.03727660954701837j),(0.005908490416155126+0.0032993609599085445j),(0.07002187838461588+0.011620102796999023j),(-0.08931444971364276+0.016204694022537772j),(0.05605285567572208-0.041631260778490206j),(-0.009013724535279611+0.029650363853925766j),(-0.024629191270783342+0.013173844229321824j),(0.02903982566513862-0.04409205241260779j),(-0.0074486435886798735+0.0676396864443859j),(-0.018835378694634513-0.04044513247339061j),(0.024257333827153907+0.007057220136250196j),(-0.0014165725609927154+0.025252220784802354j),(-0.028305758913651766-0.03406011498770046j),(0.05047413268153685+0.03694995775720679j),(-0.024070720929273773-0.0030264151562071195j),(-0.009337038967837023-0.0017215303690887866j),(0.03895970900132854+0.01632778471469868j),(-0.0324772053151817+0.006407857517488654j),(0.012544770801950557-0.011366627097800197j),(0.009384286309177169+0.01642645105680226j),(-0.016754653088526965+0.016946611485095305j)
Y_N_c,2350,(0.006502866198936937-0.000843036420944865j),(-0.008470836498829607+0.00811882050346934j),(-0.008735613852658976-0.013968987126275676j),(0.049805866496123376+0.06961101846889584j),(0.026419315975082694+0.012197649833522953j),(-0.019441605542349243+0.05948388560859047j),(0.12798246956661807+0.009927069054410681j),(-0.10333818964159273+0.08133602015911533j),(0.09064675077749632-0.013893808966757761j),(-0.020396137936136528-0.01662909375579031j),(-0.04046846833445697+0.05982375286028285j),(0.06307660931129805-0.10275351406336544j),(-0.00299652133368266+0.1226148814220242j),(0.024421169068216717-0.04582508017897775j),(-0.014529158754425432+0.025226830958505184j),(0.0939023906616099+0.07316522540834025j),(-0.1657560420327127-0.09405165639154989j),(0.16790879558296107+0.07722847818133813j),(-0.06510827011997333-0.0365177970683563j),(-0.12403572876237164+0.04422136457159631j),(0.38946346297111845-0.11166470049753864j),(-0.5534404808923024+0.32491747865589315j),(0.6046145551379298-0.5224076756033704j),(-0.49341835448275684+0.6867702493382727j),(0.2780588030648824-0.7185821978598965j),(-0.07297696052493699+0.5838221675649207j),(-0.03779529924344846-0.35217898253070357j),(0.05289097454221279+0.10920697764243122j),(0.02687540263852524+0.08057322064620644j),(-0.10591054793766785-0.14649816169054614j),(0.1260553478505554+0.09614372116924132j),(-0.08989524768694723-0.026793291380089387j),(0.012696577815067316-0.024887143809066155j),(0.057846422602456704+0.016090311360784162j),(-0.07668049297234947+0.025609418756711178j),(0.05948922336827915-0.040328408565342505j),(-0.017236915781953344+0.029359844793830525j),(-0.01870452425263005+0.006918935452113348j),(0.01916775293247723-0.04947932692736821j),(-0.0018925523018340946+0.06092402331049482j),(-0.015091204669822824-0.04390313982906337j),(0.01294868614892701+0.005531242568412005j),(0.006637961615294694+0.03315238283982613j),(-0.03475277766084766-0.055526098368144386j),(0.031510714217960485+0.024256908524574208j),(-0.0198693388573797+0.0004504144839684882j),(-0.005213640791714342-0.027429691168156793j),(0.023736748656484168+0.010255450862755928j),(-0.027830136646654364+0.008968935793077157j),(0.016548778106999257-0.02157052836296681j),(-0.003021314493753052+0.004763103022797088j)
