Parameter,Frequency,50,150,250,350,450,550,650,750,850,950,1050,1150,1250,1350,1450,1550,1650,1750,1850,1950,2050,2150,2250,2350,2450,2550,2650,2750,2850,2950,3050,3150,3250,3350,3450,3550,3650,3750,3850,3950,4050,4150,4250,4350,4450,4550,4650,4750,4850,4950,5050
Y_N_c,1050,(-0.000374279582176246+0.0010034843001382198j),(-0.003300825385000188-0.0034673953918211327j),(-0.004808695492327785-0.011661058108564383j),(-0.004496769218177843+0.0077397705727910195j),(-0.008706506487227969-0.02857546345468889j),(0.003047614231333655+0.01933829313615697j),(-0.021503880777438675-0.03936962000382008j),(0.028114198905048425+0.022628021359163815j),(-0.04309410271845161-0.03379680508289537j),(0.050181921686204334+0.011169391088433471j),(-0.06604718371225858-0.016716889185023724j),(0.05554361532123461-0.006640373518472123j),(-0.0616829244472171+0.0042414248237705975j),(0.04217732603839642-0.018388346584238862j),(-0.03519216966632635+0.006306731326292404j),(0.012156510754016898-0.01769981439294014j),(-0.008030602421321635-0.002909249108388648j),(-0.005752974211105545-0.007190422003950608j),(0.0062230616987492705-0.01308512882319956j),(-0.008839677416585826+0.0020040711139364216j),(1.99479380592121e-05-0.017470415875889968j),(-0.004643490080676395+0.004251007677401356j),(-0.004881847971229662-0.013475428471927347j),(-0.0009951449523342658-0.0023522216203156056j),(-0.0041867326396892125-0.007413933473572082j),(-0.0068720737557275485-0.009714700040017569j),(9.613996106152363e-05-0.0038762776305415947j),(-0.008816434452250086-0.010659870147849968j),(0.004088228827754397-0.0038613071043032566j),(-0.006704660439063757-0.008758191497734099j),(-0.0035614002349154796-0.005305514913474376j),(-0.0019898462929576824-0.007160355985993238j),(-0.0078009260107907465-0.00596471585583927j),(0.0030047000675059742-0.007228792783661686j),(-0.007682861346778755-0.0059026054313341325j),(-0.0013970535385184834-0.008165919903588377j),(-0.00447515955606655-0.006077252093116003j),(-0.004721119867084571-0.006794092443947785j),(-0.0003420050103655763-0.007275864794687601j),(-0.005557830679351568-0.005004504294179441j),(-0.002722676890886845-0.008833195283576064j),(-0.003863077500599914-0.004771733279547065j),(-0.00452924371777551-0.008227875010452662j),(-0.001295584366796588-0.0059178560723113765j),(-0.004592388639718913-0.006716433040716389j),(-0.0033423661781726943-0.007706492540581601j),(-0.0031776331837803373-0.005334733574508159j),(-0.00499801203912641-0.007812719936372964j),(-0.0014258798568945491-0.005598404852483042j),(-0.004976862503514109-0.007111337127154299j),(-0.002998311721808793-0.006976065676628868j)
Y_N_c,1150,(0.0010518033723961357-0.0006862822210383695j),(0.0006118039214541343+0.007579806910936745j),(0.001815164126084236+0.010986110063298957j),(0.0054421919987087345+0.0039856418528603586j),(-0.00011419675321926604+0.023385616528306778j),(0.0032531097317580536-0.0025352125294928743j),(0.008650052977495278+0.034330460829583104j),(-0.01902985732802613-0.012222085389922057j),(0.03217373460294879+0.03604749959162184j),(-0.04653282686054572-0.010541178808272595j),(0.0605915274332372+0.028944910353457004j),(-0.061937016672266615+0.0007460217598588247j),(0.06641275435867759+0.008576979874800387j),(-0.054190534815464486+0.015206521066635064j),(0.04490074511332973-0.0008746096611140317j),(-0.02569231837523466+0.024591432876301535j),(0.01560785831370729+0.001666159201131983j),(-0.0027693089533901193+0.018264175456301053j),(-0.004257858138951213+0.010116729597751013j),(0.005736742574170584+0.006065347822154093j),(-0.003407052790838026+0.02138776210395899j),(0.003815600382787517-0.0022674633209100042j),(0.0012719561643411235+0.02167125638229638j),(-9.386558820228971e-05+0.0005686351902610713j),(0.0022743939855316897+0.015294606257614684j),(0.0036934482528495453+0.012139838657226815j),(-0.001111471728480033+0.00846285742758203j),(0.0060779800804586824+0.016266621148229493j),(-0.005784267807246492+0.0047636679925712015j),(0.005349209101577265+0.01484641180373865j),(-0.0005705190524414433+0.008805328090359547j),(0.0014475503087267366+0.011554310897384814j),(0.004140732309778241+0.011040650712325085j),(-0.003937420946401838+0.009095185800524461j),(0.0055471286240151504+0.010983723556410233j),(-0.00166842281506453+0.012161553199541984j),(0.003524943747145535+0.009829331085792046j),(0.0013084528766491212+0.012196487772190664j),(-0.0005221337767398965+0.009249451881516864j),(0.0028500723794380577+0.010285890220822179j),(0.0003213118560918913+0.012553524494785563j),(0.002128771070114196+0.008753363879547497j),(0.0018067089502477175+0.013304893350329663j),(-0.00018475346629608482+0.008332666828143813j),(0.00225265302047479+0.01194655936804262j),(0.0008725244181749495+0.011243753832421979j),(0.0013195095876740622+0.009627205181380017j),(0.0024303040592818653+0.012459235934131885j),(-0.00038487805647877517+0.008612836678888154j),(0.0028333191745257566+0.01196138258104756j),(0.0004074775500208542+0.010633527249057799j)
Y_N_c,1250,(-0.001143242025904486+0.00011018609568372566j),(0.002353818837365622-0.008691129534106775j),(0.0006100604138985616-0.007763089042084267j),(-0.002863445143717153-0.012525014440974182j),(0.005870588626110308-0.013857693389157476j),(-0.0038335693934041693-0.011612563251175823j),(0.0009196473751866352-0.023392751443286265j),(0.012166822662844818+0.0023415530324209658j),(-0.020672754807057145-0.032289985095112175j),(0.03987314890200064+0.010833527861524445j),(-0.049224056557546-0.03684484890741906j),(0.060681377964406626+0.006407731327759136j),(-0.06478780126714406-0.020903202280669324j),(0.06163420796141195-0.006738439658324654j),(-0.051929101770236796-0.004640459945987184j),(0.04051365859110968-0.024772302614812433j),(-0.025414937037479293+0.0006488229512462878j),(0.015551408249257615-0.024854287283361334j),(-0.0018643990340527447-0.0039042895948508665j),(0.0007466150463395719-0.012444752517116886j),(0.005819575681248832-0.019396649020256583j),(-0.002226949124162699+0.0007298947760835194j),(0.0037346603855599875-0.024578518487816132j),(7.572320155629919e-05+0.0028128775978317295j),(0.0011596831036520157-0.01978528359166704j),(6.328882058290013e-06-0.010082514780176882j),(0.0022471175174447484-0.011067428480890103j),(-0.0016975423627305754-0.01709164964095448j),(0.006030788360623758-0.003992694624271064j),(-0.002504414148902396-0.01714015985566825j),(0.00501510188489491-0.008820740448633844j),(-0.0005903747897158759-0.013183308777348404j),(0.0010368470015548192-0.012213075881765768j),(0.003699815185764627-0.008637887990531157j),(-0.001834013750336073-0.012626259261768734j),(0.00467290440893455-0.012505070936637101j),(-0.0018714309265771816-0.01077689899660074j),(0.0030476258475557686-0.013814425898778095j),(0.0008644065671900049-0.008647052914336109j),(0.0010650279894073604-0.012330346218964122j),(0.0021974530427680793-0.012593599542635676j),(0.00029106974390113484-0.010026888211780658j),(0.0017024158067567357-0.014514950665800226j),(0.001486493670444568-0.008165229906903985j),(0.0010250497582954274-0.013742609062519503j),(0.001871915830477929-0.011272530532085146j),(0.0010961429126649588-0.01110574896973397j),(0.0009548521528576362-0.013348119356162114j),(0.002145306095703773-0.008993362684460963j),(0.00022731999283921896-0.01333159139178813j),(0.0024535735149491915-0.010944831896201091j)
Y_N_c,1350,(0.0007896255419509572+0.0002918048276192264j),(-0.004415501937438444+0.0074395400486481425j),(-0.0015765792524631674+0.0032572357745697072j),(-0.001512202484060689+0.016639671691127005j),(-0.007257517224457222+0.0028289345141938056j),(0.0003918770112735139+0.020435838813054337j),(-0.005320313491667832+0.009788677478209119j),(-0.0074510773355811665+0.005672137068351245j),(0.010983183213184023+0.023939878329117023j),(-0.030438720110688086-0.010789381496497635j),(0.03418106290246224+0.037802877633071205j),(-0.05383010111840804-0.014802099699615138j),(0.05511013179051544+0.027534551307550434j),(-0.06372853831711449-0.005282418519846281j),(0.05583233682436627+0.009912475469036942j),(-0.05328046210424757+0.01842303658968489j),(0.036861038473562785-0.0022721461296202183j),(-0.030141308774543355+0.02578498040324209j),(0.012541734970813805-0.0030533175037959987j),(-0.009719704327899772+0.01649142808367902j),(-0.004844830743928313+0.012399966812496149j),(-9.283838932303359e-05+0.0011412575244878808j),(-0.007744415241222751+0.021847393821908576j),(0.0012577410496418305-0.005979348375315325j),(-0.004690440508218916+0.020507491744197484j),(-0.002415483946733088+0.004485538183725487j),(-0.0028955134934517683+0.01215316209742125j),(-0.00236027119222652+0.013211692330565732j),(-0.004439283463261387+0.002980960237301547j),(-0.0004706357307890808+0.015560093031788843j),(-0.007991292971746992+0.006151239203176834j),(0.00013604946460840477+0.012465756525693152j),(-0.005795788790955606+0.009706153364665366j),(-0.0018624824873942477+0.007041593597541776j),(-0.002020329081327012+0.010931852154452602j),(-0.006094594158282698+0.009978463272619618j),(0.00035794633300225776+0.009363824271655191j),(-0.006541692079682786+0.011940963464626397j),(-0.0001277903997887+0.006485378905128632j),(-0.00467553768127765+0.011296210057702531j),(-0.0034585742825866614+0.009704692450557648j),(-0.0023805887337613745+0.009026835059697763j),(-0.004368670097001004+0.012229245400251058j),(-0.001858637474415423+0.006312873629109715j),(-0.0037965614882936516+0.01234411414613771j),(-0.003551070935684281+0.008532452079889586j),(-0.002982151349529307+0.010178553769634516j),(-0.0036167870813335816+0.01090902103550949j),(-0.002955382876395321+0.007509303899752751j),(-0.002816529085118814+0.011533249600827198j),(-0.004249901515088354+0.008615470646660472j)
Y_N_c,1450,(-0.00032411149662312384-0.0003597247029076921j),(0.004943919388659544-0.0048553293076925436j),(0.0009277313224547471+0.0011309776524698206j),(0.0057009101016278155-0.01619604510603628j),(0.004511245602031231+0.006791227758098799j),(0.004467780526737767-0.022768424189760023j),(0.004451911696750099+0.0029885538441368964j),(0.004417079732082966-0.010913262718734142j),(-0.0045779734833461564-0.01319460865182657j),(0.019342834972315842+0.009356995720559114j),(-0.019037919330574242-0.0318630084285159j),(0.04154460701267089+0.020607467935676877j),(-0.04265345118047501-0.03004087513939839j),(0.05705665554730298+0.014809538912110298j),(-0.057421360109160505-0.015483826718453914j),(0.06112560207929077-0.007222082612375681j),(-0.04833772781861175+0.0017827006894517074j),(0.04376542447954153-0.021030818024002796j),(-0.026668784858177485+0.008218416823140264j),(0.02011072727579109-0.017823655707245215j),(-0.001060533692256083-0.0025512575601335627j),(0.0035798659536446496-0.003816493157283627j),(0.008548127503409473-0.014361369406003787j),(-0.003127141772021295+0.007273463075785049j),(0.006967539108194859-0.01767612861186084j),(0.0024494802505601997+0.0027208756561055312j),(0.002887175513842375-0.012193570295193695j),(0.00443398058341516-0.005834682067301157j),(0.0015248126739949206-0.0029507082385137958j),(0.002409394493185268-0.010744763002678638j),(0.008407537911659995-0.002320337704802105j),(-0.00037696079846358385-0.010049421181801736j),(0.008538144461473697-0.004685807000770531j),(-0.0011876024625070585-0.0054310527061660315j),(0.004794932238878797-0.006698280743402081j),(0.005135563312889132-0.005992894045267098j),(0.0005401366782822356-0.00635505584001985j),(0.007818062485885548-0.007692791689653138j),(-0.0015602618142727656-0.003870383652383881j),(0.006773430348675424-0.00798867591349581j),(0.002756043645522026-0.005246085730372201j),(0.003503335556966832-0.006537042067334088j),(0.0050467035163412576-0.007594582906164958j),(0.001161885793346057-0.00384665588242928j),(0.004993958799614702-0.008634932754056851j),(0.0034452311356269914-0.004337780376522919j),(0.003666307457113224-0.007636481540338367j),(0.00449190356761218-0.006302741323098472j),(0.002497644108919314-0.005168483949638151j),(0.003939554275885342-0.007515616494029834j),(0.004249082055970585-0.004888491983602496j)
Y_N_c,1550,(1.4231174077301737e-05+0.00020414701687032272j),(-0.003913756428226169+0.002029398691152528j),(0.0008496088539727142-0.004275312356056593j),(-0.008024940914080667+0.012147323113915143j),(0.0008464304516910383-0.012828332135321856j),(-0.008102504018725148+0.01919288484375071j),(0.00021169427396852073-0.012133889342457972j),(-0.002393276932524369+0.013064801804460657j),(0.0018220148194728128+0.0024502310685845957j),(-0.008254600291611925-0.006082042212045742j),(0.006957061079286936+0.020746223834327844j),(-0.026274242312838182-0.021913078082959357j),(0.029149230379605998+0.027267866095603152j),(-0.04619527571206918-0.022101836773952964j),(0.05318795381428665+0.017918141565879814j),(-0.06354046663351469-0.0070116096000316305j),(0.057664588970235756+0.0013914058587998733j),(-0.053901695450185784+0.011736493296425555j),(0.04192870615394882-0.00976095622441418j),(-0.030737128556476846+0.016337164439280787j),(0.012082714869390028-0.007296009499447209j),(-0.008837735023899949+0.007186861507543671j),(-0.004669180227703622+0.0040519125072362204j),(0.004059520171117824-0.005752239736279062j),(-0.006911935625301229+0.012022510227359345j),(-0.00012234142866983594-0.009156778911063233j),(-0.002332683318536659+0.011442310395886902j),(-0.003639362272201455-0.00298081887748277j),(0.0016056839236239155+0.004447206272933317j),(-0.0025724691958379405+0.003896972777942322j),(-0.006145005368360943-0.000913827033625644j),(0.0012460195473738495+0.006587590022204774j),(-0.008419460509780468-0.0010556070770185878j),(0.0045034753877752545+0.004463515579419718j),(-0.005732592527172455+0.0012171300614363463j),(-0.0019094459189539312+0.0021219414479851442j),(-0.0007111527012130717+0.0026074671960513796j),(-0.006312197280851051+0.002673662147616811j),(0.0035596632637078345+0.0016280932638494967j),(-0.006701341526063495+0.003626643883315783j),(-0.0002071121404196436+0.0007482764959841464j),(-0.0034447620624644924+0.003449278729402429j),(-0.0033582929885482295+0.0021866649597730454j),(0.00022925563216105564+0.0016600824510456134j),(-0.004146672072614056+0.003880633013178587j),(-0.0015958462409934602+0.00016051536673794033j),(-0.002957655803194184+0.004403295637309856j),(-0.0032437823465278352+0.0010729050647077013j),(-0.0009973550759922773+0.002882204757232666j),(-0.0031990861817470036+0.0025868623092612604j),(-0.002454508746384467+0.0011450096489203905j)
Y_N_c,1650,(7.860571456844601e-05-3.6928050105362834e-05j),(0.001791227563824461+0.00017709724523175298j),(-0.002895479340629073+0.005600666759557927j),(0.007578462056460878-0.006209990697914474j),(-0.006615347082392501+0.014366126521986444j),(0.008674169852753568-0.011749465588966692j),(-0.00625567890224098+0.016193193136713187j),(0.0007274938568966762-0.012409448644744874j),(-0.002075815741866293+0.006263142166864025j),(-0.0010855612427900572+0.0012762141803326623j),(0.00010903866895497953-0.007354292744540055j),(0.01110437666270073+0.01825174712841922j),(-0.01710772361963201-0.020245519513455434j),(0.03250476656582303+0.0245888668159468j),(-0.04686988586749681-0.01957077625038104j),(0.056725348765649095+0.01822991253085164j),(-0.06400426734958288-0.007702848752903509j),(0.058805418209408794+3.682399957836979e-05j),(-0.055422015258659765+0.007058696420766097j),(0.040385246142731646-0.012227978967244129j),(-0.02690729441428+0.014342957471916393j),(0.016242453738740944-0.010528196151272465j),(-0.00423840421922131+0.006544105431253605j),(-0.0024230689204057638+0.0015050478173065272j),(0.003863970653438399-0.004660742817275504j),(-0.003408015503459964+0.01268529130864007j),(0.0013750225409337622-0.009864120355512982j),(0.00015258717642253894+0.010837835678921257j),(-0.0037615989538138514-0.007139609625597684j),(0.0007925795843046609+0.003462985370233268j),(0.00204212595656015+0.002128973617643281j),(-0.002475743463939666-0.0026099738374852238j),(0.005560355207871586+0.005597028487912122j),(-0.0070061068906860785-0.00414606859990483j),(0.004676446938514388+0.004026545822951388j),(-0.0026472350903969724+0.00039416069211719955j),(0.00030750374318308635+0.0011069027728152598j),(0.0023756617855492162+0.0014923857904209949j),(-0.005046332505146013-9.976760762064104e-05j),(0.004462892065446584+0.00047334028847079244j),(-0.003345888528553829+0.0025431327535946277j),(0.002347002777790495-0.0005561958550872354j),(-0.0002403012988525376+0.0024384301811401885j),(-0.001677226534730501-0.00024153125513743789j),(0.001448652652065239+0.0006039096482270134j),(-0.0012870392974004313+0.0027993572896076917j),(0.0010906492654965197-0.0013092950086519605j),(0.0003045444730306548+0.0032872025293718384j),(-0.0009729997142384442-0.0012238628512801228j),(0.0008393044747478617+0.0019276774910047389j),(-0.0004831095631486209+0.001500404878108351j)
Y_N_c,1750,(-6.195513872752125e-05-1.1707422783968972e-05j),(0.0006907834217859064-0.0013114574071742527j),(0.00432511685973254-0.005161711015159843j),(-0.004449551873428149+0.0003346709091163828j),(0.010667190993014138-0.01185821971319602j),(-0.005687015855513528+0.0032183934407652034j),(0.011158527737433088-0.015279446016104068j),(0.0010176501470462232+0.009700750760870179j),(0.004034020669063971-0.011691516724158671j),(0.007359202802321174+0.004082771762816645j),(-0.0018383812561858343-0.0050613437335095155j),(0.001116298213206664-0.010649512605577836j),(0.008264022412291284+0.010882706237103766j),(-0.01877873050918224-0.02206176707760154j),(0.038062596685882084+0.019045716979504086j),(-0.04568336009469648-0.02651307735984587j),(0.062161815214437074+0.012933998182960985j),(-0.05917900414685763-0.012704672651228953j),(0.06444515434911935-0.0008216615601151916j),(-0.047915423152646366+0.0060106508755017j),(0.04298387279880798-0.016601153651876484j),(-0.02560065283862501+0.012715808577901196j),(0.017254355511155953-0.014884040971923402j),(-0.0029670311462005098+0.004362461268938353j),(0.00232634135701158-0.0030842063475855675j),(0.006161065035511739-0.012060718151125392j),(3.308479453194464e-05+0.007241345941623701j),(0.004792770757674493-0.015619946871662266j),(0.004192278309664371+0.009949107533463404j),(0.0024948826212008446-0.009792663908867422j),(0.002427301513105748-0.0007151063054148755j),(0.0037693013325515814-0.0014906355597413931j),(-0.0009819296634824052-0.007437526501934472j),(0.007924062299784141+0.003925886043344981j),(-0.0020654793201544002-0.007689903353744901j),(0.00711634790244226-0.0010214480951790364j),(0.0003922886964285643-0.004194966400749577j),(0.0028577730327693602-0.0036292715347785655j),(0.005370924844955684-0.0008487869269244131j),(-0.0006737393453066998-0.0032226005945324198j),(0.0066557031914208815-0.004006228196487252j),(-0.0005799370542078757-0.0015811986919263552j),(0.004629791201880031-0.005170280922830453j),(0.002583285631566677-0.0003745991648281469j),(0.002340515186909608-0.0037759265534869323j),(0.004118320874569599-0.003930511734223846j),(0.001415115253643658-0.0010638776994702282j),(0.0033052339653088765-0.005733104636126478j),(0.002762210262863221+0.0003409852516947422j),(0.0023755696250170487-0.00500547475945717j),(0.003541837313408756-0.002492158948306839j)
Y_N_c,1850,(6.954790583902211e-05-3.780429505296802e-05j),(-0.0027930993280282685+0.0013651185416473995j),(-0.004539377605859189+0.0035232298725123325j),(-0.0003699271883073772+0.0038627037081634744j),(-0.011603413597871395+0.006831087848209226j),(4.979762702439928e-05+0.003774771262268484j),(-0.013066690097810281+0.010823864233120551j),(-0.002956994935237086-0.005935755587951511j),(-0.006186350956393322+0.013527967354671332j),(-0.010020881099827718-0.008676830866210874j),(-0.0005380388645143232+0.01380704084068543j),(-0.008522007347814504+0.0012340684650149147j),(-0.003265288786320321-0.0014254231232478814j),(0.007440182179478862+0.015600225138313653j),(-0.027877673967710764-0.016204336507841602j),(0.03172609646184667+0.029201815219215502j),(-0.05572028905134423-0.018042734229683947j),(0.051632370607851516+0.021126564073937287j),(-0.06857023173921138-0.008075983418305677j),(0.0523957016104597+0.0014920987505972136j),(-0.057145991754139924+0.013435237198629308j),(0.03599399572693572-0.012618109138465183j),(-0.03236718348856206+0.01902792396019297j),(0.012362216879478841-0.010068769660903299j),(-0.011272490345078863+0.009869963041973719j),(-0.0059476346705888165+0.0073311677298137775j),(-0.0022272824019220214-0.0034013715788810783j),(-0.009213849804580036+0.01605282645279575j),(-0.002943806803792563-0.011455039197007829j),(-0.006341262361286189+0.013819731262107487j),(-0.005691659850365382-0.0029005733318924858j),(-0.004910651439603714+0.005385089668300019j),(-0.003729301170549139+0.005939914913898675j),(-0.007088374381230038-0.003005134312025202j),(-0.0012103387210093469+0.008872162776241194j),(-0.010087940219043896+6.336113742729313e-05j),(-0.0011037882251481255+0.00626024242318646j),(-0.007833227899524463+0.0033421135286979095j),(-0.004319102672233654+0.0016316378305305359j),(-0.003632854784624191+0.004018910380685484j),(-0.008511861139201167+0.003762200271260465j),(-0.001400998090788994+0.002681989940475628j),(-0.008392259129342794+0.005625518223694912j),(-0.0026309318757453525+0.00048781017207193773j),(-0.006132587888718851+0.005097789766140109j),(-0.005837294728905319+0.003322489850837003j),(-0.003929050227741037+0.0024475560186298663j),(-0.006326350787244734+0.005920720709725623j),(-0.0038851424085031955-2.5065437370450083e-05j),(-0.005412697524335572+0.006147375662344901j),(-0.0057011920391636505+0.0019317107674499637j)
Y_N_c,1950,(-0.00014168523667336446+7.906228440147697e-05j),(0.003989231095904292-0.0006784367646639759j),(0.003404776250241645-0.001502109294866371j),(0.005352468192383835-0.005532051347524808j),(0.009130717565562326-0.0013024404968303997j),(0.006338230474519942-0.007531301595417655j),(0.01128802193105462-0.004980036953184834j),(0.0048903764445260645+0.0020962823813535777j),(0.007267618521501616-0.012328501409291322j),(0.009405958123494736+0.011284888545630877j),(0.0047711843496694014-0.01744929751835425j),(0.010643552958457618+0.007454831455377713j),(0.0016767839358395522-0.0061393910498155225j),(1.1107976191193202e-05-0.007146000981150855j),(0.017625655926123435+0.011316478996449567j),(-0.01782754849357015-0.026064334438713543j),(0.04446070754414183+0.02036806945011467j),(-0.04171239444944324-0.026349366451390764j),(0.06322090031321985+0.014649029925077894j),(-0.05466615881595323-0.010094350652499227j),(0.06642514156285702-0.0057311337244763325j),(-0.0458800794220686+0.00953452216724917j),(0.04692602946808821-0.018098870966917337j),(-0.02486719465551004+0.013712971904938573j),(0.022092462072992904-0.014534352050278965j),(0.0011022903817250252+0.0001407722498387287j),(0.005756997480239732-0.0015372045393235105j),(0.01092261134700645-0.012050977244119163j),(0.0009246675038557437+0.010438354898773391j),(0.009479453571249286-0.014779998402213319j),(0.006667537646945063+0.0073663562566336j),(0.0057763684760397446-0.00871118552302054j),(0.006938651406427469-0.0015340232030813322j),(0.004981751944692257+0.0007550651300252517j),(0.004063690775242885-0.007313501391094881j),(0.010642769767664387+0.0014953561901513992j),(0.0016043176448729528-0.007076793745909442j),(0.011061584066045722-0.001112667267579407j),(0.002186403102092375-0.0026530674605574596j),(0.007297642228044345-0.002876566087478267j),(0.00816238824264625-0.0025421620388872577j),(0.0031706176006678407-0.0027261426922971705j),(0.010263236761989734-0.004201864025637579j),(0.0018905226377002645-0.000509117306986084j),(0.008823809290007726-0.004626631715632142j),(0.005783636894451777-0.001646616853609573j),(0.005870643982985441-0.0028669570640087357j),(0.007676698783307718-0.00424036403125842j),(0.004165609923418814-0.00010853078985516599j),(0.007283577277638721-0.00544755424953893j),(0.006291037969315155-0.0004603621818132877j)
Y_N_c,2050,(0.00021274331423765892-3.7542765063736864e-05j),(-0.004087585757889799-0.00023821056857694094j),(-0.0012603462127755132-0.00013287361159148697j),(-0.008955947310140454+0.0047534184896131934j),(-0.00406358903141729-0.002885546922053694j),(-0.01131430198119349+0.007684491561148696j),(-0.006384492301378102-0.00010948628500618684j),(-0.006415296969483727+0.0010695052892103639j),(-0.006579435845308681+0.009224478813921109j),(-0.006573923950791281-0.011186148084254555j),(-0.008398935784572181+0.01610179093372617j),(-0.008393767628645271-0.013230055062435728j),(-0.00228108320368103+0.010561347302915813j),(-0.0032428983285862946-0.001106039174625996j),(-0.008568343756647901-0.005083174691677561j),(0.006628388820730799+0.018320259351542655j),(-0.03045410119312473-0.01888961608083727j),(0.030234312704021923+0.026746156795528213j),(-0.05347534882158209-0.019492790955728027j),(0.05036929027433671+0.015976455154878985j),(-0.07029273512563804-0.005224363411182827j),(0.05343321808832278-0.0035250990548475747j),(-0.05825919666220946+0.012474160268430037j),(0.03857016987996756-0.013874751611850566j),(-0.03351954066953957+0.016276148617257808j),(0.008890905376604669-0.008062473526803822j),(-0.011159134692727411+0.007011020826257899j),(-0.008163342935247396+0.004746255547936196j),(0.00034640955517381425-0.0063771704961576425j),(-0.01059089186786832+0.012558200338130541j),(-0.005200767414124915-0.01083689861288228j),(-0.006259535742718388+0.011022650299145072j),(-0.00751329277809793-0.004391068200941093j),(-0.002529735264683926+0.0029289870007882337j),(-0.005515293899280868+0.0034480272885713953j),(-0.008668237216405179-0.0023847128689120254j),(-0.0017443067781430176+0.006559987410087226j),(-0.011587805149538175-0.0018780564031497834j),(0.000349380638907942+0.004045531558511201j),(-0.009351808520374684+0.0003963516022834385j),(-0.005577290756949103+0.0013505354116794808j),(-0.004404839174794146+0.0018973821702143138j),(-0.009535928988492396+0.001889045260989616j),(-0.0007596809953404298+0.0007330934892986222j),(-0.009603167312965904+0.002941925756167217j),(-0.003927058090199712-0.0001466202915009272j),(-0.0068258063864629894+0.0025645347316672245j),(-0.006806409172320177+0.0016271748392245264j),(-0.003742013562601212+0.0004102198626056348j),(-0.007334391279809442+0.0035013770307176758j),(-0.005204987192142167-0.0010254961735881051j)
Y_N_c,2150,(-0.00019277251153918343-6.211048214171106e-05j),(0.0032362901485983447+0.0009022505598881362j),(-0.0012327679604492655+0.0009041798099645415j),(0.010124308414376657-0.0023959725134555395j),(-0.002016343425149722+0.004608825133827331j),(0.013227577564654902-0.005130379166873378j),(-0.00012547834766493595+0.0029528667891685397j),(0.0071016209439088325-0.0031707416252537723j),(0.004112257894177046-0.005531312302292743j),(0.002949014059243618+0.008399382201317761j),(0.009551976409321034-0.011227156132808632j),(0.003661550502489212+0.014865478184067374j),(0.0035590074295852817-0.011556985664268637j),(0.00299435809010717+0.007313888134045041j),(0.001662707202760905-0.0014630656837034232j),(0.00021949832448433729-0.008226123582551512j),(0.016256099310851754+0.013631305778030588j),(-0.019360352990329985-0.02271205548158617j),(0.040031607351342625+0.020362486073241745j),(-0.04419529064232744-0.02068017238084201j),(0.063886869571493+0.014068388455064557j),(-0.05852367965917653-0.00532473051490329j),(0.06430137143225567-0.0036566674274316584j),(-0.050983517530874045+0.010074134941016591j),(0.044078508772183764-0.014793210782028625j),(-0.023084785248809133+0.013896466526474312j),(0.018662958393508382-0.012030203425808104j),(0.0001658494086955774+0.00381784598491037j),(0.000768415878685494-0.00027510450295911986j),(0.008596941391700832-0.0077040038828777024j),(0.0022057715823168185+0.011596471655463125j),(0.006157392804488545-0.011829327871012403j),(0.005237238014888066+0.009886225681251512j),(0.0007127117326307148-0.007468105634150662j),(0.004979856599737915+0.0017032475013357188j),(0.0048975027978843105+0.0015560791336897725j),(0.0014259060014715828-0.004762640141902173j),(0.009295993550179325+0.004152267889548287j),(-0.0025016994672875-0.005542308034119774j),(0.009278494279079622+0.00241754532500234j),(0.0014648874059745812-0.0010431527311997339j),(0.004909483205239156-0.0005165522209552827j),(0.006292480421287114+0.0001042352920793163j),(-0.00022495557896133397-0.001195245059706457j),(0.008175711320395332-0.0009341242142830199j),(0.0008751067826887024+0.0012056575860976146j),(0.006606491730608842-0.0018977918640407858j),(0.003881830956969531+0.0007892249923975372j),(0.002952104425771531-0.0010371715720577392j),(0.0054358231333000604-0.0011826498460005678j),(0.0029118544537951913+0.0017252638681074938j)
