Parameter,Frequency,50,150,250,350,450,550,650,750,850,950,1050,1150,1250,1350,1450,1550,1650,1750,1850,1950,2050,2150,2250,2350,2450,2550
Y_N_c,1050,(-0.011837055946824363-0.010540393874015322j),(-0.05743387414315994+0.008228224951657172j),(0.12026154688550678+0.022523140698117426j),(-0.06280226689794632+0.02673644128801444j),(-0.04074358822053101+0.09609031447409316j),(0.02518290999700887-0.09905619296827535j),(0.05305309606754741+0.11371611528128786j),(0.03691790972239141+0.05284818692938784j),(-0.30372436822614024-0.07325936151233214j),(0.5801624984591885+0.022044081836441895j),(-0.5973234503953895+0.2876424189467916j),(0.3439639251890391-0.3890617537292508j),(-0.06522452461288707+0.3223119941488107j),(-0.0022501087915678354-0.02289052906251664j),(-0.04745252942041751-0.07629878430992112j),(0.08368444687079182+0.09727590111802094j),(-0.01563985788612256+0.03189944179117474j),(-0.043313434735960936+0.01176364731531181j),(0.054927837664932935-0.02522464229901927j),(0.0036803436029768945+0.06898889335922812j),(-0.006644384617517906+0.04113509685340375j),(-0.0026390955359808527-0.03184514126030816j),(0.017583367107138943+0.03651305109751735j),(0.023578469889599413+0.04379919709395045j),(-0.020185307553679515+0.007080407739875142j),(0.015560247907270296+0.004643397782411376j)
Y_N_c,1150,(-0.01216464239396837+0.0028923457234825726j),(0.05161136988173327+0.02843744603981152j),(-0.06942094397129848-0.07115751763995362j),(0.09864241169614735-0.025267730860486812j),(-0.021585468178871286+0.019972205204670388j),(0.019156714682746517-0.007047643311272081j),(0.004385944915524874-0.11402589562957904j),(0.046966855813040095+0.0976522755448461j),(0.07794764087694449+0.012331226475911507j),(-0.29032868481586266-0.12670471240104236j),(0.5546522541279786-0.07529583342362361j),(-0.5354859964138221+0.3170834421672188j),(0.34586871288217824-0.444061009002566j),(-0.05037535789487494+0.2660247806400734j),(-0.012767746528792282-0.038387929724419956j),(-0.021047445536735866-0.10709331462846265j),(0.11170499106225952+0.04481510232184474j),(-0.021213991634647197-0.00849205246451181j),(-0.036098813874183386+0.014860385132513485j),(0.0797057633710973-0.05555784109793107j),(0.00937274821440492+0.009320727952463225j),(-0.0037728209411912335+0.02612985073549955j),(0.010214406120550778-0.047251517329470756j),(0.04441542420570534+0.007387351027854179j),(0.015158709589862306+0.005522289194180468j),(-0.016196807143609025-0.0071917632348678815j)
Y_N_c,1250,(0.00786468820822931+0.011758070588498355j),(0.0014560307363932707-0.015409934295894007j),(-0.015939675622800922+0.019662677058149534j),(-0.04305094426507296+0.012617072890687833j),(0.0986632416636481-0.04129089289526033j),(-0.07483594791776725+0.04467022255338213j),(-0.017970818388413953+0.018084753409356325j),(-0.002716994164684517-0.12824611766109148j),(0.04065511807415361+0.085656681769006j),(0.03338918632442167+0.021891311816586885j),(-0.29282596977445485-0.04711690022943671j),(0.5234509140083398-0.10340298345976964j),(-0.5382440374942192+0.311505148176679j),(0.2697665102661467-0.42283087816816683j),(-0.03423269552250374+0.2614932159990634j),(-0.02619945551548723-0.03409389143132694j),(-0.0718202995563256-0.10399443974762372j),(0.08274931406256393+0.05523960291652341j),(-0.02658267987318993-0.01175900986824782j),(-0.062362090038728925-0.01682910839748435j),(0.035876580799388665-0.0379961910347402j),(-0.006336196943282038+0.013935471322626847j),(-0.017095828864136357+0.014658522057974684j),(-0.03165845694649827-0.06758769186264715j),(0.01098425407904827+0.006994962593193435j),(0.006547860749356798+0.007477825399563552j)
Y_N_c,1350,(0.003684076462378076-0.006081848002682292j),(-0.02245342988694996-0.03105491692114543j),(0.027200666568768593+0.06542742619170756j),(-0.02868790287846485-0.03166537715775905j),(-0.08240482381805447+0.003909155144258759j),(0.06183935438472523-0.020587453253956136j),(-0.028111434666163334+0.04703759935797331j),(-0.01869459623516832+0.04238669022022407j),(-0.047997960874136984-0.11565296835450724j),(0.03986103374541726+0.12080490890667919j),(0.02667184184334035+0.0011561831362332075j),(-0.2922552055444071-0.04880942018616733j),(0.47700177399611005-0.08762987919857955j),(-0.47901871833977683+0.3489626791940549j),(0.23523888700611623-0.4121837612977253j),(-0.04874952746257893+0.2571239421507101j),(-0.02593914027297142-0.00578807552698257j),(-0.0589440098930674-0.08028699256847935j),(0.08417392421713522+0.046670356206617164j),(-0.04490169867120964+0.02857089400984242j),(-0.05113519447768746+0.011981668125227926j),(0.041387675765395426-0.035579818704526145j),(-0.013404538653971182+0.025505962681475758j),(-0.017034033774681517+0.04668085912967588j),(-0.01442960151030407-0.030785363275068083j),(0.00952787404248445+0.008620794904898331j)
Y_N_c,1450,(-0.0011950371697640996-0.0036268164828736254j),(0.0017840028174146727+0.042990572140820194j),(0.016124937372080615-0.07765677126483779j),(0.048920275441191284+0.04710821219416271j),(-0.0007208590365403864-0.005982603907142453j),(0.006845866398779297+0.0077019170540273615j),(0.05552268826679484-0.03537589916542833j),(-0.02740681612122339+0.03324229682213412j),(0.02424868736150692+0.05255219039824709j),(0.0004938180284875466-0.13753028609225418j),(0.08019794254929367+0.09636624268337403j),(0.03130933011367243+0.020140142402410768j),(-0.23913189672394522-0.02605859181092512j),(0.4760736870202999-0.13331390856841976j),(-0.4394132372493045+0.345372982829496j),(0.2436966157174717-0.39956743085985685j),(0.0004376966974317938+0.2489576937882711j),(-0.008259280672985037-0.02414399840671201j),(-0.06490936815111353-0.06969092500529862j),(0.11135149422769088+0.045188683123860825j),(-0.008387997570445716+0.0068485145809839935j),(-0.0445001400176597+0.010850690019798442j),(0.051185453581143354-0.031958331936209526j),(0.010804441846177138+0.029020999519704976j),(-0.0019286176738879182+0.020860850557040143j),(-0.00859466623676444-0.03128329643178625j)
Y_N_c,1550,(-0.0037101651025851956+0.0022127702318918228j),(0.008408541789790416-0.007452650351542093j),(-0.02411941159685707+0.015996021354273044j),(-0.02953008755051015-0.020002873984681296j),(0.04742853743151447+0.050320358596048914j),(-0.051918511164394415-0.02576009054309027j),(-0.022570605978069265+0.001666934501696024j),(0.06403251761314897-0.03150556782611668j),(-0.029172088549674024+0.032249202822245346j),(-0.009759466740854846+0.04363383569033717j),(-0.05351649118100499-0.10454138975505528j),(0.07452938220894657+0.09143032641727147j),(0.025516012852348134-0.011632209713293807j),(-0.2635764478672664-0.01821461523803218j),(0.4489721179720794-0.13515137906814842j),(-0.42026603784231037+0.3519884549240533j),(0.19534294236536728-0.4170451320003374j),(-0.014809752929367283+0.23886078809476627j),(-0.006257294656721729-0.019801986717434175j),(-0.056881523463327026-0.08626394693107037j),(0.07581670944508657+0.03339034756411122j),(-0.018500371869103336+0.007886274662310762j),(-0.04302793263486321+0.006522654113817405j),(0.04615038664229453-0.05908998946927751j),(-0.0037861066673221516+0.020149390888067366j),(-0.0068882999732603235+0.025636761803288364j)
Y_N_c,1650,(0.0014861297823814922+0.0009869739300093839j),(0.012676433940643566-0.02387087187112303j),(-0.023598549920228383+0.03188945874671682j),(0.014578277852002821-0.0279532138447221j),(-0.028812466297394795-0.060035830133226005j),(0.03774026839622982+0.02986163345487415j),(-0.02794090219612387-0.00041823455688218264j),(-0.03503956749273082+0.0021986290877505075j),(0.044200388727838776-0.06233797566765069j),(-0.044260623196113076+0.03440382316423677j),(0.015761547550684683+0.018940191639836023j),(-0.037500198017874437-0.11811688513002973j),(0.04914323972128959+0.08250696286690846j),(0.025887371325905538+0.005807624629222838j),(-0.2556709078478828-0.016478493750757817j),(0.4210749620901916-0.17391923278700808j),(-0.3980986214990805+0.3604953838365j),(0.17681568316190607-0.39865194486706906j),(0.0015057440602063224+0.22445263438507113j),(-0.03677121740655198-0.022336504781580044j),(-0.06133328226169477-0.07108471987000248j),(0.08306507629576644+0.028576204700649564j),(-0.021965609307904713+0.001694716068656371j),(-0.058711176743631306+0.01610629014646798j),(0.033980206523245696-0.03874332966265888j),(0.0013363132178501958+0.011589767079448613j)
Y_N_c,1750,(0.00036871358586706765+5.6071469346644434e-05j),(-0.028137528724122455+0.017679652512185236j),(0.058520829113835444-0.019573473128619352j),(-0.011811837585002212+0.04792975451385722j),(0.006934247010506652+0.009479793980466193j),(-0.004513428563442078+0.004782271545351197j),(0.03958363982202996+0.018642528568023696j),(-0.018951591337639368-0.006408679851556792j),(-0.024427387203321653+0.03749486900954824j),(0.080182236879698-0.03443411026649423j),(-0.023038548161479017+0.05875234431502599j),(-0.0010435854369990705+0.03291493137361269j),(-0.030503754398054438-0.07913670969135886j),(0.07508658429358646+0.07895496660156562j),(0.03477735549180567+0.005566532190328011j),(-0.2401989057162209+0.025966305277433842j),(0.4104711569161639-0.15789929472550768j),(-0.3551280192525668+0.3644164808284604j),(0.14831260860646642-0.3921812520885461j),(0.019197788104848446+0.23769983562925331j),(-0.009733162989803723-0.006649908182646568j),(-0.06205008097430828-0.06368615073039742j),(0.08036140340992544+0.03551597513982654j),(-0.015579587780740171+0.017361789890990673j),(-0.03453388536668098+0.013492433916242153j),(0.03236428497563261-0.03398301430441103j)
Y_N_c,1850,(0.0007102052216992428+0.00014789827553118994j),(0.009312738043094668+0.0007885057534684867j),(-0.03162921142364074-0.008003477813606823j),(-0.0006510312018943688-0.029244084387716068j),(-0.021825243019274333+0.040671389910476655j),(-0.0036358741009532166-0.04159397283952037j),(-0.014193071536524271-0.014943721602095774j),(0.03455127522562801+0.02955899284550585j),(-0.024772839251565114-0.009666344717392398j),(-0.043616494356788896+0.00807565738689318j),(0.03376310203799024-0.062251403518496895j),(-0.026670019041591164+0.05065212672777118j),(0.014942691959726615+0.014015686319906594j),(-0.04845078091281872-0.09618950073955033j),(0.057547033108845666+0.07818833700663275j),(0.023065485390079462-0.0073435608731471655j),(-0.22891323524918847+0.006729541153709172j),(0.3764117056908171-0.18342864510402912j),(-0.33417861270526633+0.3687311709607767j),(0.14268115154316433-0.38502163946833845j),(0.009954168776947405+0.20289704972474357j),(-0.01801763605254833-0.012364667152904915j),(-0.06157402931821579-0.06214337797771551j),(0.09231957980871276+0.021645840673315094j),(-0.02226988975142201+0.00655871012945443j),(-0.04306847552549898+0.013496597708333344j)
Y_N_c,1950,(1.0874975030403982e-05-0.0012970922230446037j),(0.019912890343985395+0.0010343263917835614j),(-0.019852908903794108-0.0021622096545240014j),(0.02517034785574819+0.0021975163982498177j),(0.03707064652792469-0.03954791154347133j),(-0.0037901557888174826+0.03783876861758538j),(-0.006095612839053667-0.013402976178932477j),(-0.013316454587088354-0.02424779428074366j),(0.05335112438543511+0.0046830119456046935j),(-0.020751721038004465-0.016169878691376746j),(-0.005119757988713664+0.021819787711305924j),(0.05773311832274203-0.05193122340450302j),(-0.02864962476855352+0.035155639275798165j),(0.00873198595768897+0.023088952139500997j),(-0.03491398350660195-0.09663373280874836j),(0.08146642440265936+0.06261445668465726j),(0.021800638584828145-0.005929620210358689j),(-0.2192452076956276+0.025094068949523204j),(0.3685275668437671-0.18628926902314905j),(-0.3154719888185885+0.3430773749803605j),(0.12537722206401128-0.3701404226928391j),(0.026317214506593686+0.20305683740778818j),(-0.009891443544860413-0.014651642766751419j),(-0.07079631727674622-0.06603038483043806j),(0.0784731313954952+0.021274821170471386j),(-0.007481884879177074+0.007795910830580047j)
Y_N_c,2050,(-0.0006578661159074103-0.0004941849129560106j),(-0.023273232837821265-0.012996007054625253j),(0.0341411114275741+0.032597712644854324j),(-0.036529963431964164+0.010027213315034297j),(-0.011886399462690453+0.01232503960643716j),(-0.004684675171843614-0.003849744574831144j),(0.0025045519825940615+0.031038637805556463j),(0.00042257843918254467-0.0095018881817301j),(-0.035709432354731965-0.0012576874250994961j),(0.043625773888834846+0.042310264279640734j),(-0.03916477492296377+0.003494725480818282j),(-0.027101278590434905+0.012478348566100016j),(0.032850500570137935-0.03443005189606378j),(-0.017551089499548197+0.05090991467342312j),(0.008332964673458239+0.030192966671207227j),(-0.06204763227641248-0.07508865939729079j),(0.06421875423494783+0.07337862907048981j),(0.02203206104479666+0.001773407524617755j),(-0.21352813118610395+0.02276160856193282j),(0.33774690730183626-0.17291072200642155j),(-0.29616022203856374+0.36197613609353096j),(0.10487422873827655-0.3621808292086203j),(0.020774876527749366+0.19710068615909399j),(-0.017980973269736432-0.004966046680168133j),(-0.05864373733617207-0.048998209843172845j),(0.07044857842169733+0.01941510057728854j)
Y_N_c,2150,(-0.001710881013078031+0.0017056145221570804j),(0.004730606354899282+0.0069407108696717765j),(-0.010531616471750832-0.031257108385532646j),(0.020175292031555152-0.013735310629256724j),(-0.03036625306070335-0.006269121455317604j),(0.025829363367202575-0.01811411296498632j),(0.004107718537278881-0.018263598161448454j),(-0.009847797507809248+0.029591297079618155j),(-8.590339378871901e-06-0.018903735847369412j),(-0.02301311037302671-0.03460503185996493j),(0.049237328661248754-0.003630308069641021j),(-0.032290021411817554-0.004463195391516723j),(-0.005798272420538853+0.014688259066490189j),(0.035921915474659616-0.05635835439362592j),(-0.027412369335920003+0.03513496632931392j),(0.015241835330400218+0.012648714395995329j),(-0.04121533344779311-0.08332648570475916j),(0.07115958065362954+0.051153428945927414j),(0.01343515064171119+0.0002792441187346309j),(-0.20019595742400087+0.03180785501328134j),(0.3324850557014734-0.20141573061425547j),(-0.27539130570933495+0.34726504697487504j),(0.09434014740816953-0.35482967477404026j),(0.03597449458653847+0.19421533505402336j),(-0.016264812533233374-0.017202716245332907j),(-0.062271206961646036-0.05509269801612051j)
Y_N_c,2250,(0.002506827173474503+0.00037626920323249305j),(0.005480134058320144+0.01419323041518028j),(-0.003460009693780854-0.006433937224285134j),(0.006999001664447063+0.019851698217550826j),(0.040671489684170996+0.017331603551729472j),(-0.02807933541410817+0.013724278228302557j),(0.005507008587466042-0.005024104099907463j),(0.013627126638278917-0.017836766181847142j),(0.016615754093369628+0.036628637043037815j),(0.0075634723558761245-0.009043539520607592j),(-0.018950473050679113+0.007201362456163507j),(0.049725692907530074+0.023630772385771836j),(-0.02541619572169552-0.008831206689680206j),(-0.013568316968529694+0.01787657291691712j),(0.04651765048406943-0.04122896486404224j),(-0.008934326352205868+0.05340549643006364j),(0.011890524930929848+0.018510004856277705j),(-0.05086248860293713-0.06907022210498259j),(0.07474638207514614+0.05879294303141145j),(0.02915421122312747-0.008646300361040854j),(-0.19682697881257877+0.04369459987840722j),(0.3156476496685833-0.18717810168591167j),(-0.25297524001481236+0.3502076478512518j),(0.08500280690447128-0.35309479424375595j),(0.03440644708500038+0.18427558637677546j),(-0.009880279561379077-0.0016012752228650728j)
Y_N_c,2350,(0.00042537642340184504-0.0008232991840035898j),(0.0005085802443349018-0.021970098638054585j),(-0.010718956367097415+0.033812313286280836j),(-0.020952727332772227-0.021643777123952043j),(-0.017205586947440663-0.009139900806819971j),(0.002736957609861127-0.005894707781580571j),(-0.01943373369571941+0.01229460683659541j),(0.0042534508322053495-0.0002464791872722428j),(-0.013803465331365242-0.025649708543810996j),(-0.016741027893866008+0.04021174770298032j),(-0.013740813980536238-0.023735695417368714j),(-0.020374599256460353-0.017965354418301455j),(0.029671048890849167+0.010454195865603137j),(-0.032018433382161836+0.004184987174691433j),(-0.02180518744722048+0.017078916168268874j),(0.019969238345380537-0.05722433053250424j),(-0.024080016170192096+0.04200997733546115j),(0.008567871701741324+0.017737272812235416j),(-0.0462741868091527-0.07192479719129963j),(0.0541055284093577+0.05207892348564283j),(0.011667933248847982-0.004361949672360795j),(-0.19058242569389888+0.037680234735136535j),(0.2962353084110424-0.1975558592700502j),(-0.24600135179424557+0.34170502590183266j),(0.06957953185402274-0.3308580877911261j),(0.03374695186418205+0.17040661515113367j)
Y_N_c,2450,(-0.0016134680778095278-0.001998278013600461j),(-0.00272979378374854+0.00732236246913928j),(0.021119706756321553-0.02309496766948181j),(0.018763060696106858+0.008459111782664806j),(-0.0009618836510251602-0.020577072214167606j),(0.022113790521365376+0.010807698154476061j),(0.01609160777887168-0.005157865094115792j),(-0.02237763296564774+0.0011518422385522527j),(0.013449775521339191-0.005649105487797753j),(0.02088285141824363-0.03135332143077202j),(0.02156939638955986+0.03024900093336422j),(-0.0030995798489238773-0.019138220483383536j),(-0.012678733162898284-5.0354748215864116e-05j),(0.04736258534829191+0.001775547319945274j),(-0.02231065752714246-0.011047070094905664j),(-0.0024146184949341088+0.01660351614406164j),(0.03794584505821378-0.0445511213960123j),(-0.006176181606518217+0.04031017892739953j),(0.005817458254436502+0.009866704901912791j),(-0.044649432128617404-0.06466760556147372j),(0.0789454646678521+0.04606177530632413j),(0.020020400864093256-0.0065384901006903095j),(-0.17989228944900365+0.04207023014876095j),(0.2839150678013776-0.1890213614666862j),(-0.220012844087969+0.3289009913570089j),(0.0666134904011144-0.32869583036373307j)
