Parameter,Frequency,50,150,250,350,450,550,650,750,850,950,1050,1150,1250,1350,1450,1550,1650,1750,1850,1950,2050,2150,2250,2350,2450,2550
Y_N_c,1050,(-0.011837055946824363-0.010540393874015322j),(-0.05997503375453728+0.006843773242909035j),(0.12015826107762709+0.02419894605239886j),(-0.06252915167110785+0.02527733379320827j),(-0.04261435689707422+0.09563399460076458j),(0.022688173826453162-0.09764222055517907j),(0.053265825921482254+0.11580991828302593j),(0.03607282425451455+0.05184000365723549j),(-0.30519051170593586-0.07496028284109388j),(0.5791298973389168+0.023433756823461334j),(-0.5975099305540265+0.28740795491880716j),(0.3428605268318637-0.3889063923828767j),(-0.06744212215711577+0.3228541798924674j),(-0.0018924488187424394-0.022664097716788633j),(-0.047823458469314996-0.07649922242185682j),(0.0822179932932994+0.09639231259246976j),(-0.01684182521764121+0.033543304374414114j),(-0.04369795854624032+0.011882834856841162j),(0.055003381271440194-0.025912107940199294j),(0.0018387709621995262+0.06894422684345261j),(-0.007150316321232292+0.041790592379805515j),(-0.0028930763673147885-0.03143828037195353j),(0.016508339522875583+0.03601828679593458j),(0.022838688675586624+0.04461660974063564j),(-0.02061789137936737+0.00750855208612822j),(0.01523324500131351+0.004455671210847175j)
Y_N_c,1150,(-0.01216464239396837+0.0028923457234825726j),(0.05033267059442731+0.03315925795791693j),(-0.0673279903852743-0.07278968946245312j),(0.09877042586191861-0.023654081648983j),(-0.022249094029722007+0.019475414834494352j),(0.02240085636458916-0.005818583329211405j),(0.0034348814993668307-0.11597888784322229j),(0.04766570018155947+0.09779228724483122j),(0.07756308081193755+0.015908035590920352j),(-0.28862220259748306-0.1269441458483129j),(0.555242519302122-0.07516430423265409j),(-0.536329763685981+0.3165564878968326j),(0.3476820065163099-0.44271618301137555j),(-0.05003547884012115+0.2672012843269165j),(-0.01264798290096519-0.038533264749586536j),(-0.02118172433430882-0.10544768213856999j),(0.11263670858889097+0.04474760515630093j),(-0.020596624138958325-0.008470714484090308j),(-0.03683753943201398+0.01612175040236653j),(0.08011458501388076-0.05421896259009449j),(0.010183677025715189+0.009830490927632635j),(-0.00400705456099205+0.02579867568749825j),(0.010176438163092588-0.046335940082238194j),(0.04506564552585461+0.008782308573120363j),(0.015562590667807132+0.00558956045424971j),(-0.016336461561430152-0.0066497727266389035j)
Y_N_c,1250,(0.00786468820822931+0.011758070588498355j),(0.004816371923915922-0.01714538746752734j),(-0.0177119899316078+0.01959976474464722j),(-0.0437786604321428+0.011949047910264639j),(0.09987142437479025-0.03920748109780189j),(-0.07527229397404105+0.04292477352131962j),(-0.016790146180829066+0.01892296673224212j),(-0.003547110358095839-0.12743343379247168j),(0.04198214874528958+0.08442712214585993j),(0.03288304009624344+0.021237077779775838j),(-0.2935052795155561-0.04709266267128227j),(0.5247196064294649-0.1020088922899452j),(-0.5379544168033024+0.3105357784976274j),(0.26946037603165485-0.42435246260872705j),(-0.03447761772228403+0.26197339094272754j),(-0.025219777198593425-0.03414001866689869j),(-0.07121035537547002-0.1046202748464907j),(0.08228405966092585+0.0552289593000299j),(-0.026129613672773812-0.012272492676472943j),(-0.0612917908952844-0.017129333639706604j),(0.035768875565533556-0.03885922587908054j),(-0.006012932418374707+0.014259538686848655j),(-0.01651074957730174+0.014790347658877254j),(-0.031092760823877942-0.06928059062405427j),(0.010938871693229144+0.00681041699456414j),(0.006775137270557792+0.007358788195233849j)
Y_N_c,1350,(0.003684076462378076-0.006081848002682292j),(-0.02272820080694434-0.03276509042838757j),(0.026781038396217365+0.06601258876405593j),(-0.02746286818194338-0.03187250706502369j),(-0.08269284175384096+0.0022038769721563984j),(0.0601726552830765-0.021231938038948423j),(-0.02951557697124806+0.04766068621625882j),(-0.01797276496734272+0.04145287682137706j),(-0.047400300150812674-0.11704728075948574j),(0.03894047119933113+0.12088056839526254j),(0.026997746539208195+0.0010325131705830781j),(-0.2927843278204838-0.04972876143617632j),(0.47595366466640593-0.08865010848764555j),(-0.47876282531262243+0.34959574974343477j),(0.23551243242311307-0.4124664343225696j),(-0.04867513839625754+0.2559078759638634j),(-0.027414944544376995-0.0058019327059421495j),(-0.05887526772820082-0.08041540794297547j),(0.08480068589481826+0.04665724781832279j),(-0.045506667038332206+0.027428301460702898j),(-0.051567827196568244+0.012140886969418896j),(0.04115768355875297-0.035568880964456775j),(-0.01336124378863653+0.024667934381192216j),(-0.017784268958181755+0.046902687675220406j),(-0.014649420819403063-0.030789916342745655j),(0.009677278689486847+0.008465918685053038j)
Y_N_c,1450,(-0.0011950371697640996-0.0036268164828736254j),(-0.0015115523270384965+0.04394486267662985j),(0.017834351545256314-0.07708281357871695j),(0.047973423556120595+0.04772383759674466j),(-0.0005064751396078365-0.006216613910033422j),(0.007712655486990033+0.010167208513821933j),(0.05696400386296205-0.03674052651284036j),(-0.027308677468723137+0.033843200054844404j),(0.021830237370998675+0.05375038399547753j),(0.0014408912594068152-0.1365730338735629j),(0.0804458901055564+0.09667467984257792j),(0.031636515771694594+0.01958862770488318j),(-0.23908645956485858-0.024250792022778758j),(0.47552729999062926-0.13279843642363562j),(-0.4392370407370476+0.34538150089913516j),(0.2426752678148511-0.3990092596211832j),(0.0012337114412294657+0.2495403456355465j),(-0.007939697112949078-0.023798564687001193j),(-0.06597757061522247-0.06978234057645806j),(0.11075551300904553+0.046065241106290726j),(-0.008203818126991266+0.007448303611716852j),(-0.044177165948404755+0.010500665180269425j),(0.0506754298895391-0.03161279584563107j),(0.01038134021497032+0.02989467828060226j),(-0.00167928072843713+0.02107012946224412j),(-0.008878436200463915-0.031254907559581956j)
Y_N_c,1550,(-0.0037101651025851956+0.0022127702318918228j),(0.010922853028034392-0.00611319098098223j),(-0.025037403869192027+0.014671981547984925j),(-0.02945906706913524-0.02084405500369669j),(0.04626343312190063+0.05163009538769289j),(-0.05126448743165421-0.027045894426170173j),(-0.0232654608738929+0.0028948535382817497j),(0.06305990722467075-0.03199091546456154j),(-0.027833207163267343+0.03243641690390694j),(-0.009759378414752341+0.042772877773012516j),(-0.05401760120537067-0.10503125573993j),(0.07373322635647045+0.09269073189858429j),(0.02610854169894893-0.012159978410480351j),(-0.26281835569799367-0.019178768408626506j),(0.44839312832912454-0.13527703200912497j),(-0.41994827707607096+0.3525274872557203j),(0.19566497126614885-0.41708371354818374j),(-0.015218866311317358+0.2384172153654925j),(-0.005786367248145725-0.019806832225356938j),(-0.056355189993257664-0.08585153253023012j),(0.07613492168527322+0.03284028566585076j),(-0.01885157564173104+0.008178001064798216j),(-0.04302763075434463+0.006837469743402007j),(0.04740905209808973-0.05960313862671036j),(-0.0038990371582119515+0.019928016527034163j),(-0.006875853493463909+0.02565768314438536j)
Y_N_c,1650,(0.0014861297823814922+0.0009869739300093839j),(0.013439473262307964-0.02464067554150562j),(-0.0239092465801275+0.03222289680622633j),(0.015186739444633324-0.02707769260733018j),(-0.02750185220447089-0.060826744563929974j),(0.037431262849486766+0.02875183484069313j),(-0.028575097641764035-0.001350958399397135j),(-0.03399153525448131+0.002576201112860063j),(0.04531308265324187-0.06235997955502755j),(-0.04463114255483299+0.03413187762453996j),(0.016047920591054768+0.019236080469803202j),(-0.03683176325699985-0.1188873646745008j),(0.04940520313222092+0.08160239474342934j),(0.025526607568498387+0.006472594776657368j),(-0.25527810485843716-0.016219209119461772j),(0.4219307006599184-0.17429015080034937j),(-0.39862830951572836+0.3595892266619575j),(0.17704273981820062-0.39847348176335573j),(0.0017138913903745894+0.22501427280818787j),(-0.03621919006096194-0.023101491690822186j),(-0.061623034417940335-0.07114350144498892j),(0.08306568551268084+0.028487337925506544j),(-0.021330848481175543+0.0014911616227525652j),(-0.059317174751490856+0.015867823878407322j),(0.03396401447334191-0.03873394895497297j),(0.0015113857567563191+0.01174003881353234j)
Y_N_c,1750,(0.00036871358586706765+5.6071469346644434e-05j),(-0.029947265381371647+0.0158916632873094j),(0.05877244418835155-0.018444776256703696j),(-0.012561387754179263+0.047499308073763465j),(0.0069080060354384095+0.009680013920747167j),(-0.0056432735070581505+0.006470057597255236j),(0.041091861178592856+0.019452691757652144j),(-0.019459729544861075-0.006197726668110536j),(-0.026217261782289353+0.036344349058336174j),(0.07995595941904185-0.03347341611238823j),(-0.023082296422098462+0.059025429963790677j),(-0.0006746856750759815+0.03315819528711679j),(-0.03173382443219585-0.07830043872598916j),(0.07460838312102089+0.07872267379537824j),(0.03480982932715845+0.005639284801811092j),(-0.24096547045249905+0.025527453505445944j),(0.41046271651477617-0.1569463008374976j),(-0.3552296558082535+0.3647462907670814j),(0.14799935152628996-0.3929891628154573j),(0.018322222471014036+0.2376839503297404j),(-0.009956887166817256-0.006267346844388954j),(-0.06164076150967244-0.06353987422570805j),(0.07991158781486746+0.0353344233164666j),(-0.016210270651572645+0.01746726719194036j),(-0.034538095981214954+0.013738186113668893j),(0.03229458429166315-0.034155837751737805j)
Y_N_c,1850,(0.0007102052216992428+0.00014789827553118994j),(0.009490776880617023+0.0030277110154963535j),(-0.03107885905657768-0.00924039594404444j),(-2.344885496086935e-05-0.029577385284585048j),(-0.0229976464883797+0.040148645488518236j),(-0.00246640932360961-0.04193657685590086j),(-0.015547838542939497-0.015337698714214743j),(0.034664215332668176+0.028610657780139145j),(-0.02425753891782297-0.008731281277198312j),(-0.04294758254073074+0.0075827087461183594j),(0.03384314848372783-0.06289113126631146j),(-0.027823031950347174+0.05031030371288121j),(0.01569887006499948+0.014023150922294905j),(-0.04744944229843665-0.09614200199670271j),(0.05746619256292001+0.07765100858111218j),(0.02283553538824138-0.0069794893003091475j),(-0.22875013125896962+0.006665968227733235j),(0.376562942510653-0.18402604566563135j),(-0.33394032522912526+0.3690249513470072j),(0.1426972706238626-0.38458115157871414j),(0.010448590403926985+0.20275946898051847j),(-0.018407388662837726-0.012645250708131687j),(-0.061751265355933005-0.062120927910394044j),(0.09325565271353306+0.022204281016216014j),(-0.022160686970075658+0.006266534975735154j),(-0.04308469498261109+0.013424792840190233j)
Y_N_c,1950,(1.0874975030403982e-05-0.0012970922230446037j),(0.020600416480512928+0.0011421398735080098j),(-0.020358738138236777-0.001995930786057394j),(0.024737310753890112+0.0030039938323553656j),(0.0381172133625283-0.03871869954633284j),(-0.00330985280555281+0.03725115471721608j),(-0.0053897478758144005-0.013966802804977077j),(-0.01330961510183928-0.02320338168085302j),(0.05371738146546837+0.005471234543749194j),(-0.020903352467696742-0.016405593734229906j),(-0.005231935764417101+0.022220847226229308j),(0.05862776593138546-0.05155957996504245j),(-0.028062468376708616+0.0350686194686416j),(0.007986152157815276+0.0231793931884937j),(-0.035035286969779776-0.09614312904698488j),(0.08204022941979826+0.06308966489451372j),(0.022180997510338002-0.006546025682678133j),(-0.21934026287775985+0.025470443687800347j),(0.36812057363605677-0.18590214389581292j),(-0.3147853720919027+0.3432126121859348j),(0.12521723506375673-0.37029974809968674j),(0.026391640759213575+0.20312609584822006j),(-0.009538666312509443-0.014214446112498592j),(-0.07103597188029157-0.06656796092824321j),(0.07839429784911281+0.02137693188430334j),(-0.0075651345809717285+0.008025057749278454j)
Y_N_c,2050,(-0.0006578661159074103-0.0004941849129560106j),(-0.02270192116533529-0.014877710044787572j),(0.033640419917351484+0.03307299673466444j),(-0.036491713483531855+0.00933067174144856j),(-0.012180781972630332+0.01219923833666022j),(-0.006300683259504134-0.0038184691409565118j),(0.0022296083598690466+0.03244673809778391j),(0.0001164195810532268-0.00993451530542723j),(-0.03562569487183804-0.002988025992137495j),(0.04297391360505407+0.04251653720731689j),(-0.039339592449834204+0.0035885174799451286j),(-0.027331653548874048+0.012745388626292412j),(0.03173873125032224-0.034975884469145055j),(-0.017496714994057763+0.0504821435514386j),(0.008343351635273468+0.030175011712508405j),(-0.06205505167774573-0.07578814274295359j),(0.06346805739685081+0.07381057246716909j),(0.02178557982787421+0.0017847961094435828j),(-0.21303493251014838+0.022215082474369943j),(0.3373917569876775-0.17357181941772876j),(-0.2964796335476241+0.36202143903385275j),(0.10490353767061593-0.3618258703109794j),(0.020706267565111795+0.19668744649386205j),(-0.018265362596739238-0.005282959111263513j),(-0.05878555300579289-0.04892132094878113j),(0.07056033956056368+0.019318820837406988j)
Y_N_c,2150,(-0.001710881013078031+0.0017056145221570804j),(0.0032419018568835612+0.008009511639236293j),(-0.009452697880234378-0.031342949119010866j),(0.020682647939364144-0.01342269580917702j),(-0.030246662085777108-0.007198082356882922j),(0.02670138247267093-0.01752384665264794j),(0.004104995788049652-0.019635892090540043j),(-0.009044954768827895+0.029417588145552422j),(-0.00039394478618273515-0.0181213310334087j),(-0.022332635297431243-0.0343144876170138j),(0.04974080654264695-0.0038946287874243326j),(-0.03227190547140662-0.005436724356434567j),(-0.00533519045488114+0.015279285168139561j),(0.03633687058052613-0.0556326822804081j),(-0.027017148045808525+0.034906896157858094j),(0.01492949337837932+0.012618253500151222j),(-0.0409255350474639-0.08331173889265252j),(0.07171706615815349+0.051002928108574506j),(0.01334335794745318+0.0005981190321726668j),(-0.2004315981398047+0.032045506744235425j),(0.33284100186444554-0.20117417199768411j),(-0.27526989873386165+0.34681019479090575j),(0.09432595509184817-0.35493934464329024j),(0.03603103784753299+0.19511433355285174j),(-0.015955429769595117-0.01726307663679068j),(-0.06218726361590815-0.05515931179246846j)
Y_N_c,2250,(0.002506827173474503+0.00037626920323249305j),(0.005692435628643035+0.014594306974514956j),(-0.003956084087425672-0.006758548975638093j),(0.006213652278015589+0.01984204758140123j),(0.04030453113078249+0.018421898573459095j),(-0.027574974355381476+0.013768235576199439j),(0.006055133967719996-0.004413718080558116j),(0.012724332714435675-0.017485947595080185j),(0.016148361528524308+0.037164820211223755j),(0.0075377637591917835-0.009339731205493711j),(-0.019327386080629103+0.007309572050303773j),(0.049653404725586894+0.024532887627797872j),(-0.025247985571220988-0.008518476602273919j),(-0.014028763877258286+0.017331449510296863j),(0.04601951824517083-0.04116384619391743j),(-0.00906681115347847+0.05400260104650832j),(0.012363861079502152+0.018557366882086805j),(-0.05128923092724603-0.06897170815665912j),(0.07426368134767102+0.058600097524228525j),(0.029267779069317983-0.00813862668226019j),(-0.19684732534455074+0.0434985455013376j),(0.3155555269449208-0.18704478772980915j),(-0.2532156896041465+0.350632244047382j),(0.08523943914086635-0.3535912821452308j),(0.03420669926793879+0.1842565717932985j),(-0.010119896885524143-0.0015778331204444433j)
Y_N_c,2350,(0.00042537642340184504-0.0008232991840035898j),(0.0020558135629838723-0.022239474528306193j),(-0.011078465758901642+0.03373460436319564j),(-0.020420516182825733-0.02187491040193037j),(-0.017105352747067037-0.009536912872335034j),(0.0019878329588739374-0.006971054866954866j),(-0.020616546308026115+0.012385146858155604j),(0.0045938628473224784-0.0006491353412612974j),(-0.012513981556489041-0.026295367810144698j),(-0.017081801696002315+0.039924398070851644j),(-0.01387114375421425-0.02380087506291002j),(-0.0206098348867571-0.018208684070783385j),(0.0296453788826545+0.009415794509542101j),(-0.031643525055861+0.004100346076114138j),(-0.021705083025726744+0.017102546114472483j),(0.02046054400867358-0.05751030978353737j),(-0.02472045925736709+0.04160488871171381j),(0.008527629057639943+0.01755642518361732j),(-0.045653325169385514-0.07175913686993592j),(0.05448022469083854+0.05154459055695983j),(0.011502940746938483-0.00453317177373848j),(-0.19082138694458764+0.03781282236827717j),(0.29653150842231946-0.19779387687952438j),(-0.2459136332392035+0.34143987953092597j),(0.06951577133094086-0.33091531043658745j),(0.033861644121934646+0.17046364758209867j)
Y_N_c,2450,(-0.0016134680778095278-0.001998278013600461j),(-0.004129306435313227+0.006691383949980665j),(0.021554566671352336-0.02238766831651831j),(0.01874027932019493+0.008958490570887573j),(-0.0002922728774544031-0.020672952076480684j),(0.022164018667939316+0.011726886225275788j),(0.01733022106213085-0.005545651082194078j),(-0.02202333813660299+0.0017600393949285418j),(0.01272802255672572-0.00555790192064621j),(0.02093553240915047-0.030735752212673266j),(0.022003133959873966+0.030484842895970754j),(-0.0023349020586958024-0.019324078283044357j),(-0.01291460699119392+0.000651462450557477j),(0.04701305010018139+0.002390325747941619j),(-0.022029949566567026-0.010819785800647052j),(-0.0024990099926772962+0.016378935365386368j),(0.03815177089672329-0.04423384050025585j),(-0.00582641239576983+0.04069563497336186j),(0.005525558700115672+0.009951329765673969j),(-0.04494570972379473-0.06468460437980733j),(0.07896280155257793+0.046426436227907215j),(0.020456164926894164-0.006597625619974423j),(-0.17981072899160994+0.04206966503870577j),(0.2833028523764534-0.1885736959788323j),(-0.2198329270313453+0.32912639027556595j),(0.06671870047637235-0.32864896810289723j)
