Parameter,Frequency,50,150,250,350,450,550,650,750,850,950,1050,1150,1250,1350,1450,1550,1650,1750,1850,1950,2050,2150,2250,2350,2450,2550
Y_N_c,1050,(-0.0036727457244754816-0.003147441506683171j),(-0.0599750337545373+0.006843773242909035j),(0.12015826107762706+0.02419894605239886j),(-0.06252915167110788+0.02527733379320827j),(-0.04261435689707424+0.09563399460076458j),(0.022688173826453138-0.09764222055517907j),(0.053265825921482234+0.11580991828302593j),(0.03607282425451453+0.051840003657235484j),(-0.3051905117059359-0.07496028284109388j),(0.5791298973389168+0.023433756823461334j),(-0.5975099305540265+0.28740795491880716j),(0.3428605268318637-0.3889063923828767j),(-0.06744212215711581+0.3228541798924674j),(-0.0018924488187424635-0.022664097716788633j),(-0.04782345846931502-0.07649922242185682j),(0.08221799329329937+0.09639231259246976j),(-0.016841825217641233+0.03354330437441411j),(-0.04369795854624034+0.011882834856841162j),(0.05500338127144017-0.025912107940199294j),(0.0018387709621995021+0.06894422684345261j),(-0.007150316321232316+0.04179059237980551j),(-0.0028930763673148123-0.031438280371953536j),(0.01650833952287556+0.03601828679593457j),(0.0228386886755866+0.04461660974063563j),(-0.020617891379367384+0.00750855208612822j),(0.015233245001313492+0.004455671210847176j)
Y_N_c,1150,(-0.0014688765117288325-0.00041532026635662784j),(0.0503326705944273+0.033159257957916945j),(-0.06732799038527432-0.07278968946245311j),(0.0987704258619186-0.023654081648982986j),(-0.022249094029722014+0.019475414834494366j),(0.022400856364589154-0.005818583329211392j),(0.0034348814993668247-0.11597888784322229j),(0.04766570018155946+0.09779228724483122j),(0.07756308081193754+0.01590803559092036j),(-0.28862220259748306-0.1269441458483129j),(0.555242519302122-0.07516430423265409j),(-0.536329763685981+0.3165564878968326j),(0.3476820065163099-0.44271618301137555j),(-0.050035478840121154+0.2672012843269165j),(-0.012647982900965195-0.03853326474958653j),(-0.021181724334308826-0.10544768213856998j),(0.11263670858889095+0.04474760515630095j),(-0.020596624138958332-0.008470714484090295j),(-0.03683753943201399+0.016121750402366544j),(0.08011458501388075-0.05421896259009448j),(0.010183677025715184+0.009830490927632642j),(-0.004007054560992056+0.02579867568749827j),(0.010176438163092582-0.046335940082238194j),(0.045065645525854604+0.00878230857312037j),(0.015562590667807125+0.005589560454249724j),(-0.01633646156143016-0.00664977272663889j)
Y_N_c,1250,(-0.0005048869605819142-0.0018705482485319481j),(0.004816371923915931-0.017145387467527338j),(-0.01771198993160779+0.019599764744647225j),(-0.04377866043214279+0.011949047910264646j),(0.09987142437479025-0.03920748109780188j),(-0.07527229397404105+0.042924773521319626j),(-0.016790146180829055+0.018922966732242124j),(-0.0035471103580958304-0.12743343379247168j),(0.041982148745289584+0.08442712214585994j),(0.032883040096243446+0.02123707777977584j),(-0.2935052795155561-0.047092662671282266j),(0.5247196064294649-0.10200889228994518j),(-0.5379544168033024+0.3105357784976274j),(0.26946037603165485-0.42435246260872705j),(-0.034477617722284026+0.26197339094272754j),(-0.025219777198593415-0.03414001866689868j),(-0.07121035537547002-0.10462027484649068j),(0.08228405966092585+0.055228959300029905j),(-0.0261296136727738-0.012272492676472936j),(-0.061291790895284394-0.0171293336397066j),(0.03576887556553356-0.038859225879080535j),(-0.006012932418374698+0.014259538686848662j),(-0.01651074957730173+0.01479034765887726j),(-0.03109276082387793-0.06928059062405426j),(0.010938871693229157+0.006810416994564144j),(0.006775137270557808+0.007358788195233853j)
Y_N_c,1350,(-0.0029305121155580607+0.0005478321779805517j),(-0.022728200806944338-0.03276509042838759j),(0.026781038396217365+0.06601258876405591j),(-0.027462868181943375-0.03187250706502371j),(-0.08269284175384096+0.002203876972156379j),(0.060172655283076505-0.02123193803894844j),(-0.02951557697124807+0.047660686216258796j),(-0.017972764967342722+0.04145287682137704j),(-0.04740030015081267-0.11704728075948574j),(0.03894047119933113+0.12088056839526252j),(0.026997746539208195+0.0010325131705830584j),(-0.29278432782048386-0.049728761436176355j),(0.47595366466640593-0.08865010848764557j),(-0.47876282531262243+0.34959574974343477j),(0.23551243242311307-0.4124664343225696j),(-0.04867513839625753+0.25590787596386333j),(-0.02741494454437699-0.005801932705942169j),(-0.05887526772820082-0.08041540794297548j),(0.08480068589481825+0.04665724781832277j),(-0.0455066670383322+0.02742830146070288j),(-0.05156782719656824+0.012140886969418875j),(0.04115768355875297-0.035568880964456796j),(-0.013361243788636528+0.0246679343811922j),(-0.01778426895818176+0.046902687675220385j),(-0.014649420819403064-0.030789916342745662j),(0.009677278689486845+0.00846591868505303j)
Y_N_c,1450,(-0.002080980328957971+0.0016982686337035056j),(-0.0015115523270385052+0.043944862676629844j),(0.017834351545256307-0.07708281357871695j),(0.04797342355612059+0.04772383759674465j),(-0.0005064751396078451-0.0062166139100334255j),(0.007712655486990024+0.01016720851382193j),(0.05696400386296204-0.03674052651284037j),(-0.027308677468723144+0.0338432000548444j),(0.021830237370998668+0.053750383995477526j),(0.0014408912594068065-0.1365730338735629j),(0.0804458901055564+0.09667467984257792j),(0.03163651577169459+0.019588627704883177j),(-0.23908645956485858-0.02425079202277876j),(0.47552729999062926-0.13279843642363562j),(-0.4392370407370476+0.34538150089913516j),(0.2426752678148511-0.3990092596211832j),(0.001233711441229464+0.2495403456355465j),(-0.007939697112949087-0.023798564687001197j),(-0.06597757061522247-0.06978234057645806j),(0.11075551300904553+0.04606524110629072j),(-0.008203818126991275+0.007448303611716849j),(-0.04417716594840477+0.010500665180269422j),(0.050675429889539096-0.03161279584563108j),(0.010381340214970312+0.029894678280602258j),(-0.0016792807284371353+0.02107012946224412j),(-0.00887843620046392-0.031254907559581956j)
Y_N_c,1550,(0.0021845700847496754+0.0034530056512263757j),(0.010922853028034394-0.006113190980982227j),(-0.025037403869192027+0.014671981547984927j),(-0.02945906706913524-0.020844055003696686j),(0.04626343312190063+0.05163009538769289j),(-0.05126448743165421-0.02704589442617017j),(-0.0232654608738929+0.0028948535382817527j),(0.06305990722467075-0.03199091546456154j),(-0.027833207163267343+0.03243641690390694j),(-0.00975937841475234+0.042772877773012516j),(-0.05401760120537067-0.10503125573993j),(0.07373322635647046+0.09269073189858429j),(0.02610854169894893-0.01215997841048035j),(-0.26281835569799367-0.019178768408626503j),(0.44839312832912454-0.13527703200912497j),(-0.41994827707607096+0.3525274872557203j),(0.19566497126614885-0.41708371354818374j),(-0.01521886631131735+0.2384172153654925j),(-0.005786367248145724-0.019806832225356934j),(-0.056355189993257664-0.08585153253023012j),(0.07613492168527322+0.03284028566585076j),(-0.01885157564173104+0.008178001064798218j),(-0.04302763075434463+0.00683746974340201j),(0.047409052098089724-0.05960313862671036j),(-0.003899037158211954+0.019928016527034173j),(-0.006875853493463912+0.025657683144385365j)
Y_N_c,1650,(0.0015032201497876994-0.0013018731890677647j),(0.013439473262307967-0.024640675541505622j),(-0.023909246580127497+0.03222289680622632j),(0.015186739444633328-0.027077692607330176j),(-0.027501852204470885-0.060826744563929974j),(0.037431262849486766+0.02875183484069313j),(-0.02857509764176403-0.001350958399397132j),(-0.03399153525448131+0.002576201112860062j),(0.04531308265324187-0.06235997955502756j),(-0.04463114255483299+0.03413187762453996j),(0.01604792059105477+0.019236080469803202j),(-0.03683176325699985-0.1188873646745008j),(0.04940520313222092+0.08160239474342934j),(0.02552660756849839+0.006472594776657367j),(-0.25527810485843716-0.01621920911946177j),(0.4219307006599184-0.17429015080034937j),(-0.39862830951572836+0.3595892266619575j),(0.17704273981820062-0.39847348176335573j),(0.0017138913903745926+0.22501427280818787j),(-0.03621919006096194-0.023101491690822182j),(-0.061623034417940335-0.07114350144498892j),(0.08306568551268084+0.028487337925506544j),(-0.02133084848117554+0.0014911616227525645j),(-0.059317174751490856+0.015867823878407322j),(0.03396401447334191-0.03873394895497297j),(0.0015113857567563222+0.01174003881353234j)
Y_N_c,1750,(0.00017868114050089955-0.00033117228165740825j),(-0.029947265381371643+0.0158916632873094j),(0.05877244418835154-0.018444776256703696j),(-0.012561387754179261+0.047499308073763465j),(0.00690800603543841+0.009680013920747167j),(-0.005643273507058149+0.006470057597255236j),(0.041091861178592856+0.019452691757652144j),(-0.019459729544861075-0.006197726668110536j),(-0.02621726178228935+0.036344349058336174j),(0.07995595941904185-0.03347341611238823j),(-0.02308229642209846+0.059025429963790677j),(-0.0006746856750759793+0.03315819528711679j),(-0.03173382443219585-0.07830043872598916j),(0.07460838312102089+0.07872267379537824j),(0.03480982932715845+0.005639284801811092j),(-0.24096547045249905+0.025527453505445944j),(0.41046271651477617-0.1569463008374976j),(-0.3552296558082535+0.3647462907670814j),(0.14799935152628996-0.3929891628154573j),(0.01832222247101404+0.2376839503297404j),(-0.009956887166817254-0.006267346844388954j),(-0.06164076150967244-0.06353987422570805j),(0.07991158781486746+0.0353344233164666j),(-0.016210270651572642+0.01746726719194036j),(-0.034538095981214954+0.013738186113668891j),(0.03229458429166315-0.034155837751737805j)
Y_N_c,1850,(0.0007022159378525773+0.00014039124841775305j),(0.009490776880617023+0.003027711015496353j),(-0.03107885905657768-0.00924039594404444j),(-2.3448854960869245e-05-0.029577385284585048j),(-0.0229976464883797+0.04014864548851824j),(-0.00246640932360961-0.04193657685590086j),(-0.015547838542939497-0.015337698714214743j),(0.034664215332668176+0.02861065778013915j),(-0.02425753891782297-0.008731281277198312j),(-0.04294758254073074+0.007582708746118359j),(0.03384314848372783-0.06289113126631146j),(-0.027823031950347174+0.05031030371288121j),(0.01569887006499948+0.014023150922294902j),(-0.04744944229843665-0.09614200199670271j),(0.05746619256292001+0.07765100858111218j),(0.02283553538824138-0.006979489300309148j),(-0.22875013125896962+0.006665968227733237j),(0.376562942510653-0.18402604566563135j),(-0.33394032522912526+0.3690249513470072j),(0.1426972706238626-0.3845811515787141j),(0.010448590403926985+0.20275946898051847j),(-0.018407388662837726-0.012645250708131687j),(-0.061751265355933005-0.062120927910394044j),(0.09325565271353306+0.02220428101621601j),(-0.022160686970075654+0.00626653497573515j),(-0.04308469498261108+0.01342479284019023j)
Y_N_c,1950,(0.00016651288358447564-0.0014143787118531307j),(0.020600416480512924+0.001142139873508011j),(-0.02035873813823678-0.001995930786057393j),(0.02473731075389011+0.0030039938323553664j),(0.0381172133625283-0.03871869954633284j),(-0.0033098528055528127+0.03725115471721608j),(-0.005389747875814403-0.013966802804977075j),(-0.013309615101839284-0.02320338168085302j),(0.05371738146546837+0.005471234543749195j),(-0.020903352467696746-0.016405593734229906j),(-0.0052319357644171035+0.022220847226229308j),(0.05862776593138546-0.05155957996504245j),(-0.02806246837670862+0.0350686194686416j),(0.007986152157815273+0.0231793931884937j),(-0.035035286969779776-0.09614312904698488j),(0.08204022941979826+0.06308966489451372j),(0.022180997510338-0.006546025682678132j),(-0.21934026287775985+0.025470443687800347j),(0.36812057363605677-0.18590214389581292j),(-0.3147853720919027+0.3432126121859348j),(0.12521723506375673-0.37029974809968674j),(0.02639164075921357+0.20312609584822006j),(-0.009538666312509447-0.01421444611249859j),(-0.07103597188029157-0.06656796092824321j),(0.07839429784911281+0.02137693188430334j),(-0.00756513458097173+0.008025057749278454j)
Y_N_c,2050,(-0.0003754239680975181-0.0006622343833707541j),(-0.02270192116533529-0.01487771004478757j),(0.033640419917351484+0.03307299673466444j),(-0.036491713483531855+0.009330671741448561j),(-0.012180781972630332+0.012199238336660222j),(-0.006300683259504135-0.0038184691409565105j),(0.002229608359869046+0.03244673809778391j),(0.00011641958105322645-0.009934515305427228j),(-0.03562569487183804-0.0029880259921374937j),(0.04297391360505407+0.04251653720731689j),(-0.039339592449834204+0.00358851747994513j),(-0.027331653548874048+0.012745388626292414j),(0.03173873125032224-0.034975884469145055j),(-0.017496714994057763+0.0504821435514386j),(0.008343351635273468+0.030175011712508405j),(-0.06205505167774573-0.07578814274295359j),(0.06346805739685081+0.07381057246716909j),(0.02178557982787421+0.001784796109443584j),(-0.21303493251014838+0.022215082474369943j),(0.3373917569876775-0.17357181941772876j),(-0.2964796335476241+0.36202143903385275j),(0.10490353767061593-0.3618258703109794j),(0.020706267565111795+0.19668744649386205j),(-0.018265362596739238-0.0052829591112635126j),(-0.05878555300579289-0.04892132094878113j),(0.07056033956056368+0.019318820837406984j)
Y_N_c,2150,(-0.0016783386004114913+5.8628199313413154e-05j),(0.0032419018568835634+0.008009511639236295j),(-0.009452697880234376-0.031342949119010866j),(0.020682647939364144-0.013422695809177019j),(-0.030246662085777108-0.007198082356882921j),(0.02670138247267093-0.017523846652647935j),(0.004104995788049654-0.01963589209054004j),(-0.009044954768827893+0.029417588145552426j),(-0.000393944786182733-0.018121331033408697j),(-0.022332635297431243-0.0343144876170138j),(0.04974080654264695-0.0038946287874243313j),(-0.03227190547140662-0.005436724356434566j),(-0.005335190454881137+0.015279285168139563j),(0.03633687058052613-0.0556326822804081j),(-0.027017148045808525+0.034906896157858094j),(0.014929493378379321+0.012618253500151224j),(-0.0409255350474639-0.08331173889265252j),(0.07171706615815349+0.051002928108574506j),(0.013343357947453182+0.0005981190321726682j),(-0.2004315981398047+0.032045506744235425j),(0.33284100186444554-0.20117417199768411j),(-0.27526989873386165+0.34681019479090575j),(0.09432595509184817-0.35493934464329024j),(0.03603103784753299+0.19511433355285174j),(-0.015955429769595117-0.017263076636790678j),(-0.06218726361590815-0.05515931179246846j)
Y_N_c,2250,(0.00031844927174405553+0.001000689646932848j),(0.005692435628643037+0.014594306974514954j),(-0.00395608408742567-0.006758548975638095j),(0.006213652278015591+0.019842047581401227j),(0.04030453113078249+0.018421898573459092j),(-0.027574974355381473+0.013768235576199437j),(0.006055133967719996-0.004413718080558118j),(0.012724332714435675-0.017485947595080188j),(0.01614836152852431+0.037164820211223755j),(0.007537763759191787-0.009339731205493713j),(-0.0193273860806291+0.007309572050303771j),(0.049653404725586894+0.02453288762779787j),(-0.025247985571220988-0.00851847660227392j),(-0.014028763877258285+0.01733144951029686j),(0.04601951824517083-0.04116384619391743j),(-0.009066811153478469+0.05400260104650832j),(0.012363861079502155+0.0185573668820868j),(-0.05128923092724602-0.06897170815665912j),(0.07426368134767102+0.058600097524228525j),(0.029267779069317983-0.008138626682260192j),(-0.19684732534455074+0.0434985455013376j),(0.3155555269449208-0.18704478772980915j),(-0.2532156896041465+0.350632244047382j),(0.08523943914086635-0.3535912821452308j),(0.03420669926793879+0.1842565717932985j),(-0.010119896885524143-0.0015778331204444442j)
Y_N_c,2350,(0.00010144899935233642+6.198295342976456e-05j),(0.0020558135629838736-0.022239474528306193j),(-0.011078465758901642+0.03373460436319564j),(-0.02042051618282573-0.02187491040193037j),(-0.017105352747067037-0.009536912872335034j),(0.0019878329588739387-0.006971054866954867j),(-0.02061654630802611+0.012385146858155602j),(0.00459386284732248-0.0006491353412612983j),(-0.01251398155648904-0.026295367810144698j),(-0.017081801696002312+0.039924398070851644j),(-0.013871143754214249-0.02380087506291002j),(-0.020609834886757095-0.018208684070783385j),(0.029645378882654505+0.009415794509542101j),(-0.031643525055861+0.004100346076114135j),(-0.021705083025726744+0.017102546114472483j),(0.02046054400867358-0.05751030978353737j),(-0.02472045925736709+0.04160488871171381j),(0.008527629057639945+0.01755642518361732j),(-0.045653325169385514-0.07175913686993592j),(0.05448022469083854+0.05154459055695983j),(0.011502940746938485-0.004533171773738481j),(-0.19082138694458764+0.03781282236827717j),(0.29653150842231946-0.19779387687952438j),(-0.2459136332392035+0.34143987953092597j),(0.06951577133094086-0.33091531043658745j),(0.033861644121934646+0.17046364758209867j)
Y_N_c,2450,(-0.00022245370621727884+0.00022919174863758748j),(-0.00412930643531323+0.006691383949980665j),(0.021554566671352332-0.02238766831651831j),(0.018740279320194928+0.008958490570887573j),(-0.0002922728774544057-0.020672952076480684j),(0.022164018667939316+0.011726886225275786j),(0.017330221062130845-0.005545651082194078j),(-0.022023338136602993+0.0017600393949285418j),(0.012728022556725716-0.00555790192064621j),(0.02093553240915047-0.030735752212673266j),(0.022003133959873966+0.030484842895970754j),(-0.002334902058695805-0.019324078283044357j),(-0.012914606991193924+0.0006514624505574765j),(0.04701305010018139+0.002390325747941619j),(-0.02202994956656703-0.010819785800647054j),(-0.002499009992677299+0.016378935365386368j),(0.03815177089672328-0.04423384050025585j),(-0.005826412395769831+0.04069563497336185j),(0.005525558700115669+0.009951329765673967j),(-0.04494570972379473-0.06468460437980733j),(0.07896280155257793+0.04642643622790721j),(0.02045616492689416-0.006597625619974423j),(-0.17981072899160994+0.04206966503870577j),(0.2833028523764534-0.1885736959788323j),(-0.2198329270313453+0.3291263902755659j),(0.06671870047637235-0.32864896810289723j)
