Parameter,Frequency,50,150,250,350,450,550,650,750,850,950,1050,1150,1250,1350,1450,1550,1650,1750,1850,1950,2050,2150,2250,2350,2450,2550,2650,2750,2850,2950,3050,3150,3250,3350,3450,3550,3650,3750,3850,3950,4050,4150,4250,4350,4450,4550,4650,4750,4850,4950,5050
Y_N_c,1050,(0.0019022359555465815-0.002603099843689847j),(0.014216810976469558+0.016250262292787185j),(-0.0073156449664077096+0.027285144597922504j),(0.03632784997457988+0.008599972345197736j),(-0.0018413130917199101+0.038879677851249475j),(0.0007849378605139087+0.016325612827390906j),(0.03469784449826341+0.006145136107718829j),(-0.014923329757357422+0.07214511938058986j),(0.005252024362634838-0.038508812401894264j),(0.054058910217305606+0.10103001211528576j),(-0.07362430969950323-0.01904467706667216j),(0.10455467556844181+0.04847165586403464j),(-0.08079351930440033+0.04828237064050392j),(0.05729218808501362-0.009670018317266852j),(-0.017254030831903713+0.07636965604714714j),(-0.0007116693502547168-0.0035768571981639307j),(0.004129100168350057+0.046249222856920257j),(0.007100557813085295+0.030354727752440202j),(-0.015132275624149323+0.02621369940491855j),(0.016598279201610236+0.02732730925417786j),(-0.00671395299658834+0.03965334681208526j),(0.00036401362499750384+0.01638432744902144j),(0.006475908968694884+0.0354001777972401j),(-0.0004732721375978638+0.029112167201672697j),(-0.0009420954909218675+0.02121542557531809j),(0.009631832636704548+0.03309643834381723j),(-0.0024352328633245428+0.02661102002231803j),(0.0048622340016388375+0.024287754309319096j),(0.007156390887180954+0.031712408345980304j),(-0.0007506418046545598+0.02518315566080216j),(0.0064161857782831285+0.025019511821092473j),(0.007106333211138899+0.031576364125042826j),(0.0005803607142879624+0.022403671265016252j),(0.007711538390397421+0.026007640154220246j),(0.0074169587473917244+0.03048123858299431j),(0.0005166990273316775+0.020939869335051663j),(0.00918624731350652+0.027638272198670513j),(0.006082481889537551+0.028609401156717357j),(0.0026472136209183122+0.021309190337330138j),(0.008593869792326077+0.02690164527135824j),(0.006682245944333965+0.027588862288359342j),(0.0038476228735642307+0.021448751873606543j),(0.009660164202634384+0.02709131106934995j),(0.005763311750016454+0.026337761253168664j),(0.0060167882425770074+0.022295210758517283j),(0.009256000505925783+0.027457592998430206j),(0.005752552983701115+0.025064880127708335j),(0.007360872674416635+0.023076682738061034j),(0.00903471726022019+0.027180170510262752j),(0.006022804814663749+0.023420934146856476j),(0.008006282324823387+0.024135814853953018j)
Y_N_c,1150,(-0.0026485398338545224+4.3686533202955775e-05j),(0.00022939252848219738-0.02025667750962324j),(0.023989601300037234-0.009493026851603739j),(-0.02198906179613109-0.03399998955213552j),(0.029711487987967255-0.017547505861838626j),(-6.149720259319286e-05-0.01524941785268088j),(-0.01216901184420803-0.01670118123487538j),(0.0344304011692417-0.04043166985341626j),(-0.009424144861562326+0.03179222226573229j),(-0.01149972957696696-0.09735772130610232j),(0.06826864546478006+0.055021183578981836j),(-0.08401080096968223-0.07592766590782807j),(0.11006592388292938-0.006429415560203787j),(-0.06933982513575991+0.009356316200923108j),(0.06341176254527496-0.07512860673097055j),(-0.0036531157517576598+0.03508360688244483j),(0.015157511310121878-0.05528421605934473j),(0.018876430435650723-0.012685749183095962j),(0.018075701296885523-0.014906173140488931j),(0.004149795672601205-0.024536024574544204j),(0.027382315779609267-0.02943715907769983j),(0.005848696882246115-0.0049574294550251505j),(0.015052414210734673-0.03557164556227154j),(0.016968866712114988-0.015987927538475697j),(0.010155790417469102-0.01655436818539955j),(0.011603756211817346-0.02861851250400701j),(0.016884592150910205-0.017412002288444042j),(0.007277036613243877-0.01882707409764028j),(0.013642709235393149-0.028076266291509798j),(0.01280384265570233-0.015287707452798583j),(0.007815008128437339-0.02132993287585932j),(0.012487075429306858-0.026773737954755183j),(0.010348020514444653-0.013944149274660377j),(0.007556489083412013-0.02313314408625662j),(0.011370742957684452-0.025095280516219683j),(0.009206726193667053-0.013451472488519335j),(0.0073123506923724905-0.0242867381974833j),(0.011667944509635517-0.02334571614303381j),(0.007252388937385437-0.014185671883074073j),(0.008426470666982735-0.024112874667758917j),(0.010004082564636186-0.022082034560785526j),(0.007365414553139405-0.015740757510151325j),(0.007573720695462255-0.024207702968932016j),(0.010021134557279206-0.020426756875118888j),(0.00627471334318258-0.017733855588446725j),(0.008222613223164551-0.023868477681792555j),(0.009036239641334494-0.019654295349371215j),(0.006127102227556955-0.018943153768109323j),(0.008275538668230342-0.023745458169862635j),(0.007921615370344443-0.017991396624162184j),(0.006402782431454398-0.02039619419056162j)
Y_N_c,1250,(0.0011586875317812861+0.0016483221421716159j),(-0.012084086912525183+0.012915095711111168j),(-0.021781793059130826-0.013574747519020294j),(-0.005823146402643368+0.0393142026907783j),(-0.03191248665846927-0.014774709944548086j),(-0.0011797425826183218+0.011555139799717805j),(-0.006989363625787548+0.009674891590071491j),(-0.02982387585642663+0.004090415350252208j),(0.012911127554832117-0.026645489856131525j),(-0.01933644599310948+0.06827588936786805j),(-0.03758134256740732-0.084095832386332j),(0.05209825464320195+0.08271306554128299j),(-0.10755446606706255-0.048140467584465704j),(0.08575798951291908-0.0021147124951326653j),(-0.101358087348666+0.04579181414326387j),(0.033858124049484434-0.0619915930150986j),(-0.03430737671236087+0.05582788940669308j),(-0.02685076060845916-0.02528392632235097j),(-0.006384147713953065+0.008734942043519803j),(-0.019501973951745508+0.006403521243168726j),(-0.0313160846569474+0.006972162075510352j),(-0.0013048293234165466-0.007077787911025295j),(-0.029262472139117427+0.02077183256990786j),(-0.017994836606772868-0.006463136533090097j),(-0.011316458457259367+0.00844229686665686j),(-0.023271259477158537+0.009221877186158446j),(-0.01838681809674146+0.0008600051487234889j),(-0.011056885144167538+0.006690961431801838j),(-0.0248753214438263+0.010389127522648419j),(-0.012489503630668397-0.00036880641029936583j),(-0.014402551920679973+0.00919238424620992j),(-0.021807277920054966+0.008698820328989772j),(-0.010499748628975375+0.0006754761841983609j),(-0.015306297651619106+0.010359214401833456j),(-0.01976926330366676+0.007410887371756927j),(-0.00908726371587391+0.0017820223886550154j),(-0.01580471512109036+0.010128558866947834j),(-0.019177363657707735+0.006628456756992711j),(-0.007815461710584974+0.0026055099868643435j),(-0.017525142761851072+0.009992853657189394j),(-0.01661637907364535+0.005968589369549165j),(-0.00996673090498442+0.004245188205674729j),(-0.016775097520012303+0.009692768547720023j),(-0.015713071418770447+0.0048513280958687325j),(-0.010540358240637166+0.006106496712309778j),(-0.017121465773886985+0.008643762268629483j),(-0.014255777836949781+0.005226209452975636j),(-0.011715524004766012+0.006653215948151843j),(-0.01701669756421857+0.008742434748254209j),(-0.012651716279810963+0.004264969015613424j),(-0.012922477326596082+0.007638751846732964j)
Y_N_c,1350,(0.0006170876265822104-0.001366175795567374j),(0.014754433248006977-0.00022751076783548117j),(0.003974967937816545+0.02619987069240419j),(0.0278491708651299-0.022007240757577436j),(0.010490703272369225+0.03574763243379802j),(0.0006685875265441464-0.006317174346020502j),(0.013244576700805496+0.005727833497179855j),(0.006085851098038188+0.018497278513878272j),(-0.01637563723764212+0.020373116017209973j),(0.026838837606551817-0.029314334061154704j),(-0.007015979527112307+0.08733066012648247j),(-0.023450622116537142-0.07267969619599753j),(0.07101327779844296+0.08718945949576735j),(-0.09908231340556282-0.018828215758946654j),(0.11591663800974833-0.00011773142585239094j),(-0.07992163493087699+0.06420384671695677j),(0.05183634329717659-0.0514028193135065j),(0.00647817501908911+0.06544502419701788j),(-0.009509332375136932-0.019971417626114433j),(0.02217973706016791+0.01984139872481438j),(0.014155043430730645+0.010368170686538936j),(-0.008168560656651022+0.010762108873012557j),(0.028018541968502616-0.0006185087499299084j),(0.002479532935418977+0.022829744803229014j),(0.0062799569485096594-0.004305816956360745j),(0.018259595011455604+0.013418993649816049j),(0.006522791105173859+0.010147030725723587j),(0.006025232269679321+0.0036965777784545967j),(0.01979413882860752+0.00957928192988809j),(0.0008577498124771898+0.01004758038081537j),(0.01096348741146439+0.0028784350998794163j),(0.015067786444090424+0.010538703528466744j),(0.0011815232169474926+0.007159209401421616j),(0.011887415377626238+0.0035356243605518577j),(0.012803287658288684+0.010479000506845703j),(0.0006924795529173772+0.004921241065778995j),(0.012016792733301541+0.005285900536829917j),(0.012088176687076752+0.009824847812545539j),(0.0002892714210297996+0.004607628202525469j),(0.013869614676477586+0.0057921240775475145j),(0.009478893627800227+0.00937309972399679j),(0.003870323085377859+0.00442031879882907j),(0.012891464768903323+0.00654482398581026j),(0.008411026756224443+0.009272515284938578j),(0.005485200570399515+0.004062057012931209j),(0.012536512897211938+0.007827984247792909j),(0.0073726914500084305+0.0077326405855789974j),(0.007183538677591523+0.00502356219585234j),(0.012303794632569217+0.007450332414597428j),(0.006120986691620067+0.0077505434765108416j),(0.008612557506846611+0.005121337684166068j)
Y_N_c,1450,(-0.0011236491120585035+0.00012184888660823902j),(-0.008091697300219199-0.009637653984325563j),(0.015998334673185597-0.02103336582331593j),(-0.029795896581924625-0.005519228697751702j),(0.01744378505228989-0.03297982689537684j),(0.0021107869452853143+0.0018084758168677257j),(-0.006650675704822569-0.017834127598277624j),(0.020741335874190265-0.01877755713157931j),(0.01746002303385153-0.011869375661122783j),(-0.012966856472262263-0.001632345233479856j),(0.04341630686167624-0.06136260740552599j),(0.004920369624791638+0.05181656844138517j),(-0.0210903705349446-0.09671512259583641j),(0.09455223328518716+0.04662446924086498j),(-0.10444392466800462-0.04517066279143847j),(0.11948795651147268-0.03485348954057956j),(-0.06913076985757112+0.04260902794624028j),(0.037327111036409275-0.0871941724919329j),(0.012156110171577247+0.0477741912815058j),(-0.010981186021823502-0.04545463930588493j),(0.013951662054018855-0.007154599111111288j),(0.01195746806405029-0.006383299258995193j),(-0.011864761679114919-0.012794437928549037j),(0.01845787698005246-0.022400186638750576j),(-0.0012988969114768102+0.006232255177998344j),(0.00014057784812494985-0.026485856808911638j),(0.009222894937691437-0.007416647331918781j),(0.0024653937713562377-0.007529064824467615j),(-0.002231714642312391-0.019249703712592468j),(0.012640190356309625-0.007632822488102006j),(-0.001600063103565623-0.008354371472304212j),(0.0028256310157089674-0.018926037116388943j),(0.0092675635950019-0.004722768782968798j),(-0.0008394831414263982-0.010754140629591763j),(0.004040761208616111-0.017255640980416976j),(0.00837598928869333-0.002806527550549935j),(0.000314365638945659-0.013073466577429782j),(0.003927397650019184-0.015494618328588283j),(0.008277693359015889-0.0035562523936907417j),(-0.000990937781065667-0.013815149058264399j),(0.005526651153263524-0.014221685537698153j),(0.004964501744128656-0.005431468147659376j),(0.00044941724198500725-0.014711343581378404j),(0.005703422701027409-0.01305373157142663j),(0.0038224160444720453-0.007024024694136995j),(0.001409994867583462-0.015537898997528228j),(0.005659431170167175-0.011074576498166499j),(0.0028492376520934085-0.009413975282668022j),(0.0016835270728922372-0.014846274483258362j),(0.005785390896790428-0.010638812131526723j),(0.002194772022990475-0.01045388044286867j)
Y_N_c,1550,(0.0005386543814373797+0.000611201604461243j),(-0.002514019336352863+0.01145541642782493j),(-0.024500378493891035+0.003265176750586714j),(0.01159657342546089+0.02489467261547864j),(-0.03251916161064259+0.010993646111730291j),(-0.005816269560735855+0.00022483574784241457j),(-0.005229693083357306+0.019684079743744476j),(-0.034503986044069+0.0023871957764364667j),(-0.013803589338379342+0.0032604101778901454j),(-0.009792156789861376+0.013976886106591662j),(-0.053765457551351106+0.020004622095673098j),(0.0017910682196238224-0.028848416861922393j),(-0.019854700114569305+0.07584734904271342j),(-0.07005128481456886-0.07131216372747082j),(0.0713081994601854+0.07222816872220275j),(-0.13268234158609246-0.015653445055607333j),(0.08573855329452082-0.026665050452699523j),(-0.08697618483701883+0.07852523054707408j),(0.009987193890634793-0.07694664842171749j),(-0.010915338342446294+0.06375092975534205j),(-0.03410351271580087-0.020025945711527004j),(-0.004407996574579734+0.0035858077774624016j),(-0.011044795455368843+0.011053170977802793j),(-0.02923110901369897+0.006782531828467115j),(0.000640382101732597-0.010291784408424218j),(-0.02077080921873132+0.02346915688523802j),(-0.016745924312534827-0.006806402850008165j),(-0.008509669352424294+0.005861903337000922j),(-0.016328197179468065+0.012953607152284333j),(-0.017747508427320917-0.003295418155863151j),(-0.007182533161195945+0.006063793129636992j),(-0.02001830380786472+0.012145799695109288j),(-0.012490588864725096-0.004434170527284128j),(-0.010562815618850632+0.008797753832219715j),(-0.01908213047502439+0.009620243478399992j),(-0.011079585139840283-0.004532553196652709j),(-0.012879468341284474+0.010136350331919904j),(-0.01767740457051398+0.007849257117800608j),(-0.011246265325187554-0.002697695703453317j),(-0.012423234774400497+0.010493212568360295j),(-0.017719504307040036+0.006778877882746564j),(-0.009904108731946335+0.0003458710095306269j),(-0.014154889242091712+0.011072094996196831j),(-0.01643961283540198+0.005511705308074807j),(-0.010603977206717014+0.0029867193847598734j),(-0.015107560198563607+0.011012465636597475j),(-0.015392711011004267+0.004160641971172377j),(-0.011172798231949884+0.005726493186339749j),(-0.015274659610358276+0.0100661827579982j),(-0.014273588317254692+0.0042045068062054325j),(-0.011865347241255937+0.006821008557565945j)
Y_N_c,1650,(4.8587167032973655e-05-0.0004933271351676924j),(0.010164540724858062-0.00559409530640543j),(0.01686549058518575+0.014026658507634314j),(0.013351604339343065-0.024451148328616678j),(0.026044032282581123+0.01362097573952607j),(0.008369021374504359+0.0003171988856648712j),(0.013358264788420442-0.012107253671576484j),(0.029002049948330586+0.015920782092715944j),(0.005911080778576907+0.0016413477010440867j),(0.02682918903250628-0.008777321777324371j),(0.03565104841710142+0.014529892738446078j),(0.0001588783345995719+0.010373035975954218j),(0.03625191763192844-0.03985806523294931j),(0.03096902037499055+0.07772189414779586j),(-0.034030091882413745-0.0780315071346467j),(0.10886055872379354+0.06133798858818305j),(-0.0979489614441288+0.0003768612498656204j),(0.12152490240022906-0.042129166648382045j),(-0.053070701658485535+0.08716036579136197j),(0.0385994385390693-0.07101187260152206j),(0.029933049030824336+0.05967410795475451j),(-0.009137453250689974-0.0135251894086066j),(0.029372341863821982+0.007007507301063024j),(0.020638119922533428+0.010760740533162123j),(-0.0026588020113529824+0.011267466803352359j),(0.031329716273007624-0.0075699736039037315j),(0.010299174067625008+0.02168914007964731j),(0.00998221788881059-0.0030348833897690043j),(0.024143221083358795+0.004900275159435195j),(0.011114974598665506+0.012698174092499475j),(0.010973735547942507+0.0006296290056937246j),(0.025613567666617078+0.004060757526840376j),(0.006487473706989215+0.011886092215732494j),(0.016205641865590894-0.0008056554101966646j),(0.022446325155723125+0.00605709913523521j),(0.006316022775392253+0.009771242513995432j),(0.018364717531512146-6.85864356326513e-05j),(0.02025734178162523+0.006554494677145714j),(0.007370047943543293+0.0075839097864486265j),(0.018381266148799424+0.0005152307699974211j),(0.019166849513186507+0.006306407485917551j),(0.00850029201819922+0.005295835462841705j),(0.019833544324816148+0.00044766855535832966j),(0.01687074008896682+0.006547663680811042j),(0.011229057956224016+0.0033139388525397404j),(0.020024897296068694+0.0012075630621641107j),(0.015683033516297837+0.006559746226268665j),(0.013067490946656999+0.001637569624064807j),(0.01996965627202095+0.002194243938240515j),(0.01401042575729865+0.005332891108000913j),(0.014786142281232732+0.0015356835494790902j)
Y_N_c,1750,(-0.0001197585970799734+0.000187189841450494j),(-0.010810293977319151-0.0030439103893400666j),(0.0003256574465834717-0.01941669711833169j),(-0.028122655778224537+0.0066833413100323615j),(-0.004530698064924522-0.024487301925457245j),(-0.008417304213681136-0.001988487208630329j),(-0.012965136925576621+0.0015971985531625862j),(-0.010695891823539921-0.022658981231768013j),(0.0025273550789678273-0.0005289981333467198j),(-0.029736931118454983-0.004021598169314292j),(-0.002997580582151891-0.025586857277539666j),(-0.005630095880662006+0.0009279578496919113j),(-0.0276873140283169+0.00870584973085624j),(0.006946377810389939-0.060079582802939645j),(0.004590999959954396+0.06540303066471363j),(-0.06254440018858572-0.08397425776246702j),(0.09456611229990075+0.03038074504399676j),(-0.1286471492766747-0.007481910114001365j),(0.09857904620864447-0.0664125231904876j),(-0.06686770445501086+0.06570701943491844j),(0.002386620829062637-0.09141838645566072j),(0.014932193531689657+0.03899694211962266j),(-0.03373962441515643-0.03539739008850225j),(0.003297292643295419-0.013867385844937543j),(0.0015875347265896901-0.008476828992672361j),(-0.025285450761987585-0.010424180627984378j),(0.005143175837217711-0.025849521195360024j),(-0.00881055227528631+0.002221206451672136j),(-0.016465345080743824-0.02287755271138992j),(0.0014311369414383205-0.011943488747427847j),(-0.009338984536823212-0.007211806767901304j),(-0.01661857796892864-0.018004791780714964j),(0.003295356682084445-0.011255586860266146j),(-0.014275433020949087-0.0073991907057889775j),(-0.012471623930642002-0.018465224580186436j),(0.0008393115036664112-0.008048884155108084j),(-0.014536247012409714-0.009976617207059873j),(-0.010856056855019183-0.017052769777759384j),(-0.000986446840082684-0.0066793833254309145j),(-0.01427408191944611-0.011395596878397455j),(-0.00982958613066941-0.015108234378259772j),(-0.003439577093729662-0.0068124127532103815j),(-0.014863647565441167-0.01150197268103212j),(-0.007760978329455926-0.013905669802416464j),(-0.006945583541995743-0.00680684238335616j),(-0.013954354153633216-0.012225588015133496j),(-0.00754738937979735-0.012744684000534141j),(-0.008780241375662624-0.006961507782123735j),(-0.013734666796233343-0.012937660306276591j),(-0.0063771138851837095-0.010437444495643928j),(-0.01047160357749945-0.008288396870109429j)
Y_N_c,1850,(4.2175501722156986e-05-0.00017394023687651735j),(0.005272307630660384+0.008666216632657207j),(-0.014788522664742388+0.010649417806569595j),(0.024046603254811998+0.014477828937832716j),(-0.01634277993418159+0.01624855160218243j),(0.006163866482763453+0.002891834333587008j),(0.005613694142297445+0.004824330996718266j),(-0.007006454969895377+0.014016147205832767j),(-0.007058295026713264-0.0052725696654476115j),(0.019804237399407808+0.012880979174900452j),(-0.023492599236905887+0.011820333910182269j),(0.010239286830583606-0.005850871469398628j),(0.006535547800485403+0.004648178114110502j),(-0.027814091095453727+0.025575530894049084j),(0.010218962833484157-0.044153827942248335j),(0.01428525503453656+0.07512141934519938j),(-0.07522889767894712-0.05923843858625259j),(0.10418974119707679+0.047657152155954896j),(-0.12536554566442495+0.018642439308623512j),(0.09022596905847215-0.047981404594513125j),(-0.051368299536376394+0.09737153839051663j),(-0.000522367622672576-0.07011684265267903j),(0.020317496062487332+0.06390804622178269j),(-0.02702020817571035-0.0059796645401543076j),(0.006465749022421648+0.007545393504580637j),(0.005307179814236314+0.018185006729489944j),(-0.01722289358315502+0.015942116287054935j),(0.007716459557172924-0.003102790458593226j),(-0.001650768492858454+0.02972611635724515j),(-0.009542317113779706+0.0004146807999226899j),(0.004595165648967313+0.010967871455979054j),(-0.000403295190889919+0.01980085294986164j),(-0.008647893523424698+0.003154933029275855j),(0.007248286201504978+0.0110461602051883j),(-0.0035680852037738827+0.019105719222958284j),(-0.003760461772863791+0.0006906146816802247j),(0.004730097594177903+0.013945662983140523j),(-0.003180089347997979+0.016319732128365468j),(-0.0021716129090643666+0.0009941977158534454j),(0.003776937934178117+0.015336177536792955j),(-0.0029917077982968988+0.013455233200102034j),(-0.0004816078363049157+0.003721051699458828j),(0.0034020594623930213+0.014923512971263138j),(-0.0036329010172593793+0.011505371602775713j),(0.00189461882671593+0.005617499571399911j),(0.0017930162156637496+0.014824140896427506j),(-0.002283882051936188+0.010151481266300052j),(0.002293123894767508+0.007133583060593732j),(0.0016991061447978266+0.015035307328721907j),(-0.0022976542599273506+0.007688752844472334j),(0.002898355971255238+0.009332535016699475j)
Y_N_c,1950,(-0.0002094230420984189+0.0002126538328973832j),(0.0019924924652936623-0.008261950475940685j),(0.017398194418415346+0.004788427731685472j),(-0.005993518312913768-0.024129634831824395j),(0.023204322213151347+0.003152039713771453j),(-0.0031001831558713036-0.001944517499343248j),(0.0030176714049746202-0.0040929564704157645j),(0.013273991784555923+0.0030039073708025754j),(0.005651766404424257+0.011466563205967081j),(-0.005368077703815005-0.011606279874978259j),(0.029546259311554933+0.013392901263064102j),(-0.011788760808479392+0.006960470723261303j),(0.011399197208221287-1.2493385683096277e-05j),(0.025263710091597696+0.00949789181181287j),(-0.011212575473583543+0.024428306895984294j),(0.01617328580460768-0.04386196334029721j),(0.04243764567982409+0.07397050513708192j),(-0.06422533835655915-0.06692763076480915j),(0.11633442636354116+0.03376209096533341j),(-0.10432045633480648+0.0194378547595841j),(0.0962197120883467-0.07208475242673022j),(-0.03532253144819312+0.08920687939545016j),(0.008131922146429715-0.08217217155465548j),(0.03271607760332438+0.04315202633084078j),(-0.01836840937794053-0.016269923877323525j),(0.018251109331447173-0.008360919243764255j),(0.015020788850236435+0.00025155708885871066j),(-0.006832300392021808+0.003430532839776926j),(0.018505489282443735-0.021332394900017683j),(0.0063833297947430145+0.013979012221818554j),(0.0006488226778565529-0.01159901332289516j),(0.013853425933092071-0.007739149442389825j),(0.005233846514650024+0.005508892278026331j),(0.00041838041798276547-0.008606391892788995j),(0.01468163272452748-0.007876490105990305j),(-0.00017874877981820985+0.006260904589162173j),(0.00488951966233246-0.010133652610643473j),(0.01179725892323343-0.00517559323876063j),(-0.00017089523039850616+0.004427387287419922j),(0.006074982544305595-0.010452333569899478j),(0.010197120580241486-0.0029398431542720692j),(0.0004631799094209852+0.0006993881123833563j),(0.0068625915483785695-0.009028187740024665j),(0.009152776167520164-0.0016297665620890276j),(0.00045821907423370745-0.0015882391223966592j),(0.008222263983642647-0.007879336607395322j),(0.006659147397107963-0.0012140173447970633j),(0.0020534492768382053-0.003030874627052033j),(0.007803468000490126-0.007655180940200871j),(0.00578256918074445+0.0002690119425880469j),(0.0028119508153531822-0.0048839069542822595j)
Y_N_c,2050,(0.0004078647142248757+6.648947097091817e-05j),(-0.0061922300262633205+0.003037962479744919j),(-0.008015242793960129-0.015767067496126774j),(-0.012161837887294705+0.01676368443413066j),(-0.01363006043467488-0.019338856782352747j),(0.0009416488381516191-0.0005220706687758003j),(-0.007507491757382434-0.001719750593157382j),(-0.006505287335044877-0.016663200731631696j),(-0.0001578698243548636-0.013713152321744942j),(-0.00447826424866566+0.0019123610588756626j),(-0.01535859225517932-0.031788407547633256j),(0.01023542234511442-0.006835886876610138j),(-0.01656272998649622-0.012731929586803165j),(-0.006039268549351524-0.029511798852347015j),(0.004294091325495448-0.012299437505892342j),(-0.021504866825269815+0.008820120566645544j),(-0.00766301712623481-0.06822419664628514j),(0.02456385758347351+0.06159299711374635j),(-0.07984161260045261-0.07054586132159764j),(0.10024052970490728+0.01135857525945895j),(-0.11943301711713225+0.02449726849681777j),(0.07971285136915561-0.08192444908279814j),(-0.0435576286511305+0.08326946022254005j),(-0.011376730064046325-0.08029457817960339j),(0.02426226199347792+0.03751958142775505j),(-0.032634561297392235-0.01772960463507619j),(0.002656959192810168-0.008558358211157904j),(0.0034604079201762243-0.002699335948148553j),(-0.02286436999534701+0.003330884528761833j),(0.005892838994056014-0.020763386954045282j),(-0.004891944102474559+0.009923589800770492j),(-0.014770457891124134-0.010737444119522535j),(0.003962520930642772-0.007164350149282578j),(-0.004930046610989115+0.001704354868811998j),(-0.013682711371436495-0.0071339569008197455j),(0.007556036753449799-0.007262313415985379j),(-0.00916760581854224+0.0014637598137468035j),(-0.009281596263441785-0.008383198021445624j),(0.005221290807609269-0.005068643808413216j),(-0.009433361258427557+0.00033334990720065025j),(-0.007339976774928171-0.008681782076881608j),(0.002431913878302538-0.002723863464363197j),(-0.009803969845482617-0.0018750988942532222j),(-0.00554402376076895-0.008287739173783927j),(0.0004062476947644573-0.001974903655312853j),(-0.010053688520555328-0.0034831638005120777j),(-0.0031227372995972693-0.007315466861222559j),(-0.0023940651144938488-0.0020054909678063333j),(-0.008925949559545822-0.003757613263634j),(-0.002388254747730588-0.00729429948809236j),(-0.0037597173350557957-0.0015292939455482774j)
Y_N_c,2150,(-0.0002058881697058055-0.00048312177633297033j),(0.005239619529489794+0.002976971213280523j),(-0.0054107547671321055+0.01546114862291886j),(0.01801382265502267+0.000786536464607505j),(-0.003552984567060191+0.021906433861864166j),(-0.000538997260705882+0.0031429240563454826j),(0.006098357356671781+0.007691169816906279j),(-0.00596421750143921+0.018926642040872625j),(-0.005054600665155387+0.010590549799931705j),(0.0054887471623325705+0.009217716818871196j),(-0.00632758582769944+0.03218302087902155j),(-0.006794531162514064+0.007057594432403721j),(0.009748980319219086+0.021764156447982633j),(-0.014753960488903194+0.028631538713893206j),(0.003694524618003692+0.008436990609544313j),(0.008725409027397964+0.013454010298237064j),(-0.015659722550961257+0.045259875570191045j),(0.0013970470591514962-0.039885126404560996j),(0.03294172029225875+0.07742930419299374j),(-0.08137428918790883-0.03849883330516651j),(0.1091706299005158+0.023262406024549244j),(-0.11373715057552203+0.046255260502725666j),(0.07546933655184926-0.06592389552764283j),(-0.03122666362343358+0.09803444464120303j),(-0.013814268676217089-0.06475736193485714j),(0.028864665829152703+0.050774403445040896j),(-0.025296112330804768-0.0020120637668387797j),(0.004660739569341531+0.004266131723404702j),(0.01078679447923446+0.012072042601030406j),(-0.01731960622428901+0.01501979153561855j),(0.007320702447742306-0.006576193876889015j),(0.002713447711300684+0.023983604577377537j),(-0.011000804226813456-0.0002727794218970077j),(0.004644662330864768+0.006405109895616209j),(0.0019517248318899612+0.015354680550613318j),(-0.01185499265113174+0.0019377387758759412j),(0.006585567149150301+0.0067857511373932726j),(-0.0019644960670811198+0.015056993499250484j),(-0.007819787481658222+0.0007613126640426339j),(0.0049542606643198095+0.008682270462265726j),(-0.002527943184640985+0.013310337373083354j),(-0.004816470263383266+0.0013603958938726744j),(0.004503443245877679+0.010715380894804075j),(-0.0036086264139996733+0.011340615582511256j),(-0.0024879255373655568+0.003099363132058606j),(0.003517072380068597+0.011726640992782724j),(-0.004750072198558858+0.009605226914635693j),(-0.0001353454688470953+0.00493180108895105j),(0.0019071896335788063+0.011585272676513315j),(-0.004304270908562698+0.008576037574129168j),(0.0005567880670120293+0.005917333473844285j)
