Parameter,Frequency,50,150,250,350,450,550,650,750,850,950,1050,1150,1250,1350,1450,1550,1650,1750,1850,1950,2050,2150,2250,2350,2450,2550,2650,2750,2850,2950,3050,3150,3250,3350,3450,3550,3650,3750,3850,3950,4050,4150,4250,4350,4450,4550,4650,4750,4850,4950,5050
Y_N_c,1050,(0.05226168077004555-0.09213594195096646j),(0.42857630865026686+0.8142284809674619j),(-0.048536854223695705-0.1974199252911395j),(1.6464811455628365+1.545606555090375j),(-1.3989521083276175-0.9188254660653177j),(3.592865141179791+2.4872082048245643j),(-2.9877556679323494-1.2824722665089585j),(5.413674300832903+2.8831100660503575j),(-4.300161768058105-1.2791879103186534j),(6.3491539591989925+2.3714377897944248j),(-4.9487549832875715-0.977832814332342j),(6.057910721649499+1.461721999986046j),(-4.446082708257283+0.3998611247878199j),(4.875191390460987+0.635771795835764j),(-3.1714822346743157+1.5260778694127142j),(3.285924926388223+0.07535745238518567j),(-1.186368394903036+1.368160534807943j),(1.6652322891413005-0.2129403693371217j),(0.32003971585331425+0.9319705149655261j),(0.5152458253580369+0.3168546540994881j),(1.1261871880656678+0.4560900066543139j),(0.1146499314397674+1.2435405986337j),(1.3274074210571944+0.06006711166775492j),(0.1084513386588479+1.5932245706204626j),(1.1019608588440624-0.21214232358940557j),(0.3073714375340654+1.3062678836433306j),(0.692232158993331+0.04898975782640963j),(0.5672090795494957+0.7958980567369007j),(0.5985741223043252+0.7261520154173549j),(0.7157202470507049+0.32718521140896095j),(0.6280363754957994+1.0932542161733085j),(0.7082577453499297-0.01911185278601918j),(0.6583848265135134+1.176223178427773j),(0.5663899220799644+0.12909230246045034j),(0.6742448983379727+0.9693065165065166j),(0.5720267861884732+0.5106352448987874j),(0.675320036889224+0.6327297298692662j),(0.6649759461525663+0.777956358265547j),(0.6136298740674105+0.3272962570623454j),(0.7385865352482716+0.8835891507226257j),(0.5095297781687552+0.3658101993894391j),(0.7520784201613653+0.8578480746534292j),(0.4992289825966188+0.5132244730966772j),(0.7248616770261906+0.6822107873002681j),(0.5871817654970959+0.6579025360604678j),(0.6507836502151982+0.5176797139611634j),(0.6739538311028412+0.7168908798287502j),(0.5689095600513866+0.5352726150024575j),(0.7243263321676503+0.7050320717001257j),(0.5444983194862258+0.596787220312894j),(0.7183991772489338+0.6317507786117723j)
Y_N_c,1150,(-0.04158517345332983+0.016894738116564383j),(-0.11262536073301799-0.44686282003376987j),(0.3428059094415117+0.2789199919844119j),(-1.0796398941639054-1.1088554911038069j),(1.494845618659364+1.1419742669298705j),(-2.5049380773844407-2.0499718992082157j),(2.9681971191951577+1.7300379687619094j),(-4.121930469564991-2.57913745868153j),(4.278184033341548+1.9015227872580551j),(-5.4049418431549086-2.245325795841738j),(5.0434154076321605+1.632231615610123j),(-5.653599827348238-1.3625606808472526j),(5.168731782308761+0.10207091444515193j),(-4.917439199840667-0.41813236626346506j),(4.479365059154283-1.3082750687943276j),(-3.605626661871737+0.3179653696075254j),(2.6422048860301044-1.245235939816173j),(-2.1080669116053716+0.7691033584084404j),(0.9152832407375644-0.8231839047636412j),(-0.6777768701597062+0.31123467625042384j),(-0.2480887548055794-0.28124355345619556j),(0.21071365006592335-0.7308651661217906j),(-0.8048817247820762+0.23347523866145214j),(0.4569070506018222-1.318206746901635j),(-0.8717465521414036+0.643477209098297j),(0.35210710509976256-1.1803602436006784j),(-0.48258575501408263+0.5230676512682328j),(0.06324083890373627-0.6819816092419685j),(-0.17830646866688774-0.17285044067201533j),(-0.20403739564301981-0.14617992834245847j),(-0.10612970171654697-0.656212466570584j),(-0.35292846880592926+0.31101573874527055j),(-0.1341734750967671-0.8766850114455929j),(-0.1959629843975511+0.3084288595215086j),(-0.18166875797517434-0.7505943026689407j),(-0.0914451809443016-0.03398507054830576j),(-0.2404787518133253-0.41976863309953244j),(-0.12598919532823658-0.3442557017532005j),(-0.250758617792345-0.06521398830370874j),(-0.20763558566530682-0.5191416312692102j),(-0.09820606138236364-0.010074636835130324j),(-0.2770365829191822-0.5610895819034865j),(-0.017184448848365102-0.11395506219016859j),(-0.30950067140875337-0.4145994021577807j),(-0.05452097962438751-0.27214862306326143j),(-0.2700884815535912-0.22677979385235722j),(-0.14167656480932422-0.3640946805205851j),(-0.14814066280846955-0.192944209677118j),(-0.23325458921222297-0.3858113034926357j),(-0.07699877580979374-0.2268423684217001j),(-0.29348457169102377-0.33840444012608567j)
Y_N_c,1250,(0.011895433588533873+0.02613550496120614j),(-0.08130107196103628+0.09631475668719501j),(-0.5190507779947512-0.33939331315844545j),(0.589155560017358+0.6266047772097892j),(-1.4081108885139284-1.2596371270725135j),(1.440344423612032+1.4350053406097547j),(-2.68391557000541-2.0165737107172883j),(2.772660236094048+2.0316397260269152j),(-3.930477093615302-2.346794120408851j),(4.327124514523685+1.9484717724323684j),(-4.798253113650619-2.1360745313309097j),(5.130779709393865+1.2197786993693256j),(-5.563736874979919-0.6712241275710298j),(4.931198778318894+0.2678395555796018j),(-5.532251175887909+0.8396734079009669j),(4.00601070942656-0.5762412925349634j),(-4.0029111060271845+0.9283684667324028j),(2.7288768920470217-1.1591195969471146j),(-2.1616731347341074+0.6227337790019024j),(1.1002451830781648-0.8773622953912368j),(-0.6716277162800436+0.11270764569144566j),(-0.2630560232686796+0.11222225889509393j),(0.26532629253748596-0.44504060304221615j),(-0.8077830620257922+0.8745088501561884j),(0.6781545702694884-0.9423955024991058j),(-0.8661427165226745+0.9330392271436643j),(0.39640786936641065-1.0080134669506802j),(-0.6019549869994513+0.5300002654286498j),(-0.07894871267721859-0.4117118319352201j),(-0.24101280740903128+0.0024728099664246966j),(-0.2635397869176381+0.12852659048100173j),(0.06617521552760774-0.5078754279177737j),(-0.2631196023278703+0.47787257962483165j),(-0.056718483445150125-0.6781964481055239j),(-0.2051438740966074+0.47212447707580807j),(-0.24921203286033788-0.44325994745654235j),(-0.10211195838836198+0.20533144130444597j),(-0.2811831685627226-0.13431715322110105j),(-0.018703413432230066-0.14842300645324444j),(-0.20839821129756467+0.09654153103111304j),(-0.18818892963768769-0.31024050345910004j),(-0.09735293441568972+0.21596783704727637j),(-0.3272907990234777-0.2819125476665568j),(-0.012164413992791383+0.1330465491048609j),(-0.34884395619545727-0.1383689922565579j),(-0.008678944944325803-0.048042980684696535j),(-0.2761300325653352-0.023154713133610852j),(-0.1488236677950306-0.13871991699043096j),(-0.15649737287636478+0.03775361869792754j),(-0.2577359390733765-0.1468196344452518j),(-0.03764382389838043+0.033045509112579655j)
Y_N_c,1350,(0.017033780345299745-0.03806445073290457j),(0.16908060805444614+0.2009520403596557j),(0.5896836830865666+0.36373750893903073j),(-0.19430408621380515-0.14518551601712174j),(1.1836886022709416+1.2466205515276643j),(-0.4953317267368849-0.7082226218305657j),(2.2018663181922014+2.0974655508513074j),(-1.496460620667249-1.2988987586411471j),(3.3310504729662562+2.55533807638216j),(-3.2025816156311473-1.5048891718712751j),(4.2769085601160555+2.426402300173831j),(-4.508964677599061-1.0465331863207767j),(5.603657117639948+1.231822040817873j),(-4.878815975067375-0.20493692455351575j),(6.223364352737793-0.18322971844206126j),(-4.415664736604172+0.6629062068940602j),(5.15430678690682-0.4496244937835159j),(-3.4418591077055107+1.3302858558741768j),(3.344907763074435-0.34456860340523643j),(-1.7397208429620086+1.305850159872393j),(1.6095626787743371+0.03653776483086424j),(0.014764620255272282+0.53404890963911j),(0.3116803863220925+0.5519581469631603j),(0.8889636627778824-0.31094714917642885j),(-0.46917960964319005+1.072550162821797j),(1.1802347204848254-0.5866063058406011j),(-0.39196195951408586+1.3405906337939357j),(1.0134908006899856-0.3527818769334768j),(0.17110137060761474+0.9526477729947358j),(0.6112962014729536+0.08856899842479452j),(0.45748646017057937+0.42965760050323787j),(0.1711960540465446+0.5851450298044765j),(0.5084140728068827-0.019079399930716473j),(0.20675087597276165+0.9273255091325712j),(0.46888878726443783-0.15804151427270255j),(0.4433221734298318+0.8564675201939265j),(0.34845089414381836-0.008391976567892562j),(0.5374820422156514+0.5992207850380581j),(0.20530920011900522+0.2902213220452469j),(0.490072909324207+0.33806625333631923j),(0.3535448701163306+0.5508348356821253j),(0.3597644903108864+0.1436383342470405j),(0.5257509767257869+0.6200152628958615j),(0.23921430827695261+0.13630095661225705j),(0.6054488271304643+0.521160700035402j),(0.19171964983783918+0.2775382774436953j),(0.5615926353333898+0.39947890721162804j),(0.3223760051439183+0.41785792449364745j),(0.4333453336107391+0.3017187307548589j),(0.4521603753125456+0.4757861298553108j),(0.273644480480138+0.2535183287491008j)
Y_N_c,1450,(-0.03246812280723522+0.0299813435107265j),(-0.17547450612899607-0.4193729949929673j),(-0.5748429125912132-0.3441171398674474j),(-0.09531649606717169-0.2908186604980533j),(-0.8769325427491661-1.0981049036026418j),(-0.2530154139279482-0.04508816896217424j),(-1.6052870885889812-1.957798000151581j),(0.4076682126952849+0.46995162334958873j),(-2.574899006271888-2.500753444580566j),(2.1190661885016473+0.9586994830733112j),(-3.5659287719338995-2.4714980381385576j),(3.811568408499377+0.8515265945324131j),(-5.3018975831080954-1.7102711861002216j),(4.721505475844663+0.22782406571213243j),(-6.485118238516124-0.5653791588734478j),(4.7581213303581755-0.5695519717740152j),(-5.998446233830259-0.13307280710508684j),(4.148681017180309-1.2629895274246206j),(-4.390591785387227+0.011642315372837997j),(2.5259123985432046-1.5377602397121328j),(-2.536450242137279-0.16082206541237243j),(0.5266472014632179-1.1192546255141411j),(-0.9423851874147487-0.5512490900320055j),(-0.6707090265322155-0.30312083567076237j),(0.19190886828331602-1.025420784531953j),(-1.2530497041591424+0.17642315224850186j),(0.41085872960607395-1.4764329842870105j),(-1.2665603908612197+0.16297989605472435j),(-0.12200389491327973-1.376343116642648j),(-0.8987584706738478-0.12373857112955933j),(-0.4747595106399689-0.9497306951385651j),(-0.3784351522816157-0.5396950949139108j),(-0.5920111904315281-0.45103511914261485j),(-0.28201320901367394-1.0203858513919661j),(-0.6015604359159773-0.16489969370179583j),(-0.5039279860081093-1.1467948667516816j),(-0.4997685794978729-0.158915231639024j),(-0.6422185352725611-0.9902182235582899j),(-0.3242357346628223-0.35165392854781136j),(-0.6319671622121883-0.7349748582306737j),(-0.41515197400192777-0.6801861915669364j),(-0.5084769155949049-0.48247252491958703j),(-0.5873167814136248-0.8527702194050213j),(-0.3773382967359529-0.3718941360379057j),(-0.714444177901554-0.8253385111043487j),(-0.29302055939558086-0.44235522002197214j),(-0.7101943861062848-0.7194458903407943j),(-0.38649581598274985-0.6116891757464795j),(-0.5955326551495075-0.5963752019590651j),(-0.5149406603404908-0.717794781396736j),(-0.42022387622921126-0.494881286836468j)
Y_N_c,1550,(0.03181935835366941-0.015899791613775895j),(0.1297502902385483+0.5461787064873725j),(0.4990143266165618+0.28062019728614224j),(0.2803875840653072+0.6430354764026917j),(0.545106307221446+0.8298289437687599j),(0.7579607625149574+0.7325526810071937j),(0.9815342842339319+1.6136619641327683j),(0.4121441596692277+0.3487037778011171j),(1.7643964013766855+2.1923526165998775j),(-1.1539455443176074-0.3689731762017187j),(2.761447108672351+2.2727215769884395j),(-3.0689986478975126-0.6440527413794341j),(4.702959349135712+2.0365690227246347j),(-4.436531074066413-0.32408952020064485j),(6.295635305884483+1.2885123149742987j),(-4.964335487308526+0.31516870062575264j),(6.467050361684189+0.7436828894407557j),(-4.751987191643635+0.9722877178193344j),(5.231635633603789+0.34573766348715296j),(-3.3688384689604174+1.539167703967933j),(3.4172947596171426+0.26099909693690226j),(-1.3158513978514996+1.5572618180333018j),(1.6329660046345231+0.45874300715548455j),(0.15567349238371847+0.8867294325884727j),(0.19744563684280403+0.8203425259123365j),(1.0626201867150749+0.2524800626460084j),(-0.3864926128697643+1.3986491939699746j),(1.3366120236686219+0.027065027054959667j),(-0.019794074339458456+1.6212825160292472j),(1.0935193825406242+0.11102631297014759j),(0.3394461999826482+1.3635040704554164j),(0.5688362229705773+0.3890349783143918j),(0.5223945318092763+0.8795762005203258j),(0.317529352977033+0.9449129051806272j),(0.6056688127861759+0.46910925030704487j),(0.4620341232420869+1.2700747502483538j),(0.5612041511471281+0.2911820585388524j),(0.6139481648038762+1.2534496815382887j),(0.3912695155171382+0.33897807726382734j),(0.643978030526044+1.046540620843756j),(0.4001460145220306+0.6843290720713902j),(0.5515309172837932+0.7669662763475081j),(0.5372584600864293+0.9466066503704543j),(0.43723614983836634+0.5578207802095145j),(0.6919889000289745+1.0086232719109671j),(0.331188161893254+0.5344712842929309j),(0.731527383904196+0.9429984255851033j),(0.366069612834376+0.7010159912315748j),(0.6510581189593554+0.8147182787792372j),(0.469601272608532+0.8428128591266754j),(0.48852652000328994+0.6709123270274177j)
Y_N_c,1650,(-0.020762857961173435+0.006157189955412524j),(-0.061189321149688995-0.5814702234398682j),(-0.38754843423556634-0.18069919218115152j),(-0.3711968952687089-0.8832390341166455j),(-0.239319065171085-0.4751649423421464j),(-1.0088115747075954-1.2690200292263276j),(-0.41021165472024934-1.1089670166950314j),(-0.9244341752439891-1.0500878500880864j),(-0.9956944642487544-1.672554342860184j),(0.36505174212767405-0.1981722031474214j),(-1.9565025221264718-1.8626546126169894j),(2.315658125167905+0.4332211595447284j),(-3.882462525091929-2.1602486426989005j),(4.01180193217615+0.4641482687693419j),(-5.694321534796881-1.875786678194403j),(4.976962523799072+0.05297897404530816j),(-6.532135155159856-1.3001450199245959j),(5.168384205883046-0.5045362002316407j),(-5.8151733406333665-0.6927917037215652j),(4.16944759148599-1.3064166762086011j),(-4.212631066272008-0.34252867457354097j),(2.272779369903218-1.7781617421896094j),(-2.3751633917715287-0.3052306452959564j),(0.6184524379205197-1.3587620966897782j),(-0.724835201767293-0.5003720113482611j),(-0.6106760440265815-0.6504749857527822j),(0.2543707155359966-1.1208006213729012j),(-1.208419627397585-0.2053146064230913j),(0.18660514661939642-1.6481058512030207j),(-1.1829842935187573-0.06678183252147252j),(-0.09947968716840622-1.612980060530482j),(-0.7450768913877587-0.16730935592884463j),(-0.32690832192555264-1.2156786872847773j),(-0.34828246867617446-0.7137957542465891j),(-0.494752992309071-0.7281361628528275j),(-0.3616229268701945-1.2043354430964273j),(-0.5407906676798246-0.38845625031273007j),(-0.48829998858595713-1.3494504267280731j),(-0.4193615067011959-0.27075198117704574j),(-0.5506073884747493-1.233151904321302j),(-0.34035208140581374-0.569178837741625j),(-0.5059899191297077-0.9683504246538206j),(-0.41287342565018387-0.8877011375269277j),(-0.43296971982126087-0.6840183236996318j),(-0.569046975908967-1.043812496996783j),(-0.3260591064984904-0.5568344002918508j),(-0.6481861426138152-1.0407222596676755j),(-0.2925593739152812-0.682830295369626j),(-0.6166227095732922-0.9332313693423078j),(-0.3508320703408943-0.8377210667775268j),(-0.49331047958614155-0.7688570670289285j)
Y_N_c,1750,(0.0081839526440386-0.004052211609879498j),(-0.004885388034417854+0.5366160057707016j),(0.26354913765040655+0.05755273003589084j),(0.38575164182396554+0.9962329040738841j),(-0.0019430520435643854+0.07963440719469139j),(1.0302483079791533+1.5902684527234117j),(-0.04674599036318022+0.5083759401949617j),(1.1361871696382997+1.5442651851205094j),(0.3469974724630363+1.0097877587466264j),(0.2150673429758874+0.6789227223075954j),(1.2299144182908097+1.2990667501286561j),(-1.5873255046564376-0.22816133361314028j),(2.9367020076248607+2.0579807781451915j),(-3.4542360713565863-0.6117784109947297j),(4.765849904504197+2.233702089913053j),(-4.770131226737491-0.47657790820589363j),(6.203533366474752+1.7222745527476675j),(-5.340409871537627-0.07123135055424057j),(6.108061990396226+0.9940477277106952j),(-4.831874449564634+0.8673852848903896j),(4.88099116128895+0.41286269378461493j),(-3.2914204376314653+1.7402708500380013j),(3.144306168480832+0.13036082636283214j),(-1.5813210059262077+1.6501185987280451j),(1.3923804085135476+0.12472926105212996j),(-0.075637918245267+0.9694311439774999j),(0.03712164346619912+0.6855907812253343j),(0.8784195691111087+0.360042600720332j),(-0.30098097664778123+1.447060839574384j),(1.1523313660555004+0.01158252565948914j),(-0.17843774405713253+1.6594481343146277j),(0.8968195188093561-0.08119730182799392j),(0.04996722729251063+1.417077702637618j),(0.4016413544308871+0.36392492662870213j),(0.29303918455281364+0.9187408689109597j),(0.2519789854626525+0.9545106406706032j),(0.4489646478132795+0.4542007369429767j),(0.3128338748592394+1.2597799039558697j),(0.41641111379259377+0.17343816420657476j),(0.3881288253319207+1.2687061358854368j),(0.2663869097225862+0.3598241973264725j),(0.3962924566140267+1.0655213910485102j),(0.2572015214012542+0.6850738059259768j),(0.380487344292917+0.7458409776976014j),(0.38675532842696314+0.9235875753248804j),(0.2956593645674835+0.521353863738483j),(0.4928100092326423+0.9981728078994334j),(0.1987018335713375+0.5704695244910912j),(0.5156491886435969+0.9389742700139327j),(0.19894319751014033+0.708684584177585j),(0.4511425323206+0.7836951903560625j)
Y_N_c,1850,(-0.0008814760554551162+0.006565791007673323j),(0.050047744390218946-0.4313374076192318j),(-0.14551535683496605+0.07224629229660694j),(-0.34693341884775863-0.9812622093502623j),(0.1568365090485549+0.3062101821274329j),(-0.8756342174078343-1.6635352692091132j),(0.35173774394407437+0.11246902211446573j),(-1.0945962925562993-1.7731571483843087j),(0.1297834830817705-0.28810163728437393j),(-0.5808175810569357-1.0210065496953253j),(-0.6381165495662593-0.6557669886591675j),(0.9182477222224851+0.0380854470857806j),(-1.9699672468678817-1.7381370333791022j),(2.7890187228875942+0.7297584097997253j),(-3.6330060960847264-2.306518072980565j),(4.341601325840232+0.8863019796720917j),(-5.539199816321767-1.9534490222553658j),(5.236873086450688+0.6693288569970866j),(-6.101649578999815-1.2184516981635234j),(5.275669419819587-0.2783351783083581j),(-5.3824349578399495-0.4786856384693359j),(4.253253806948891-1.4382192186575427j),(-3.900211852022779+0.024665872064032257j),(2.6372486823382033-1.7145830318517108j),(-2.1760648512076926+0.24094402775395574j),(0.9450630778542514-1.1689897433028313j),(-0.5171855898871492-0.15920778163858612j),(-0.35648382667167566-0.48002803591440135j),(0.28764337380572813-1.0413201141816524j),(-0.9864506651316299+0.034403671039414496j),(0.41731661677960263-1.4903394007454436j),(-1.0010944478201422+0.30993562902781063j),(0.2511955895630563-1.4560389563467608j),(-0.4907580379466817+0.04894930667615163j),(-0.03414343706758993-1.022927697646388j),(-0.17849817118286268-0.5532490475251232j),(-0.29864495258026863-0.4929894085924179j),(-0.13954946330284404-0.9910334095069008j),(-0.38469530832722765-0.07588875895451634j),(-0.1998608351611861-1.1447454681154572j),(-0.2020969294141485-0.09668534343869549j),(-0.2517771172516251-1.047358540397819j),(-0.11158994128915878-0.37025412003802605j),(-0.29644431125166126-0.743242204476069j),(-0.18999069256591408-0.662702836641569j),(-0.2540034927323027-0.44564500971208587j),(-0.30358863910660333-0.8185340473689589j),(-0.11314845479869101-0.3911524387077644j),(-0.3755428861297627-0.8312017156098178j),(-0.05334205865377689-0.48061148239172324j),(-0.37878830332266805-0.7178573335297427j)
Y_N_c,1950,(0.0005533483959209873-0.007981552304716647j),(-0.0643501928726086+0.2900060510238416j),(0.04597261151587671-0.1914737704838978j),(0.27911074208938014+0.8517145197297223j),(-0.22129887281001948-0.6343928961270815j),(0.6157730821051265+1.4928644167257197j),(-0.4941573629848033-0.6779007021201545j),(0.8753178622816367+1.7198948262464422j),(-0.4130579097234065-0.4049012197589251j),(0.7511687367637339+1.191270106259648j),(0.21084109406100962+0.01179999136953841j),(-0.3382380950080833+0.1278890651917405j),(1.08060150517852+1.240326890213663j),(-2.0571057258906205-0.7864490217908291j),(2.436804762001941+2.0847312889994605j),(-3.7187727055543403-1.2172022379666856j),(4.624639609307678+1.960447549363902j),(-4.868339991733966-1.2089854182785325j),(5.805855561220251+1.338759847503976j),(-5.447642488934841-0.38431485086695916j),(5.682778330653422+0.5435697807684488j),(-5.043324577476826+0.9054787440499856j),(4.590968604073814-0.12438471180915944j),(-3.676567807363759+1.5365398892871254j),(3.027510927526396-0.534969614922692j),(-1.9265370800224828+1.222100420473023j),(1.185915375159287-0.37804657652304097j),(-0.3331930165394875+0.555046807565386j),(-0.08611984841083109+0.4852517434014956j),(0.6731001897390885-0.05570763556410013j),(-0.5406601415038585+1.1225462873816023j),(1.0255003513616758-0.47803930161075114j),(-0.512856722618966+1.3237313891365132j),(0.6102570489456888-0.4585598108977895j),(-0.24120256845051757+1.0297620816133002j),(0.17356398807119353+0.0573325385817224j),(0.10574531603266694+0.508464962390614j),(0.016149615967707337+0.5753468776905145j),(0.32203546060174487+0.0036837426593823858j),(0.03009851432628513+0.8725269055009004j),(0.16042847820164868-0.1710181338422857j),(0.10356007995474947+0.9142081444549551j),(0.008425923014234523-0.006732783173477215j),(0.19733158575419957+0.6798513225166438j),(0.020141523969525427+0.29695615259491515j),(0.21005499729494498+0.34913886016030393j),(0.1188239502523211+0.5230663522792129j),(0.05601813606741674+0.18118411121672479j),(0.22446903279534527+0.6217583952479497j),(-0.05384890699788483+0.1935658012149279j),(0.29189838682360125+0.5804477095290155j)
Y_N_c,2050,(-0.004067097868113698+0.004060761786620081j),(0.046450662544615995-0.13774583029458684j),(0.02883666721475811+0.2848972890229893j),(-0.20472114239510977-0.6330990956783951j),(0.20734327473096098+0.8664329090370001j),(-0.3253901029687014-1.1182280693761293j),(0.4889284498209434+1.1227184608302823j),(-0.5668126396637795-1.411007947090699j),(0.5110027284969978+0.9900134071351379j),(-0.7638869025471852-1.18032608266034j),(0.04906909994149694+0.5593914522790355j),(-0.129899815487729-0.2611999555845208j),(-0.3480524753052776-0.6298042080415208j),(1.3102624274807857+0.7612559273480849j),(-1.3151413259242946-1.6063200531703727j),(2.9534355397807794+1.4174070259230138j),(-3.5668988269864514-1.7433894789385442j),(4.271629298364591+1.6166766704319573j),(-5.261119632203264-1.3440344983059533j),(5.321870063250132+1.030034889180149j),(-5.759420522331391-0.6073980944993904j),(5.566408937802226-0.21062298429303206j),(-5.15912223331166+0.1451449845458379j),(4.5893961666606025-1.134170811883549j),(-3.8795998173073647+0.7090644902834512j),(2.9360777329083443-1.1189816282244758j),(-2.01172033665999+0.8435643602564665j),(1.1523768514636943-0.5766937810246984j),(-0.33804644597871697+0.14242889660497887j),(-0.2067614182128678+0.044729440245810576j),(0.4839647752253914-0.6014347959041172j),(-0.9337600033163005+0.5570592741382838j),(0.6724780447535346-1.0323020958399272j),(-0.7352396849557189+0.7984853616189871j),(0.4883240296093169-0.9367725572120655j),(-0.24920493884522715+0.4600414141258743j),(0.11016730666775834-0.5020017649403804j),(0.022526226344147797-0.06703214761887318j),(-0.22444673887486902+0.025693284854542114j),(0.08248182288442035-0.4825572117516961j),(-0.14162334167900287+0.3935275408986573j),(0.01896097261572366-0.6783049043272503j),(0.034577698192492456+0.38466515687406416j),(-0.0988287201589936-0.5621785008289784j),(0.0916918384695952+0.12115966258730625j),(-0.16793572087477598-0.24927193947633486j),(0.02865728241951756-0.14909113071780683j),(-0.03620466591094732+0.020435308450140847j),(-0.08800538381108614-0.3341209687085461j),(0.10287350180806173+0.10345966558952938j),(-0.20401909243306265-0.38612479075804534j)
Y_N_c,2150,(0.006253894452329728+0.005435678970620643j),(-0.002411981758509226-0.0030905682617618983j),(-0.07830029554334189-0.34144586996629933j),(0.1413463657626377+0.3595396413133835j),(-0.13898654374423142-0.9785476405509211j),(0.06995113719060767+0.6085480709074718j),(-0.3714128304829175-1.4007075793350943j),(0.2538774226874534+0.9111051046707059j),(-0.45684597065988347-1.4065646479581975j),(0.667582945021874+1.0035118503489384j),(-0.16205956790861575-0.9993011032382723j),(0.4723190092010936+0.3545568738163713j),(-0.17695810704577306-0.012422876892182383j),(-0.6043844454275888-0.6481073797368696j),(0.38260257804152065+0.9496023047290746j),(-2.1143589605866726-1.4555228914634226j),(2.4786695391044558+1.3347470695924684j),(-3.5098638879810022-1.8405295994803526j),(4.520718914769296+1.232408387433913j),(-4.916328560460938-1.5755546778133023j),(5.597966619162877+0.6616541382800991j),(-5.7620883099676234-0.5531474202322797j),(5.549379388412506-0.07901158265069452j),(-5.279772512278425+0.5574971446111003j),(4.655108109373881-0.7354124985725634j),(-3.88543346656835+0.8688740605022768j),(2.9335482415091647-1.1649257118688385j),(-2.0504377047345423+0.539467178653363j),(0.9855424417141037-0.7497901761276062j),(-0.4075231165436123-0.0032342460012744767j),(-0.20514413241916213-0.004539740225190353j),(0.6927442302706027-0.5354236184108664j),(-0.6767493834747632+0.6142172658768847j),(0.8241027581594743-1.0129205066499074j),(-0.6624824392465833+0.7507342273434459j),(0.39305388523120055-0.9200973802687098j),(-0.3254459997176669+0.4723495180451749j),(0.03859351705266509-0.46439005677698586j),(0.08970533758668789-0.006009615276318929j),(-0.11098180692249883+0.02147299515414323j),(0.13422812668178474-0.529187912295448j),(-0.09162754340574276+0.3629925975826745j),(-0.017363199746726843-0.7006891988155138j),(0.015237413355113569+0.39908891442802447j),(-0.12984177436819982-0.5296654139304097j),(0.1282185348743745+0.1584499559431169j),(-0.11636506260616755-0.2543811573807521j),(0.05097082949389618-0.1789226402083955j),(-0.013925677651411951+0.001103889532280227j),(-0.08914666978828673-0.3604976694495804j),(0.12590140414126294+0.153769038431717j)
Y_N_c,2250,(-0.003340203526516432-0.016896567677321894j),(-0.056509388963264+0.11560645897894062j),(0.1060533812553948+0.3556105135653629j),(-0.09972660555359736-0.06923725299063883j),(0.04663240226215687+0.964420945318867j),(0.1047446304107781-0.04988587097781092j),(0.18970560500337746+1.4900343193771228j),(-0.0034458259149056196-0.3111080785804744j),(0.30098667930251477+1.6194087989251411j),(-0.5130509184836668-0.6980288127216023j),(0.1653427960046887+1.2709618775652163j),(-0.6852027230002253-0.4028179888069787j),(0.4775419534375822+0.6021409074372172j),(-0.007883005441163743+0.45642354995441214j),(0.2850839389408273-0.21911508189478074j),(1.2776952031645+1.324726658012604j),(-1.4636470602320906-0.7941502274768711j),(2.6615988737071303+1.8557081636112067j),(-3.6517197949296536-1.0161290129000264j),(4.276371649618191+1.9480568368219318j),(-5.209455282894786-0.6992163873149024j),(5.606019059178624+1.277701102612163j),(-5.718187073328526-0.06594475034900382j),(5.678006661301737+0.11851361572348162j),(-5.277077358881016+0.6103701820610661j),(4.691430937216918-0.4992679522841905j),(-3.8678459660667572+1.2911245485761378j),(2.9674016428633445-0.44195023189009575j),(-1.8205342658609545+1.245455739136137j),(1.1511249324565158-0.05807196690954386j),(-0.3078411324760254+0.612971582776793j),(-0.27979408043862675+0.41995466404619386j),(0.488904242836112-0.11881966900257851j),(-0.8250017325991938+1.0660653820558625j),(0.7231586713644067-0.4876562138631587j),(-0.5686289147822166+1.250796607474115j),(0.5125509688973932-0.4163145051076437j),(-0.19087536502107338+0.943867461528819j),(0.07894491264786661-0.05676934634876722j),(0.04503751267974501+0.45345957722406366j),(-0.11886621816582915+0.5519660067420893j),(0.09867280556318493-0.0007252540527490012j),(-0.04295213174246093+0.9006441823192827j),(0.04115685347938762-0.20156733886207506j),(0.0965599134458354+0.8661833674760845j),(-0.08991232850469205-0.08233059596524431j),(0.13546824058787288+0.6329020105719879j),(-0.0879229238238832+0.2699102669200492j),(0.06944476693417023+0.3385944469629661j),(0.023196279508875206+0.5349982515454857j),(-0.06505380093150001+0.09497343577238096j)
